GOterm,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,bh_adjust
GO:0019219,1.0541396291334769e-32,1,515,1429,regulation of nucleobase-containing compound metabolic process,BP,3.9701006712425e-29
GO:0051276,2.743490062321106e-32,1,273,619,chromosome organization,BP,8.610443560594792e-29
GO:0051171,1.259717114549786e-30,1,681,2067,regulation of nitrogen compound metabolic process,BP,3.3888189977267176e-27
GO:0090304,4.149266230153526e-30,1,487,1357,nucleic acid metabolic process,BP,9.76685404750263e-27
GO:0031323,3.9237427437696934e-29,1,714,2214,regulation of cellular metabolic process,BP,8.209777734214122e-26
GO:0080090,1.2147038684785654e-28,1,692,2136,regulation of primary metabolic process,BP,2.2874088547319864e-25
GO:0060255,1.3571200277996163e-28,1,718,2237,regulation of macromolecule metabolic process,BP,2.3232661130449616e-25
GO:0050794,4.161277020367784e-28,1,1013,3429,regulation of cellular process,BP,5.597214826467554e-25
GO:0051252,1.4254911898922526e-26,1,457,1290,regulation of RNA metabolic process,BP,1.4913013664922784e-23
GO:0019222,1.8194927576005552e-26,1,761,2436,regulation of metabolic process,BP,1.8033088483355818e-23
GO:0031326,1.991588536513848e-24,1,502,1480,regulation of cellular biosynthetic process,BP,1.6305914665692294e-21
GO:0010556,1.2792145053806393e-23,1,486,1432,regulation of macromolecule biosynthetic process,BP,9.635555340329127e-21
GO:0009889,1.3331765917032257e-23,1,508,1513,regulation of biosynthetic process,BP,9.6557878455244e-21
GO:0050789,2.1531915597841038e-23,1,1053,3679,regulation of biological process,BP,1.501731491196091e-20
GO:0010468,9.612702266768425e-23,1,538,1636,regulation of gene expression,BP,6.464885585197007e-20
GO:0048523,1.0626341152647213e-21,1,609,1923,negative regulation of cellular process,BP,6.670154341516656e-19
GO:0006259,2.5269187561823627e-21,1,195,455,DNA metabolic process,BP,1.5349808741183896e-18
GO:0007049,9.301868210524257e-21,1,289,768,cell cycle,BP,5.151867066834773e-18
GO:0006325,1.863292829747325e-20,1,169,380,chromatin organization,BP,9.7465742436033e-18
GO:0051726,5.3145190059244505e-20,1,274,725,regulation of cell cycle,BP,2.6336238789621928e-17
GO:2001141,8.678981950540909e-20,1,400,1169,regulation of RNA biosynthetic process,BP,4.085847727765896e-17
GO:0065007,1.2103728287930144e-19,1,1100,3952,biological regulation,BP,5.559153838780794e-17
GO:0022402,3.1461643530108876e-19,1,267,709,cell cycle process,BP,1.3778004867801867e-16
GO:0043170,3.223475488031482e-19,1,835,2857,macromolecule metabolic process,BP,1.3795742480709281e-16
GO:0006355,5.888864867309131e-19,1,390,1144,regulation of DNA-templated transcription,BP,2.464293651473294e-16
GO:0031324,6.585027555730426e-19,1,370,1073,negative regulation of cellular metabolic process,BP,2.5833886229574925e-16
GO:0048519,2.1864028148749305e-18,1,650,2138,negative regulation of biological process,BP,7.917721424405733e-16
GO:0051172,7.125245618070804e-18,1,343,990,negative regulation of nitrogen compound metabolic process,BP,2.484731485812802e-15
GO:0033044,1.800600358512975e-17,1,124,265,regulation of chromosome organization,BP,6.16492824566506e-15
GO:0006139,3.390628308086826e-17,1,532,1700,nucleobase-containing compound metabolic process,BP,1.1008434770617761e-14
GO:0045934,5.927625362417683e-17,1,239,637,negative regulation of nucleobase-containing compound metabolic process,BP,1.8919171728760572e-14
GO:0048522,1.498394497914044e-16,1,631,2098,positive regulation of cellular process,BP,4.6256175065933383e-14
GO:0010604,2.370094936676273e-16,1,434,1345,positive regulation of macromolecule metabolic process,BP,7.084326627389032e-14
GO:0000278,2.462356632848425e-16,1,211,550,mitotic cell cycle,BP,7.150599451677816e-14
GO:0048518,2.6369094010894764e-16,1,687,2324,positive regulation of biological process,BP,7.411289691330736e-14
GO:0010564,2.902838930846886e-16,1,186,468,regulation of cell cycle process,BP,8.038729398055546e-14
GO:0051128,4.692614009314605e-16,1,426,1321,regulation of cellular component organization,BP,1.262380205848619e-13
GO:0031327,1.2947216011378236e-15,1,239,652,negative regulation of cellular biosynthetic process,BP,3.4339299254966695e-13
GO:0045935,2.2265798288659872e-15,1,276,784,positive regulation of nucleobase-containing compound metabolic process,BP,5.743660925667864e-13
GO:0007346,2.468452941288132e-15,1,172,431,regulation of mitotic cell cycle,BP,6.281545586134705e-13
GO:1903047,2.894327699135419e-15,1,188,484,mitotic cell cycle process,BP,7.171458539791983e-13
GO:0051173,3.2795639200013593e-15,1,409,1270,positive regulation of nitrogen compound metabolic process,BP,8.020450412668259e-13
GO:0009892,3.495220230753539e-15,1,405,1255,negative regulation of metabolic process,BP,8.438268226323063e-13
GO:0006996,4.742049036831768e-15,1,574,1905,organelle organization,BP,1.1008581191299933e-12
GO:0051254,4.7937106775348864e-15,1,251,700,positive regulation of RNA metabolic process,BP,1.1008581191299933e-12
GO:0031325,9.802277515124534e-15,1,420,1319,positive regulation of cellular metabolic process,BP,2.1974605700870247e-12
GO:0016070,1.014280693510267e-14,1,341,1025,RNA metabolic process,BP,2.2470493811166866e-12
GO:0006974,1.0399184797581417e-14,1,168,424,DNA damage response,BP,2.2770587084099498e-12
GO:0006397,1.1277781071018586e-14,1,130,302,mRNA processing,BP,2.44105626837185e-12
GO:0010558,1.222001480228672e-14,1,227,622,negative regulation of macromolecule biosynthetic process,BP,2.6149443038847865e-12
GO:0009890,1.6676546922118506e-14,1,239,665,negative regulation of biosynthetic process,BP,3.528495001015883e-12
GO:0033043,1.8070413598884037e-14,1,256,726,regulation of organelle organization,BP,3.780932872006503e-12
GO:0009893,2.2072706672188888e-14,1,448,1431,positive regulation of metabolic process,BP,4.567594937846032e-12
GO:0010605,3.525226646110256e-14,1,372,1149,negative regulation of macromolecule metabolic process,BP,7.138015373430348e-12
GO:0046483,7.449817925011583e-14,1,540,1793,heterocycle metabolic process,BP,1.4924204398499267e-11
GO:0040029,8.003369174908398e-14,1,89,185,epigenetic regulation of gene expression,BP,1.586436262449474e-11
GO:0045786,8.453673658488187e-14,1,133,319,negative regulation of cell cycle,BP,1.6582409235728232e-11
GO:0008150,1.0738349360523763e-13,1,1419,5487,biological_process,BP,2.084678936165185e-11
GO:0006725,2.858782297756361e-13,1,545,1825,cellular aromatic compound metabolic process,BP,5.493237698882657e-11
GO:0006396,3.2243437668721684e-13,1,206,566,RNA processing,BP,6.133092674138364e-11
GO:0006357,6.460670353748961e-13,1,287,856,regulation of transcription by RNA polymerase II,BP,1.2166088343144668e-10
GO:0010628,8.404735039633098e-13,1,279,829,positive regulation of gene expression,BP,1.5670254013003057e-10
GO:0000375,1.0454978413959483e-12,1,110,255,"RNA splicing, via transesterification reactions",BP,1.9301735148359905e-10
GO:0000280,1.5943640446280205e-12,1,111,260,nuclear division,BP,2.8868720504221394e-10
GO:0000377,2.0336978695109766e-12,1,108,251,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",BP,3.612883451015207e-10
GO:0000398,2.0336978695109766e-12,1,108,251,"mRNA splicing, via spliceosome",BP,3.612883451015207e-10
GO:0006338,2.7951602608282475e-12,1,61,114,chromatin remodeling,BP,4.828959896482268e-10
GO:0071840,2.9085022829498173e-12,1,788,2825,cellular component organization or biogenesis,BP,4.979091499111637e-10
GO:0045930,3.8992518812252484e-12,1,82,175,negative regulation of mitotic cell cycle,BP,6.555965372799344e-10
GO:0048285,4.554561811963718e-12,1,114,273,organelle fission,BP,7.457995954877284e-10
GO:0008380,5.049907415216225e-12,1,115,276,RNA splicing,BP,8.197828149649719e-10
GO:1901360,5.53243660648752e-12,1,559,1908,organic cyclic compound metabolic process,BP,8.904385789467221e-10
GO:0007059,6.758103269614643e-12,1,88,194,chromosome segregation,BP,1.0784901921196045e-9
GO:0032502,7.213305741939099e-12,1,761,2724,developmental process,BP,1.1414601716508838e-9
GO:1902680,1.1848853603163272e-11,1,225,652,positive regulation of RNA biosynthetic process,BP,1.8288996901735047e-9
GO:0009987,1.2431356604745151e-11,1,1311,5060,cellular process,BP,1.90321037580452e-9
GO:0010557,1.2682133038693671e-11,1,263,789,positive regulation of macromolecule biosynthetic process,BP,1.92594554235194e-9
GO:0007275,1.423775475817005e-11,1,689,2439,multicellular organism development,BP,2.1448892788088017e-9
GO:0016043,1.5257052813143844e-11,1,751,2693,cellular component organization,BP,2.2802028692405694e-9
GO:1902275,2.0865196368965745e-11,1,69,141,regulation of chromatin organization,BP,3.093799313574755e-9
GO:0051253,2.1458654344090525e-11,1,196,553,negative regulation of RNA metabolic process,BP,3.156936874637255e-9
GO:1903311,2.8805213126622127e-11,1,77,165,regulation of mRNA metabolic process,BP,4.2048912278094676e-9
GO:1901990,3.723474636955514e-11,1,98,230,regulation of mitotic cell cycle phase transition,BP,5.3524237319472744e-9
GO:0000070,3.999500662003639e-11,1,57,109,mitotic sister chromatid segregation,BP,5.705651285317464e-9
GO:0051246,4.559829914379399e-11,1,364,1174,regulation of protein metabolic process,BP,6.4561020389231925e-9
GO:0048856,6.182725325306795e-11,1,728,2614,anatomical structure development,BP,8.688574671705393e-9
GO:0031328,7.718881447728528e-11,1,270,827,positive regulation of cellular biosynthetic process,BP,1.0766981966087103e-8
GO:0006260,9.108371818470307e-11,1,71,151,DNA replication,BP,1.2611746302471645e-8
GO:0010948,9.259886786526094e-11,1,86,196,negative regulation of cell cycle process,BP,1.2727950954530867e-8
