GOterm,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,bh_adjust
GO:0051276,2.2330412444006967e-23,1,195,619,chromosome organization,BP,8.410079934661903e-20
GO:0019219,6.057401207582224e-22,1,360,1429,regulation of nucleobase-containing compound metabolic process,BP,1.901115368999681e-18
GO:0051171,2.43956843426661e-20,1,474,2067,regulation of nitrogen compound metabolic process,BP,6.562787597953505e-17
GO:0060255,4.4842289644797244e-20,1,504,2237,regulation of macromolecule metabolic process,BP,1.0555314453764712e-16
GO:0080090,2.0220665138104668e-19,1,483,2136,regulation of primary metabolic process,BP,4.230837169062767e-16
GO:0007049,3.2038385328843473e-19,1,216,768,cell cycle,BP,6.033148341274515e-16
GO:0031323,1.4016654110063473e-18,1,493,2214,regulation of cellular metabolic process,BP,1.6496725846662828e-15
GO:0051252,1.7092988276471285e-18,1,322,1290,regulation of RNA metabolic process,BP,1.8934003660837106e-15
GO:0031326,4.5750503342560435e-18,1,356,1480,regulation of cellular biosynthetic process,BP,4.7862651580208644e-15
GO:0022402,1.3231259445186415e-17,1,199,709,cell cycle process,BP,1.311357087433186e-14
GO:0019222,1.546419464255046e-17,1,529,2436,regulation of metabolic process,BP,1.4560312465693386e-14
GO:2000112,1.9266609559303342e-17,1,334,1376,regulation of cellular macromolecule biosynthetic process,BP,1.7276644029106725e-14
GO:0009889,2.054742691910936e-17,1,360,1513,regulation of biosynthetic process,BP,1.755894340856629e-14
GO:0090304,2.14463224681124e-17,1,332,1357,nucleic acid metabolic process,BP,1.755894340856629e-14
GO:0010556,5.06400855670906e-17,1,343,1432,regulation of macromolecule biosynthetic process,BP,3.973347713807846e-14
GO:0051726,1.0507812750078863e-16,1,199,725,regulation of cell cycle,BP,7.914904875869403e-14
GO:0010468,5.255451131688462e-16,1,378,1636,regulation of gene expression,BP,3.41260000899398e-13
GO:0000278,7.575160651643611e-16,1,160,550,mitotic cell cycle,BP,4.754928341036695e-13
GO:0048523,1.2976362326215262e-15,1,425,1923,negative regulation of cellular process,BP,7.882512224676117e-13
GO:1903506,5.326094758995634e-15,1,285,1167,regulation of nucleic acid-templated transcription,BP,2.710694335314778e-12
GO:2001141,6.690098123629479e-15,1,285,1169,regulation of RNA biosynthetic process,BP,3.3152957306859658e-12
GO:0043170,7.199320623282372e-15,1,593,2857,macromolecule metabolic process,BP,3.4761642732571887e-12
GO:1903047,7.747157875134332e-15,1,143,484,mitotic cell cycle process,BP,3.647168248666365e-12
GO:0045786,8.705032745885692e-15,1,105,319,negative regulation of cell cycle,BP,3.998157844823743e-12
GO:0050794,9.351611323163805e-15,1,683,3429,regulation of cellular process,BP,4.192861733964229e-12
GO:0006355,1.3381574777682558e-14,1,279,1144,regulation of DNA-templated transcription,BP,5.727009878148642e-12
GO:0006259,2.5268916878380912e-14,1,135,455,DNA metabolic process,BP,1.0574199416373132e-11
GO:0016570,1.1656555999336591e-13,1,80,219,histone modification,BP,4.573012625489736e-11
GO:0048519,2.9840277305416874e-13,1,453,2138,negative regulation of biological process,BP,1.1238445238766103e-10
GO:0010604,3.7142514967651916e-13,1,311,1345,positive regulation of macromolecule metabolic process,BP,1.3450590372227946e-10
GO:0006325,3.998224123454046e-13,1,117,380,chromatin organization,BP,1.4077482306718402e-10
GO:0051172,4.0368756017354027e-13,1,242,990,negative regulation of nitrogen compound metabolic process,BP,1.4077482306718402e-10
GO:0007346,6.489185066022378e-13,1,125,431,regulation of mitotic cell cycle,BP,2.182104356754775e-10
GO:0010564,7.238433346075236e-13,1,133,468,regulation of cell cycle process,BP,2.391349795437592e-10
GO:0050789,7.876871649473947e-13,1,715,3679,regulation of biological process,BP,2.5574029315731706e-10
GO:0031324,9.172717559610926e-13,1,257,1073,negative regulation of cellular metabolic process,BP,2.8788574060838893e-10
GO:0007059,2.3618917543216188e-12,1,70,194,chromosome segregation,BP,7.291276004201706e-10
GO:0033044,5.156522390052091e-12,1,86,265,regulation of chromosome organization,BP,1.56616892140437e-9
GO:0051173,6.143607662122833e-12,1,292,1270,positive regulation of nitrogen compound metabolic process,BP,1.8363535854830963e-9
GO:0000070,6.622825995695742e-12,1,47,109,mitotic sister chromatid segregation,BP,1.9486630675772893e-9
GO:0009893,1.240582709282177e-11,1,320,1431,positive regulation of metabolic process,BP,3.5396080300746473e-9
GO:0044260,2.094064601506354e-11,1,493,2384,cellular macromolecule metabolic process,BP,5.79901919278914e-9
GO:0031325,2.5966034677220438e-11,1,298,1319,positive regulation of cellular metabolic process,BP,7.086469550822291e-9
GO:0045930,4.9618258894107836e-11,1,62,175,negative regulation of mitotic cell cycle,BP,1.316002018640767e-8
GO:0010605,5.720578224188974e-11,1,264,1149,negative regulation of macromolecule metabolic process,BP,1.4961695630514247e-8
GO:0045934,6.994568497976654e-11,1,165,637,negative regulation of nucleobase-containing compound metabolic process,BP,1.7561962584719784e-8
GO:0000819,8.450902229195379e-11,1,49,123,sister chromatid segregation,BP,2.0667394789347815e-8
GO:0031327,1.0640065577505554e-10,1,167,652,negative regulation of cellular biosynthetic process,BP,2.5687573703847064e-8
GO:0009892,1.1592265952925695e-10,1,283,1255,negative regulation of metabolic process,BP,2.728674501994297e-8
GO:0048522,1.1810220559633917e-10,1,433,2098,positive regulation of cellular process,BP,2.7456575723267447e-8
GO:0000280,1.3398134920597018e-10,1,81,260,nuclear division,BP,3.076832666948323e-8
GO:0065007,1.496488682108321e-10,1,747,3952,biological regulation,BP,3.39522630997371e-8
GO:0006974,1.7991882990279133e-10,1,117,424,cellular response to DNA damage stimulus,BP,4.03339462607079e-8
GO:0051254,2.1537532011404093e-10,1,176,700,positive regulation of RNA metabolic process,BP,4.771450180079417e-8
GO:0006996,3.448991911982073e-10,1,394,1905,organelle organization,BP,7.380450760742547e-8
GO:0048285,3.553840275076076e-10,1,83,273,organelle fission,BP,7.51936699100647e-8
GO:0048518,3.903023871022913e-10,1,469,2324,positive regulation of biological process,BP,8.16642694613694e-8
GO:0045935,4.2531688070631825e-10,1,191,784,positive regulation of nucleobase-containing compound metabolic process,BP,8.801255143495251e-8
GO:0009890,5.003050700506772e-10,1,167,665,negative regulation of biosynthetic process,BP,1.0240483450135111e-7
GO:0098813,5.397124374304262e-10,0.9999999998363268,58,165,nuclear chromosome segregation,BP,1.092830635403479e-7
GO:0010558,6.300015569889956e-10,1,158,622,negative regulation of macromolecule biosynthetic process,BP,1.2620807786872102e-7
GO:0008150,6.849484442387568e-10,1,993,5487,biological_process,BP,1.3577120161536874e-7
GO:2000113,9.261412961801573e-10,1,154,604,negative regulation of cellular macromolecule biosynthetic process,BP,1.81668403628839e-7
GO:0140014,9.995636925770571e-10,0.9999999997080194,53,146,mitotic nuclear division,BP,1.9404931850431506e-7
GO:0010948,1.083918343726656e-9,0.9999999996426087,65,196,negative regulation of cell cycle process,BP,2.082782278644557e-7
GO:0006302,1.2271651981916832e-9,0.9999999996765137,45,117,double-strand break repair,BP,2.334216954257332e-7
GO:0010628,2.3376068184814648e-9,1,197,829,positive regulation of gene expression,BP,4.3156347057671045e-7
GO:0006357,2.9437119237763746e-9,1,202,856,regulation of transcription by RNA polymerase II,BP,5.38184846957601e-7
GO:0006139,3.6715564334358917e-9,1,359,1700,nucleobase-containing compound metabolic process,BP,6.647988384426084e-7
GO:1901990,5.6628523494414455e-9,1,71,230,regulation of mitotic cell cycle phase transition,BP,9.966090896479613e-7
GO:0043412,6.9023058394387484e-9,1,304,1410,macromolecule modification,BP,1.1924524886465236e-6
GO:0016043,9.043427053831926e-9,1,522,2693,cellular component organization,BP,1.548152498642809e-6
GO:1903508,2.620983660752729e-8,1,158,651,positive regulation of nucleic acid-templated transcription,BP,4.329451168038126e-6
GO:0044770,2.8305607752806417e-8,0.999999989371932,59,179,cell cycle phase transition,BP,4.634981735592153e-6
GO:1902680,2.886612779880955e-8,1,158,652,positive regulation of RNA biosynthetic process,BP,4.68601769464985e-6
GO:0006260,3.815736379056964e-8,0.9999999866766085,51,151,DNA replication,BP,6.141378782395017e-6
GO:0071840,4.2884789133510404e-8,1,540,2825,cellular component organization or biogenesis,BP,6.843758170958766e-6
GO:1901987,4.970509088460862e-8,1,73,251,regulation of cell cycle phase transition,BP,7.799971387067208e-6
GO:0032502,5.595143402524232e-8,1,522,2724,developmental process,BP,8.70761532338296e-6
GO:0007275,5.745703991089034e-8,1,474,2439,multicellular organism development,BP,8.868635398048984e-6
GO:0010557,7.717279055958336e-8,1,183,789,positive regulation of macromolecule biosynthetic process,BP,1.1814966008353774e-5
GO:0040029,8.431429696663958e-8,0.9999999671923827,58,185,epigenetic regulation of gene expression,BP,1.2701780209430319e-5
GO:0018205,8.82432805235933e-8,0.9999999683261495,51,149,peptidyl-lysine modification,BP,1.3188168377299885e-5
GO:0045893,1.2402003350224266e-7,1,147,610,positive regulation of DNA-templated transcription,BP,1.8389143707722296e-5
GO:0009987,1.2725231526813623e-7,1,911,5060,cellular process,BP,1.872100272511151e-5
