GOterm,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,bh_adjust
GO:0002181,1.3435074723319685e-24,1,85,93,cytoplasmic translation,BP,2.52995892114833e-20
GO:0006412,2.167009742963206e-19,1,160,242,translation,BP,1.3602320156580043e-15
GO:0043043,8.147105689890175e-19,1,164,253,peptide biosynthetic process,BP,3.835453681158047e-15
GO:0006518,3.446453722343819e-18,1,188,306,peptide metabolic process,BP,1.298003400909129e-14
GO:0043604,3.955393881235206e-17,1,182,301,amide biosynthetic process,BP,1.0640574596791453e-13
GO:0006413,5.3086832200461484e-17,1,79,100,translational initiation,BP,1.229113584711328e-13
GO:0006614,1.2960779223141037e-15,1,55,61,SRP-dependent cotranslational protein targeting to membrane,BP,2.4406443355096884e-12
GO:0043603,3.0415718236312556e-15,1,230,417,cellular amide metabolic process,BP,4.817465129324337e-12
GO:0045047,3.0699156471717936e-15,1,64,75,protein targeting to ER,BP,4.817465129324337e-12
GO:0006613,4.109044617357104e-15,1,57,65,cotranslational protein targeting to membrane,BP,5.526958513532259e-12
GO:0072599,3.0612333292182776e-13,1,64,79,establishment of protein localization to endoplasmic reticulum,BP,3.390946166029964e-10
GO:0000184,1.1836082859107175e-11,1,59,76,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",BP,1.1730804016834063e-8
GO:0006119,5.362823916437534e-11,1,51,64,oxidative phosphorylation,BP,4.808920817639771e-8
GO:0070972,1.8988759816314333e-10,0.9999999999639559,65,88,protein localization to endoplasmic reticulum,BP,1.6253515277318874e-7
GO:1901566,2.475008593264602e-10,1,332,693,organonitrogen compound biosynthetic process,BP,2.0263863834680748e-7
GO:0046034,4.782713205112166e-9,0.9999999984654879,75,117,ATP metabolic process,BP,3.6025308946186875e-6
GO:0006612,9.874728722502517e-9,0.9999999972992537,62,89,protein targeting to membrane,BP,6.165620840806009e-6
GO:0009199,1.0527021803651012e-8,0.9999999961221786,87,143,ribonucleoside triphosphate metabolic process,BP,6.194823362017257e-6
GO:0006812,1.1060970375350922e-8,1,152,301,cation transport,BP,6.3117919132797945e-6
GO:0098655,1.590783874729397e-8,1,118,225,cation transmembrane transport,BP,8.717420558015386e-6
GO:0009205,3.455684573030964e-8,0.9999999869689834,84,139,purine ribonucleoside triphosphate metabolic process,BP,1.712473584072265e-5
GO:0009144,6.133704385020917e-8,0.999999976125619,85,143,purine nucleoside triphosphate metabolic process,BP,2.9616355711366384e-5
GO:0009141,7.154390573745213e-8,0.9999999710150657,90,154,nucleoside triphosphate metabolic process,BP,3.285959241321856e-5
GO:0098662,1.2628298049642134e-7,0.9999999424315654,104,197,inorganic cation transmembrane transport,BP,5.284521790506911e-5
GO:0019693,3.8363812550214706e-7,1,128,250,ribose phosphate metabolic process,BP,1.5050603211106106e-4
GO:0055080,8.489299114061366e-7,1,131,263,cation homeostasis,BP,3.128659016708975e-4
GO:0098660,8.694652717533189e-7,1,111,221,inorganic ion transmembrane transport,BP,3.128659016708975e-4
GO:0098771,8.805635807210222e-7,1,136,275,inorganic ion homeostasis,BP,3.128659016708975e-4
GO:0006605,1.0655566473150624e-6,0.9999994848010342,108,196,protein targeting,BP,3.5864959222877015e-4
GO:0042773,1.0665592461797635e-6,0.9999997976036411,33,43,ATP synthesis coupled electron transport,BP,3.5864959222877015e-4
GO:0042775,1.0665592461797635e-6,0.9999997976036411,33,43,mitochondrial ATP synthesis coupled electron transport,BP,3.5864959222877015e-4
GO:0006120,1.9907349544660026e-6,0.9999998265054539,21,24,"mitochondrial electron transport, NADH to ubiquinone",BP,6.22791839414639e-4
GO:0009126,1.99350799698926e-6,0.999999137845721,79,140,purine nucleoside monophosphate metabolic process,BP,6.22791839414639e-4
GO:0009167,1.99350799698926e-6,0.999999137845721,79,140,purine ribonucleoside monophosphate metabolic process,BP,6.22791839414639e-4
GO:0042255,2.519639737429432e-6,0.9999993866500023,37,52,ribosome assembly,BP,7.531323158021213e-4
GO:0006811,3.0246900963961112e-6,0.999998468371054,196,429,ion transport,BP,8.899678000817995e-4
GO:0061844,3.1437985405068777e-6,0.9999997036267,23,26,antimicrobial humoral immune response mediated by antimicrobial peptide,BP,9.107826202505386e-4
GO:0043299,3.7320718512551813e-6,0.9999986979409479,112,221,leukocyte degranulation,BP,0.0010648279550149443
GO:0006753,4.403631946259661e-6,0.9999978611659909,155,320,nucleoside phosphate metabolic process,BP,0.0012194822526472892
GO:0002444,4.928561801068488e-6,0.9999982619373782,114,227,myeloid leukocyte mediated immunity,BP,0.0013450688011003
GO:0000956,5.403820969450857e-6,0.999997652551404,75,130,nuclear-transcribed mRNA catabolic process,BP,0.0014537050382247014
GO:0009161,5.667782253866133e-6,0.9999974071230673,81,147,ribonucleoside monophosphate metabolic process,BP,0.0015032395439796217
GO:0030003,6.050338563174391e-6,0.999997219676835,117,236,cellular cation homeostasis,BP,0.0015191190064418262
GO:0034220,6.307062607554263e-6,0.9999966571643066,142,303,ion transmembrane transport,BP,0.0015627407363533463
GO:0042776,6.699280427083952e-6,1,13,13,proton motive force-driven mitochondrial ATP synthesis,BP,0.001638365580810622
GO:0022904,7.902078474535999e-6,0.9999978996474372,37,53,respiratory electron transport chain,BP,0.0019077440994100948
GO:0009150,8.469337242500805e-6,0.9999957580252398,114,227,purine ribonucleotide metabolic process,BP,0.002000324783693047
GO:0002446,8.500189652392569e-6,0.9999961202105478,111,221,neutrophil mediated immunity,BP,0.002000324783693047
GO:0002283,8.710457875993302e-6,0.9999956883881341,109,216,neutrophil activation involved in immune response,BP,0.002000324783693047
GO:0042119,8.710457875993302e-6,0.9999956883881341,109,216,neutrophil activation,BP,0.002000324783693047
GO:0043312,9.198400508048329e-6,0.9999958243511722,108,214,neutrophil degranulation,BP,0.0020168847785102632
GO:0002275,9.27335580008155e-6,0.9999953614242458,112,224,myeloid cell activation involved in immune response,BP,0.0020168847785102632
GO:0009123,9.594755718354042e-6,0.9999953951034496,86,159,nucleoside monophosphate metabolic process,BP,0.0020168847785102632
GO:0009117,9.602702457027998e-6,0.9999948211222589,151,314,nucleotide metabolic process,BP,0.0020168847785102632
GO:0031640,9.639404708508507e-6,0.9999995851129664,18,19,killing of cells of another organism,BP,0.0020168847785102632
GO:0044364,9.639404708508507e-6,0.9999995851129664,18,19,disruption of cells of another organism,BP,0.0020168847785102632
GO:0055082,1.0515285489003237e-5,0.9999944062775379,140,291,cellular chemical homeostasis,BP,0.0021759707806969226
GO:0006873,1.1759995061782518e-5,0.9999939586599257,120,245,cellular ion homeostasis,BP,0.0023286628434682254
GO:0042273,1.1871469012423644e-5,0.9999963995823217,40,61,ribosomal large subunit biogenesis,BP,0.0023286628434682254
GO:0002227,1.2823361616653252e-5,0.999999431435849,18,19,innate immune response in mucosa,BP,0.0024348052719616663
GO:0036230,1.389146588760252e-5,0.9999930275793869,109,218,granulocyte activation,BP,0.002564609746367089
GO:0050801,1.4231999674512628e-5,0.9999919904753632,143,302,ion homeostasis,BP,0.002601968794861624
GO:0009259,1.4829373416435934e-5,0.9999924016760633,117,236,ribonucleotide metabolic process,BP,0.0026595421981419533
