GOterm,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,bh_adjust
GO:0002181,5.1648850831365664e-17,1,79,93,cytoplasmic translation,BP,4.862997550027234e-13
GO:0045047,5.251750108002277e-15,1,65,75,protein targeting to ER,BP,3.2965235427930296e-11
GO:0006614,1.3946488044716593e-14,1,55,61,SRP-dependent cotranslational protein targeting to membrane,BP,4.3771052728343025e-11
GO:0006613,4.990543741736671e-14,1,57,65,cotranslational protein targeting to membrane,BP,1.3425275600091894e-10
GO:0072599,1.0299693474636002e-13,1,66,79,establishment of protein localization to endoplasmic reticulum,BP,2.424419097760882e-10
GO:0006412,1.4892798062650772e-12,1,151,242,translation,BP,2.8044628031777666e-9
GO:0006518,2.510408234289812e-12,1,181,306,peptide metabolic process,BP,3.939458121659288e-9
GO:0006413,7.383257264220153e-12,1,74,100,translational initiation,BP,9.93100839589498e-9
GO:0043043,9.888289758296204e-12,1,154,253,peptide biosynthetic process,BP,1.2413758962565055e-8
GO:0043603,3.795307650440912e-11,1,228,417,cellular amide metabolic process,BP,4.204084609732519e-8
GO:0098655,4.358340372955631e-11,1,132,225,cation transmembrane transport,BP,4.5595504201737494e-8
GO:0006812,6.853970383240927e-11,1,168,301,cation transport,BP,6.793006120358415e-8
GO:0070972,1.3075317092418925e-10,0.9999999999759012,67,88,protein localization to endoplasmic reticulum,BP,1.2311064808367038e-7
GO:0043604,1.889573601281598e-10,1,172,301,amide biosynthetic process,BP,1.6944076421777988e-7
GO:0006119,6.026673891992522e-10,0.9999999999090321,51,64,oxidative phosphorylation,BP,5.158558911823235e-7
GO:0098662,7.178626543899954e-10,0.9999999997389599,116,197,inorganic cation transmembrane transport,BP,5.877422454268697e-7
GO:0000184,8.665891854950854e-10,0.9999999998212317,58,76,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",BP,6.527496380823181e-7
GO:0098660,1.89559903410799e-9,1,126,221,inorganic ion transmembrane transport,BP,1.3729240542802904e-6
GO:0006811,1.1469344539780044e-8,1,218,429,ion transport,BP,7.447559552710276e-6
GO:0046034,1.3282252888150602e-8,0.9999999956231641,77,117,ATP metabolic process,BP,8.337270137892134e-6
GO:0034220,1.5615058913455487e-8,1,160,303,ion transmembrane transport,BP,9.48539272255743e-6
GO:0006612,1.0260256680455022e-7,0.9999999692957493,62,89,protein targeting to membrane,BP,5.5203112442756725e-5
GO:0009199,1.258970224932364e-7,0.9999999499897141,88,143,ribonucleoside triphosphate metabolic process,BP,6.238860080447723e-5
GO:0009205,1.4086870258827864e-7,0.9999999446056391,86,139,purine ribonucleoside triphosphate metabolic process,BP,6.801791124204808e-5
GO:0009144,2.7320078283628946e-7,0.9999998886672334,87,143,purine nucleoside triphosphate metabolic process,BP,1.224915224188135e-4
GO:1901566,2.899837057972469e-7,1,334,693,organonitrogen compound biosynthetic process,BP,1.2699263171785945e-4
GO:0055080,5.795407524836233e-7,1,139,263,cation homeostasis,BP,2.3724634586998067e-4
GO:0098771,7.348371563481998e-7,1,144,275,inorganic ion homeostasis,BP,2.8828580189985316e-4
