GOterm,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,bh_adjust
GO:0002181,2.6312108373311795e-17,1,80,93,cytoplasmic translation,BP,2.4774165638891723e-13
GO:0006518,2.0600277043058204e-12,1,184,306,peptide metabolic process,BP,6.465396949963817e-9
GO:0006614,3.235816612841385e-12,1,53,61,SRP-dependent cotranslational protein targeting to membrane,BP,8.704808948059446e-9
GO:0006412,4.230201704095666e-12,1,152,242,translation,BP,9.792830693328336e-9
GO:0045047,5.1290612535443254e-12,1,62,75,protein targeting to ER,BP,9.792830693328336e-9
GO:0043043,5.200377406047653e-12,1,157,253,peptide biosynthetic process,BP,9.792830693328336e-9
GO:0006413,5.859565636059641e-12,1,75,100,translational initiation,BP,1.0031043681149008e-8
GO:0006613,8.155270312198617e-12,1,55,65,cotranslational protein targeting to membrane,BP,1.2517318353375655e-8
GO:0072599,5.427724692307472e-11,1,63,79,establishment of protein localization to endoplasmic reticulum,BP,6.8139655787228e-8
GO:0043603,2.2534185255819777e-10,1,229,417,cellular amide metabolic process,BP,2.6521327659521387e-7
GO:0043604,3.2114365001058043e-10,1,174,301,amide biosynthetic process,BP,3.359697818527356e-7
GO:0000184,2.2096057825850238e-9,0.9999999995288037,58,76,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",BP,2.080454324592929e-6
GO:0098655,6.953656817262462e-9,1,128,225,cation transmembrane transport,BP,5.942412988488046e-6
GO:0006119,7.258005349435774e-9,0.999999998568537,50,64,oxidative phosphorylation,BP,5.942412988488046e-6
GO:0006812,1.6763532462214514e-8,1,163,301,cation transport,BP,1.1274074278427197e-5
GO:0070972,2.196531815638862e-8,0.9999999939864885,64,88,protein localization to endoplasmic reticulum,BP,1.3787630206765137e-5
GO:0098662,1.0815541441918465e-7,0.9999999508004364,112,197,inorganic cation transmembrane transport,BP,5.819070311221904e-5
GO:0046034,1.147376391850261e-7,0.9999999591002662,76,117,ATP metabolic process,BP,6.001734676370074e-5
GO:0006811,1.629114538237502e-7,1,217,429,ion transport,BP,8.291312397175784e-5
GO:0098660,1.817094964232139e-7,1,122,221,inorganic ion transmembrane transport,BP,9.004661913540897e-5
GO:0034220,3.117629667069452e-7,1,158,303,ion transmembrane transport,BP,1.50533549386115e-4
GO:0002444,3.3237718512408675e-7,1,126,227,myeloid leukocyte mediated immunity,BP,1.5647486932679193e-4
GO:0043299,3.9741995590092596e-7,1,123,221,leukocyte degranulation,BP,1.8253207779439848e-4
GO:0002446,4.118363370068405e-7,1,123,221,neutrophil mediated immunity,BP,1.8464976338513841e-4
GO:1901566,4.6754996182482665e-7,1,339,693,organonitrogen compound biosynthetic process,BP,2.047542635144956e-4
GO:0043312,7.023950184135277e-7,1,119,214,neutrophil degranulation,BP,2.9392890203878085e-4
GO:0009205,1.0421599336100164e-6,0.9999995619791987,85,139,purine ribonucleoside triphosphate metabolic process,BP,4.0885236895437955e-4
GO:0002283,1.241523286208759e-6,1,119,216,neutrophil activation involved in immune response,BP,4.675825000519428e-4
GO:0042119,1.241523286208759e-6,1,119,216,neutrophil activation,BP,4.675825000519428e-4
GO:0042773,1.4920667530507191e-6,0.9999997208246865,34,43,ATP synthesis coupled electron transport,BP,5.40329019744194e-4
GO:0042775,1.4920667530507191e-6,0.9999997208246865,34,43,mitochondrial ATP synthesis coupled electron transport,BP,5.40329019744194e-4
GO:0002275,1.66369719448411e-6,1,122,224,myeloid cell activation involved in immune response,BP,5.801681827653755e-4
GO:0009144,1.9449556074709694e-6,0.9999991538035331,86,143,purine nucleoside triphosphate metabolic process,BP,6.659174371688332e-4
GO:0009199,2.161434231063249e-6,0.9999990562388963,86,143,ribonucleoside triphosphate metabolic process,BP,7.140696141254744e-4
GO:0006612,2.1997410533556603e-6,0.9999992452358049,60,89,protein targeting to membrane,BP,7.141952375127661e-4
GO:0098771,2.8483283587340795e-6,0.9999989666299656,145,275,inorganic ion homeostasis,BP,8.93947855388691e-4
GO:0036230,3.2678478681333457e-6,0.9999988639768578,119,218,granulocyte activation,BP,0.0010072735614089206
GO:0055080,4.59515093952217e-6,0.999997845394399,139,263,cation homeostasis,BP,0.001331250574494492
GO:0006120,7.87653863524201e-6,0.9999992269453808,21,24,"mitochondrial electron transport, NADH to ubiquinone",BP,0.002181222044709446
