GOterm,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,bh_adjust
GO:0051276,8.185834609793169e-26,1,202,619,chromosome organization,BP,3.082949030740303e-22
GO:0019219,7.766815706347289e-21,1,359,1429,regulation of nucleobase-containing compound metabolic process,BP,2.0973863562971423e-17
GO:0007049,7.796561252233018e-21,1,222,768,cell cycle,BP,2.0973863562971423e-17
GO:0090304,1.2812779724149273e-20,1,346,1357,nucleic acid metabolic process,BP,3.015968187318187e-17
GO:0051171,2.1938228243944557e-19,1,474,2067,regulation of nitrogen compound metabolic process,BP,4.590208622908e-16
GO:0022402,6.98904815597454e-19,1,204,709,cell cycle process,BP,1.3161076582515656e-15
GO:0080090,1.0118350091415895e-18,1,484,2136,regulation of primary metabolic process,BP,1.7321695506495703e-15
GO:0060255,1.3867955210035723e-18,1,502,2237,regulation of macromolecule metabolic process,BP,2.1762288713348557e-15
GO:0031323,4.137724178163753e-18,1,495,2214,regulation of cellular metabolic process,BP,4.869842749937602e-15
GO:0000278,4.7224822348252635e-18,1,167,550,mitotic cell cycle,BP,5.231121350823208e-15
GO:0006259,7.180365877069898e-18,1,145,455,DNA metabolic process,BP,7.511859435061293e-15
GO:0051252,1.593019836113583e-17,1,321,1290,regulation of RNA metabolic process,BP,1.5788503438870988e-14
GO:0043170,1.9668497719158487e-17,1,610,2857,macromolecule metabolic process,BP,1.8518874027473672e-14
GO:0031326,2.4813780734874895e-17,1,356,1480,regulation of cellular biosynthetic process,BP,2.0316013261670833e-14
GO:0019222,5.2404646799072995e-17,1,531,2436,regulation of metabolic process,BP,3.9473276154933744e-14
GO:2000112,9.429231060276247e-17,1,334,1376,regulation of cellular macromolecule biosynthetic process,BP,6.829301926771615e-14
GO:0009889,1.0964958024304529e-16,1,360,1513,regulation of biosynthetic process,BP,7.647449057617725e-14
GO:1903047,2.3439114994261174e-16,1,148,484,mitotic cell cycle process,BP,1.5763641944890436e-13
GO:0045786,2.8910909633105447e-16,1,109,319,negative regulation of cell cycle,BP,1.8773149631069263e-13
GO:0051726,3.036562063686217e-16,1,199,725,regulation of cell cycle,BP,1.9060500073758383e-13
GO:0010468,5.320761067884657e-16,1,381,1636,regulation of gene expression,BP,3.232104892559225e-13
GO:0010556,8.10329791277771e-16,1,341,1432,regulation of macromolecule biosynthetic process,BP,4.768537593609908e-13
GO:0033044,2.2152208598263894e-15,1,94,265,regulation of chromosome organization,BP,1.191852114611164e-12
GO:0048523,7.826358450354292e-15,1,425,1923,negative regulation of cellular process,BP,3.930712711788412e-12
GO:0007346,7.931978283041775e-15,1,131,431,regulation of mitotic cell cycle,BP,3.930712711788412e-12
GO:0050794,8.395336433245168e-15,1,689,3429,regulation of cellular process,BP,4.053655907036917e-12
GO:0006325,9.353736671029887e-15,1,122,380,chromatin organization,BP,4.403505381304094e-12
GO:0010604,5.581281723274588e-14,1,317,1345,positive regulation of macromolecule metabolic process,BP,2.335580358466306e-11
GO:0016570,5.982459413467564e-14,1,81,219,histone modification,BP,2.3969296428725042e-11
GO:0045930,6.358632643908116e-14,1,68,175,negative regulation of mitotic cell cycle,BP,2.4945710691132027e-11
GO:0044260,1.1852037803456385e-13,1,509,2384,cellular macromolecule metabolic process,BP,4.554810691365045e-11
GO:1903506,2.0082697877904201e-13,1,281,1167,regulation of nucleic acid-templated transcription,BP,7.56354567477628e-11
GO:2001141,2.484783898741112e-13,1,281,1169,regulation of RNA biosynthetic process,BP,9.174699136704683e-11
GO:0006355,4.787872178728797e-13,1,275,1144,regulation of DNA-templated transcription,BP,1.6392803817753086e-10
GO:0050789,5.502298416438018e-13,1,722,3679,regulation of biological process,BP,1.8502460978561488e-10
GO:0006974,6.592671240418761e-13,1,125,424,cellular response to DNA damage stimulus,BP,2.17801038821624e-10
GO:0010564,6.84768440682488e-13,1,134,468,regulation of cell cycle process,BP,2.2232542252572294e-10
GO:0045935,7.708036745212233e-13,1,203,784,positive regulation of nucleobase-containing compound metabolic process,BP,2.46017016862867e-10
GO:0009893,1.403858946388831e-12,1,327,1431,positive regulation of metabolic process,BP,4.4060113032413463e-10
GO:0051173,1.5281087670067348e-12,1,297,1270,positive regulation of nitrogen compound metabolic process,BP,4.717346916639971e-10
GO:0031324,2.8610730725962335e-12,1,257,1073,negative regulation of cellular metabolic process,BP,8.689817262912851e-10
GO:0031325,4.325274726879778e-12,1,304,1319,positive regulation of cellular metabolic process,BP,1.2530653597211246e-9
GO:0048522,5.2926369174438204e-12,1,444,2098,positive regulation of cellular process,BP,1.5100855423088572e-9
GO:0048519,6.3645401130143435e-12,1,450,2138,negative regulation of biological process,BP,1.761126382471824e-9
GO:0051254,6.453067834451482e-12,1,183,700,positive regulation of RNA metabolic process,BP,1.761126382471824e-9
GO:1901990,1.132197685742136e-11,1,78,230,regulation of mitotic cell cycle phase transition,BP,3.0457735171728806e-9
GO:0051172,1.2032032719382566e-11,1,238,990,negative regulation of nitrogen compound metabolic process,BP,3.19120011462948e-9
GO:0000280,1.2889321258764689e-11,1,84,260,nuclear division,BP,3.371094564219415e-9
GO:0006139,1.4110968074456209e-11,1,375,1700,nucleobase-containing compound metabolic process,BP,3.5908599974335792e-9
GO:0010948,1.772163214008524e-11,1,69,196,negative regulation of cell cycle process,BP,4.391000721446646e-9
GO:0007059,3.30261791109189e-11,1,68,194,chromosome segregation,BP,8.076830893996284e-9
GO:0048518,3.644714306506518e-11,1,479,2324,positive regulation of biological process,BP,8.79918142382362e-9
GO:0000070,3.781058450269102e-11,1,46,109,mitotic sister chromatid segregation,BP,9.012798946457906e-9
GO:0010628,3.8975903827807594e-11,1,206,829,positive regulation of gene expression,BP,9.17444056226806e-9
GO:0065007,5.839048656546005e-11,1,756,3952,biological regulation,BP,1.3574706821162695e-8
GO:0048285,9.626034431156548e-11,1,85,273,organelle fission,BP,2.210583589915963e-8
GO:1902275,1.3118745013703384e-10,0.999999999970011,54,141,regulation of chromatin organization,BP,2.9271241674602234e-8
GO:1901987,1.8399587822712756e-10,1,80,251,regulation of cell cycle phase transition,BP,4.028867887087255e-8
GO:0045934,2.959439955835919e-10,1,164,637,negative regulation of nucleobase-containing compound metabolic process,BP,6.332865205493887e-8
GO:0031327,4.338832781195202e-10,1,166,652,negative regulation of cellular biosynthetic process,BP,8.880930445944223e-8
GO:0046483,4.570812350890251e-10,1,384,1793,heterocycle metabolic process,BP,9.255157782754228e-8
GO:0000819,5.679968832382482e-10,0.9999999998484045,48,123,sister chromatid segregation,BP,1.1258894008694159e-7
GO:0008150,6.434670550409157e-10,1,1002,5487,biological_process,BP,1.2622008451536961e-7
