GOterm,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,bh_adjust
GO:0007049,9.94109875695179e-16,1,62,768,cell cycle,BP,1.478883542031062e-11
GO:0022402,1.5706903956572269e-15,1,59,709,cell cycle process,BP,1.478883542031062e-11
GO:1903047,3.195164829384437e-14,1,46,484,mitotic cell cycle process,BP,2.005604963404611e-10
GO:0000278,4.522683578564261e-14,1,49,550,mitotic cell cycle,BP,2.1291663616985898e-10
GO:0051276,5.597992493521598e-11,1,47,619,chromosome organization,BP,2.1083159329101042e-7
GO:0051726,2.2106560380856545e-10,1,50,725,regulation of cell cycle,BP,5.946980550455852e-7
GO:0006259,2.9854809141883994e-10,1,38,455,DNA metabolic process,BP,7.027448886885219e-7
GO:0010564,3.9498808620048427e-10,1,38,468,regulation of cell cycle process,BP,8.264467390268133e-7
GO:0048285,5.80989632134769e-10,1,28,273,organelle fission,BP,1.033419544318128e-6
GO:0000280,7.871817621066294e-10,1,27,260,nuclear division,BP,1.2352849801858282e-6
GO:0044770,8.797455368167652e-10,0.9999999998525263,23,179,cell cycle phase transition,BP,1.274345246445885e-6
GO:0007346,1.7882439694026053e-9,1,35,431,regulation of mitotic cell cycle,BP,2.244961479188031e-6
GO:0045787,2.838899936012559e-9,0.9999999994926414,27,262,positive regulation of cell cycle,BP,3.3412077934407808e-6
GO:0090068,6.4996806881532726e-9,0.9999999988086797,22,187,positive regulation of cell cycle process,BP,7.199734531683193e-6
GO:0000075,7.093098615606442e-9,0.999999998956652,18,131,cell cycle checkpoint signaling,BP,7.420563335026939e-6
GO:0051052,1.1329198237325245e-8,0.9999999977153291,24,237,regulation of DNA metabolic process,BP,1.1228428000372194e-5
GO:1901990,1.2142460327664521e-8,0.999999997545829,24,230,regulation of mitotic cell cycle phase transition,BP,1.143273352151253e-5
GO:0051171,1.6736960644510073e-8,1,95,2067,regulation of nitrogen compound metabolic process,BP,1.500827170936996e-5
GO:0031570,2.02680456571621e-8,0.9999999974567682,15,96,DNA integrity checkpoint signaling,BP,1.6912883179015062e-5
GO:0060255,2.7582252920724333e-8,1,100,2237,regulation of macromolecule metabolic process,BP,2.0044990063303432e-5
GO:0045786,2.767615854951353e-8,0.9999999933876315,28,319,negative regulation of cell cycle,BP,2.0044990063303432e-5
GO:0044772,5.155040602016564e-8,0.9999999902261324,20,169,mitotic cell cycle phase transition,BP,3.4669489134490686e-5
GO:0019219,5.8494447288199845e-8,1,72,1429,regulation of nucleobase-containing compound metabolic process,BP,3.798306678910659e-5
GO:1901987,6.570635801208096e-8,0.9999999850173928,24,251,regulation of cell cycle phase transition,BP,4.124388092418322e-5
GO:0080090,8.596479477902933e-8,1,95,2136,regulation of primary metabolic process,BP,5.2219453241416176e-5
GO:0007143,8.911449837961347e-8,0.9999999921124006,11,51,female meiotic nuclear division,BP,5.244109746832816e-5
GO:0045930,1.4793333250936222e-7,0.9999999712662198,19,175,negative regulation of mitotic cell cycle,BP,8.441613892375152e-5
GO:0044773,3.084373880678641e-7,0.9999999683156005,11,60,mitotic DNA damage checkpoint signaling,BP,1.6133845707516525e-4
GO:1903046,3.3018833424675596e-7,0.9999999287423789,20,204,meiotic cell cycle process,BP,1.6362569795264897e-4
GO:0007093,3.943700435326912e-7,0.9999999413714293,14,103,mitotic cell cycle checkpoint signaling,BP,1.904200587119002e-4
GO:0007292,4.276064963183034e-7,0.9999998636217876,33,476,female gamete generation,BP,2.0130644830424927e-4
GO:0007051,4.4671135367507646e-7,0.9999999161677077,17,149,spindle organization,BP,2.0517125612330158e-4
GO:0019222,5.401043357847113e-7,1,102,2436,regulation of metabolic process,BP,2.4215963683718806e-4
GO:0007098,5.97659100182083e-7,0.999999916250601,13,88,centrosome cycle,BP,2.5955062467745684e-4
GO:0033301,6.064588968088843e-7,0.9999999833343521,6,13,cell cycle comprising mitosis without cytokinesis,BP,2.5955062467745684e-4
GO:0051225,6.615259559641958e-7,0.9999999063480376,13,89,spindle assembly,BP,2.644530866044426e-4
GO:0044774,8.08587904075961e-7,0.9999999070865072,11,67,mitotic DNA integrity checkpoint signaling,BP,3.0453037643308844e-4
GO:0000819,1.011208441492232e-6,0.9999998228787573,15,123,sister chromatid segregation,BP,3.7337384630863177e-4
GO:0006974,1.1851678045999337e-6,0.9999996234865818,30,424,cellular response to DNA damage stimulus,BP,4.2167254938293915e-4
GO:0000070,1.1868007603045922e-6,0.9999998051319607,14,109,mitotic sister chromatid segregation,BP,4.2167254938293915e-4
GO:0051321,1.453188063444802e-6,0.9999996521244376,20,225,meiotic cell cycle,BP,4.975451713223467e-4
GO:0022412,1.7618548672899723e-6,0.9999993443191135,39,662,cellular process involved in reproduction in multicellular organism,BP,5.92455160820312e-4
GO:0033044,1.8832329696806648e-6,0.999999504420134,22,265,regulation of chromosome organization,BP,6.19018337548653e-4
GO:0007276,1.919342805676457e-6,0.9999992591772306,44,788,gamete generation,BP,6.19018337548653e-4
GO:0031023,1.972338179221453e-6,0.9999996888278182,13,98,microtubule organizing center organization,BP,6.19018337548653e-4
GO:0090304,2.250106908997673e-6,0.9999992716016485,66,1357,nucleic acid metabolic process,BP,6.91078490359243e-4
GO:0000077,2.332194932804455e-6,0.9999996603400095,12,88,DNA damage checkpoint signaling,BP,6.91078490359243e-4
GO:0007056,2.348734713132152e-6,0.9999999541485166,5,9,spindle assembly involved in female meiosis,BP,6.91078490359243e-4
GO:0006260,2.4205258395454818e-6,0.9999995103048794,16,151,DNA replication,BP,7.01244955145861e-4
GO:0031323,2.5434272400187963e-6,0.9999991275232626,93,2214,regulation of cellular metabolic process,BP,7.14854900847671e-4
GO:0140013,3.2407715608353576e-6,0.9999993272643876,16,158,meiotic nuclear division,BP,8.816278993898359e-4
GO:0000086,3.277253091035447e-6,0.9999995608920976,11,71,G2/M transition of mitotic cell cycle,BP,8.816278993898359e-4
