GOterm,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,bh_adjust
GO:0090304,2.606207009271347e-33,1,622,1357,nucleic acid metabolic process,BP,9.815496838317747e-30
GO:0051276,1.9321083476497478e-31,1,332,619,chromosome organization,BP,6.063922049098734e-28
GO:0019219,1.0831522698343275e-30,1,643,1429,regulation of nucleobase-containing compound metabolic process,BP,2.913834341892889e-27
GO:0060255,1.2982581359126898e-30,1,933,2237,regulation of macromolecule metabolic process,BP,3.055937369671483e-27
GO:0050794,3.2348347521195826e-30,1,1346,3429,regulation of cellular process,BP,6.768352579684875e-27
GO:0051171,9.121208526502093e-30,1,871,2067,regulation of nitrogen compound metabolic process,BP,1.717614777625609e-26
GO:0080090,7.920113731154768e-29,1,892,2136,regulation of primary metabolic process,BP,1.3558514697397767e-25
GO:0019222,9.33986194679391e-29,1,995,2436,regulation of metabolic process,BP,1.4656578360006343e-25
GO:0031323,1.1104709495074178e-28,1,919,2214,regulation of cellular metabolic process,BP,1.6085598807826296e-25
GO:0050789,1.0557909825398458e-27,1,1416,3679,regulation of biological process,BP,1.4201142851577027e-24
GO:0043170,5.501346315194045e-26,1,1124,2857,macromolecule metabolic process,BP,5.452413287443108e-23
GO:0051252,1.7617602729383755e-24,1,569,1290,regulation of RNA metabolic process,BP,1.5079867136228432e-21
GO:0010468,1.8735246851313067e-23,1,690,1636,regulation of gene expression,BP,1.306679383174357e-20
GO:0065007,2.5328380235082348e-23,1,1483,3952,biological regulation,BP,1.7034240293101277e-20
GO:0007049,4.514901163536224e-23,1,370,768,cell cycle,BP,2.834003460351688e-20
GO:0031326,2.306904902480916e-22,1,631,1480,regulation of cellular biosynthetic process,BP,1.2776860652534744e-19
GO:0009889,3.3754185343240446e-22,1,642,1513,regulation of biosynthetic process,BP,1.8160716119958883e-19
GO:0010556,4.592569576641211e-22,1,612,1432,regulation of macromolecule biosynthetic process,BP,2.4022966027147403e-19
GO:2000112,6.697804086211339e-22,1,591,1376,regulation of cellular macromolecule biosynthetic process,BP,3.4088202364174516e-19
GO:0006259,1.0098751716355851e-21,1,240,455,DNA metabolic process,BP,5.004462988702553e-19
GO:0051726,1.1390078677166938e-21,1,350,725,regulation of cell cycle,BP,5.4996556812751445e-19
GO:0051128,4.1846082496341755e-21,1,575,1321,regulation of cellular component organization,BP,1.832566463927004e-18
GO:0048523,6.14461910169534e-21,1,785,1923,negative regulation of cellular process,BP,2.6297573250914763e-18
GO:0006325,5.558249191173152e-20,1,204,380,chromatin organization,BP,2.2212148299683217e-17
GO:0010604,5.661850769395117e-20,1,571,1345,positive regulation of macromolecule metabolic process,BP,2.2212148299683217e-17
GO:0006139,7.984709863030057e-20,1,694,1700,nucleobase-containing compound metabolic process,BP,3.00720142861438e-17
GO:0022402,1.2607227045503786e-19,1,336,709,cell cycle process,BP,4.6550331861545455e-17
GO:0048518,3.6250891371724416e-19,1,915,2324,positive regulation of biological process,BP,1.2880010102281932e-16
GO:2001141,7.024728642263637e-19,1,503,1169,regulation of RNA biosynthetic process,BP,2.405139364772119e-16
GO:0008150,9.47716855646467e-19,1,1940,5487,biological_process,BP,3.1868671622640394e-16
GO:0033043,1.300504603962451e-18,1,342,726,regulation of organelle organization,BP,4.296456525827528e-16
GO:1903506,1.3792322952709426e-18,1,501,1167,regulation of nucleic acid-templated transcription,BP,4.477986784870193e-16
GO:0016570,1.6926776548865437e-18,1,132,219,histone modification,BP,5.402510664265848e-16
GO:0033044,2.3977698420870555e-18,1,153,265,regulation of chromosome organization,BP,7.421897971464592e-16
GO:0010564,2.4042046426601884e-18,1,238,468,regulation of cell cycle process,BP,7.421897971464592e-16
GO:0048522,2.641521329309762e-18,1,832,2098,positive regulation of cellular process,BP,8.022981960037441e-16
GO:0016070,4.737189388685321e-18,1,444,1025,RNA metabolic process,BP,1.4159684663227506e-15
GO:0048519,6.88094995791449e-18,1,843,2138,negative regulation of biological process,BP,1.963260131174057e-15
GO:0046483,7.43318641367941e-18,1,717,1793,heterocycle metabolic process,BP,2.089169154567119e-15
GO:0006355,9.238732871116641e-18,1,489,1144,regulation of DNA-templated transcription,BP,2.558449686705845e-15
GO:0051173,1.0172488694728853e-17,1,534,1270,positive regulation of nitrogen compound metabolic process,BP,2.7762048494266527e-15
GO:0043412,2.286578779858911e-17,1,583,1410,macromolecule modification,BP,6.151223571931879e-15
GO:0006974,2.350899513246851e-17,1,216,424,cellular response to DNA damage stimulus,BP,6.235181511824148e-15
GO:0009893,2.7564590875057432e-17,1,590,1431,positive regulation of metabolic process,BP,7.209289038447314e-15
GO:0044260,3.56930496356981e-17,1,916,2384,cellular macromolecule metabolic process,BP,9.207339968353846e-15
GO:0006396,5.450206130953903e-17,1,269,566,RNA processing,BP,1.368437755359906e-14
GO:0031325,1.1307218942988796e-16,1,547,1319,positive regulation of cellular metabolic process,BP,2.8016610515187107e-14
GO:0006996,2.7299022646440843e-16,1,754,1905,organelle organization,BP,6.590614044296507e-14
GO:0045935,3.02527689663474e-16,1,350,784,positive regulation of nucleobase-containing compound metabolic process,BP,7.211264460826429e-14
GO:0006725,3.1652338961058975e-16,1,720,1825,cellular aromatic compound metabolic process,BP,7.45056493719627e-14
GO:0000278,3.207491964434348e-16,1,263,550,mitotic cell cycle,BP,7.456824837316446e-14
GO:0007059,4.529650519698883e-16,1,116,194,chromosome segregation,BP,1.0276849269451767e-13
GO:0009987,7.45652242919947e-16,1,1784,5060,cellular process,BP,1.6715925460030382e-13
GO:0031324,8.432374643837599e-16,1,456,1073,negative regulation of cellular metabolic process,BP,1.8681181990365392e-13
