GOterm,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,bh_adjust
GO:0031640,3.246985350128372e-17,1,13,19,killing of cells of another organism,BP,3.0571990564133687e-13
GO:0044364,3.246985350128372e-17,1,13,19,disruption of cells of another organism,BP,3.0571990564133687e-13
GO:0002227,6.361499190140452e-17,1,13,19,innate immune response in mucosa,BP,3.9931130416511614e-13
GO:0006334,1.0921645052155185e-16,1,17,60,nucleosome assembly,BP,5.141637449428357e-13
GO:0019731,5.192716435516098e-16,1,13,25,antibacterial humoral response,BP,1.6297340532867273e-12
GO:0001906,8.585373558674556e-16,1,13,27,cell killing,BP,1.7963463275933399e-12
GO:0061844,1.1536385399410593e-15,1,13,26,antimicrobial humoral immune response mediated by antimicrobial peptide,BP,1.9775200581438733e-12
GO:0002251,9.111556842407773e-15,1,13,31,organ or tissue specific immune response,BP,1.3198440530721596e-11
GO:0002385,9.111556842407773e-15,1,13,31,mucosal immune response,BP,1.3198440530721596e-11
GO:0034728,1.0379753174756739e-14,1,17,93,nucleosome organization,BP,1.396150943098887e-11
GO:0050829,1.2101291575672564e-14,1,14,64,defense response to Gram-negative bacterium,BP,1.5191961444099337e-11
GO:0065004,2.2925006738987396e-14,1,17,110,protein-DNA complex assembly,BP,2.698130011886698e-11
GO:0019730,3.237053496322342e-14,1,13,42,antimicrobial humoral response,BP,3.5857031993674135e-11
GO:0050830,2.3443958406072283e-13,1,13,50,defense response to Gram-positive bacterium,BP,2.4526287819152623e-10
GO:0006959,3.7578812965835767e-13,1,13,55,humoral immune response,BP,3.5382331347982666e-10
GO:0071824,8.024796994653824e-13,1,17,145,protein-DNA complex subunit organization,BP,6.868861463923917e-10
GO:0071103,2.0911331666802477e-12,1,17,181,DNA conformation change,BP,1.69354839210119e-9
GO:0035821,2.1584175779527672e-12,1,13,67,modulation of process of another organism,BP,1.69354839210119e-9
GO:0042742,2.5237355851766918e-11,1,14,125,defense response to bacterium,BP,1.9009785921784912e-8
GO:0045087,8.387872764383401e-11,1,15,159,innate immune response,BP,6.075078154850146e-8
GO:0098542,3.7610872364600544e-10,0.9999999999708225,14,172,defense response to other organism,BP,2.6231493981399733e-7
GO:0044419,3.976885503758752e-9,0.9999999996409418,13,185,biological process involved in interspecies interaction between organisms,BP,2.415765513589712e-6
GO:0006325,9.530639604995935e-9,0.9999999986590635,17,380,chromatin organization,BP,5.278572776519955e-6
GO:0051276,1.5907843931892707e-8,0.9999999972354624,20,619,chromosome organization,BP,8.558874545184902e-6
GO:0009617,2.190211547939307e-8,0.9999999974334157,14,245,response to bacterium,BP,1.0853650962959234e-5
GO:0016567,3.367590307358378e-8,0.9999999959015724,14,268,protein ubiquitination,BP,1.6260280276375798e-5
GO:0032446,6.589868368779482e-8,0.9999999914955245,14,291,protein modification by small protein conjugation,BP,3.026678323231376e-5
GO:0070647,2.0717868526157436e-7,0.9999999656591645,16,441,protein modification by small protein conjugation or removal,BP,9.289004338477873e-5
GO:0006952,2.4921573860972677e-7,0.9999999610055,15,352,defense response,BP,1.0665867213090374e-4
GO:0065003,2.6131639666146657e-7,0.9999999409802474,22,796,protein-containing complex assembly,BP,1.0935220145626837e-4
GO:0043207,3.835136440392944e-7,0.9999999423664071,14,343,response to external biotic stimulus,BP,1.5045719647716567e-4
GO:0051707,3.835136440392944e-7,0.9999999423664071,14,343,response to other organism,BP,1.5045719647716567e-4
GO:0006955,4.766818827685901e-7,0.9999999105915734,17,463,immune response,BP,1.8319176600847592e-4
GO:0009607,6.334195158811746e-7,0.9999999005261065,14,361,response to biotic stimulus,BP,2.3855845807116798e-4
GO:0043933,1.3300495347846944e-6,0.9999996562310489,23,966,protein-containing complex organization,BP,4.816569767217419e-4
GO:0022607,4.8435699992784636e-6,0.9999985355481941,26,1383,cellular component assembly,BP,0.0017209295595549574
GO:0044085,1.0261370159589838e-5,0.9999966871477192,27,1541,cellular component biogenesis,BP,0.003450568954914933
GO:0002376,3.753958218260451e-5,0.9999892454097302,19,871,immune system process,BP,0.011981489357298737
GO:0035017,4.989976524610001e-5,0.9999983106783097,4,26,cuticle pattern formation,BP,0.01566104132248849
GO:0009605,9.879769371350328e-5,0.9999704499414412,18,926,response to external stimulus,BP,0.02953110111617429
GO:0000786,1.4353927120238694e-16,1,15,33,nucleosome,CC,5.405976032024297e-13
GO:0044815,8.463017716813382e-16,1,15,44,DNA packaging complex,CC,1.7963463275933399e-12
GO:0032993,5.107864559033189e-13,1,15,81,protein-DNA complex,CC,4.580295119578761e-10
GO:0000785,6.374699893541984e-10,0.9999999999330227,17,305,chromatin,CC,4.2872133462603253e-7
GO:0005615,5.829896947348946e-9,0.9999999993328216,15,250,extracellular space,CC,3.3267511944099392e-6
GO:0005694,4.4113615756845406e-8,0.9999999921952197,19,576,chromosome,CC,2.0767587457928893e-5
GO:0005576,8.441706293115535e-7,0.9999998343658805,17,537,extracellular region,CC,3.1169759059933067e-4
GO:0043228,5.226656292615172e-6,0.9999982601410664,31,1989,non-membrane-bounded organelle,CC,0.0017895120844770235
