"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0006412",1.94953765490022e-31,1,103,118,"translation","BP"
"GO:0015986",1.80651182332585e-06,0.999999940392878,15,16,"ATP synthesis coupled proton transport","BP"
"GO:0006457",2.18706643512265e-06,0.999999488655681,32,48,"protein folding","BP"
"GO:0006486",6.61130354909543e-05,0.999983283555615,26,39,"protein glycosylation","BP"
"GO:0001510",0.000189528186222439,0.999991869006105,9,10,"RNA methylation","BP"
"GO:0034314",0.000212584368955897,1,8,8,"Arp2/3 complex-mediated actin nucleation","BP"
"GO:0006413",0.000297280021606395,0.999960193372241,13,17,"translational initiation","BP"
"GO:0016192",0.000389245260559701,0.999869596140062,27,48,"vesicle-mediated transport","BP"
"GO:0006096",0.00106029679217878,0.999943263208355,8,9,"glycolytic process","BP"
"GO:0051603",0.00145746044769818,0.999917129232649,8,9,"proteolysis involved in cellular protein catabolic process","BP"
"GO:1902600",0.00153248288062959,0.999764507937839,11,15,"proton transmembrane transport","BP"
"GO:0009058",0.00154936741076838,0.999579305319033,17,28,"biosynthetic process","BP"
"GO:0030163",0.0021856405142839,0.999876130889311,7,8,"protein catabolic process","BP"
"GO:0006886",0.00360470127093824,0.998378356018755,30,63,"intracellular protein transport","BP"
"GO:0006414",0.00475410596978196,0.999469682349886,8,10,"translational elongation","BP"
"GO:0034220",0.00559652274323637,0.998716695434562,12,18,"ion transmembrane transport","BP"
"GO:0006465",0.00629048665969755,1,5,5,"signal peptide processing","BP"
"GO:0042176",0.00714067591043042,1,4,4,"regulation of protein catabolic process","BP"
"GO:0006614",0.00903623681038168,0.998926665795264,7,9,"SRP-dependent cotranslational protein targeting to membrane","BP"
"GO:0007018",0.00960976175703571,0.995034499314385,32,77,"microtubule-based movement","BP"
"GO:0043161",0.0154371799964771,1,4,4,"proteasome-mediated ubiquitin-dependent protein catabolic process","BP"
"GO:0000398",0.0158690574387475,0.994604891710638,14,25,"mRNA splicing, via spliceosome","BP"
"GO:0006367",0.0198792345957411,0.99655237933245,7,10,"transcription initiation from RNA polymerase II promoter","BP"
"GO:0055085",0.0216628730727816,0.984755940320592,83,215,"transmembrane transport","BP"
"GO:0006891",0.0228989321787279,1,3,3,"intra-Golgi vesicle-mediated transport","BP"
"GO:0000413",0.0242557762211772,0.993636447414922,9,15,"protein peptidyl-prolyl isomerization","BP"
"GO:0006108",0.0309920436353698,1,3,3,"malate metabolic process","BP"
"GO:0000278",0.034927758871902,0.995125853687003,5,7,"mitotic cell cycle","BP"
"GO:0006857",0.0365132504763744,1,3,3,"oligopeptide transport","BP"
"GO:0060294",0.0370716940616441,1,3,3,"cilium movement involved in cell motility","BP"
"GO:0034453",0.0392706093179538,1,3,3,"microtubule anchoring","BP"
"GO:0042773",0.03981247700997,1,3,3,"ATP synthesis coupled electron transport","BP"
"GO:0006014",0.0420190974149078,1,3,3,"D-ribose metabolic process","BP"
"GO:0006260",0.0434289498881602,0.979380097538516,18,38,"DNA replication","BP"
"GO:0060271",0.0442445433423472,0.996014495452541,4,5,"cilium assembly","BP"
"GO:0051016",0.0451152437817372,1,3,3,"barbed-end actin filament capping","BP"
"GO:0007017",0.0458411717616272,0.985095099767255,10,17,"microtubule-based process","BP"
"GO:0006241",0.0486390863383357,0.995459670021611,4,5,"CTP biosynthetic process","BP"
"GO:0000956",0.048977398921574,0.995416061253392,4,5,"nuclear-transcribed mRNA catabolic process","BP"
"GO:0005840",1.68954635192922e-27,1,86,97,"ribosome","CC"
"GO:0030286",2.3972902302502e-10,0.999999999992303,20,22,"dynein complex","CC"
"GO:0015935",4.29414618057967e-06,0.999999851022533,14,15,"small ribosomal subunit","CC"
"GO:0005737",2.2621351277393e-05,0.999989128964699,73,148,"cytoplasm","CC"
"GO:0016021",2.82417022510998e-05,0.999980852573483,238,578,"integral component of membrane","CC"
"GO:0005783",3.71200293281613e-05,0.999994341990173,18,24,"endoplasmic reticulum","CC"
"GO:0005885",0.000212584368955897,1,8,8,"Arp2/3 protein complex","CC"
"GO:0019773",0.000225603359434389,1,8,8,"proteasome core complex, alpha-subunit complex","CC"
"GO:0005743",0.000237065790668324,0.999973400330117,13,16,"mitochondrial inner membrane","CC"
"GO:0005839",0.000269276491592287,1,8,8,"proteasome core complex","CC"
"GO:0005852",0.000497633397885272,0.999943660807507,11,14,"eukaryotic translation initiation factor 3 complex","CC"
"GO:0030117",0.00196202819973355,0.999891305705607,7,8,"membrane coat","CC"
"GO:0008250",0.0035001518297207,1,5,5,"oligosaccharyltransferase complex","CC"
"GO:0000276",0.00372990648008672,0.999762738778769,7,8,"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)","CC"
"GO:0045261",0.00527937647651482,1,5,5,"proton-transporting ATP synthase complex, catalytic core F(1)","CC"
"GO:0005815",0.00987205680466904,0.999361225001733,5,6,"microtubule organizing center","CC"
"GO:0005681",0.0115361250376105,0.998105111365877,8,11,"spliceosomal complex","CC"
"GO:0016272",0.012547808587901,0.998392029681888,7,9,"prefoldin complex","CC"
"GO:0033179",0.0140883345134993,1,4,4,"proton-transporting V-type ATPase, V0 domain","CC"
"GO:0005740",0.0171513506641469,1,4,4,"mitochondrial envelope","CC"
"GO:0005747",0.0172263357332338,1,4,4,"mitochondrial respiratory chain complex I","CC"
"GO:0005787",0.0173041126947128,1,4,4,"signal peptidase complex","CC"
"GO:0022625",0.0174768377614162,1,4,4,"cytosolic large ribosomal subunit","CC"
"GO:0030126",0.0252369921743557,1,3,3,"COPI vesicle coat","CC"
"GO:0030173",0.0253273000351472,1,3,3,"integral component of Golgi membrane","CC"
"GO:0005829",0.0289333808716102,0.992932854094122,8,13,"cytosol","CC"
"GO:0000502",0.0296741910076452,0.997689142761588,4,5,"proteasome complex","CC"
"GO:0015934",0.0306101391485306,0.995454096643572,6,8,"large ribosomal subunit","CC"
