"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0006378",7.52195717048298e-05,1,2,2,"mRNA polyadenylation","BP"
"GO:0006352",0.000125244548614453,0.999997714575818,3,11,"DNA-templated transcription, initiation","BP"
"GO:0006334",0.000783448651807139,0.999943504017956,4,38,"nucleosome assembly","BP"
"GO:0006351",0.000811982973552212,0.999967704624505,3,27,"transcription, DNA-templated","BP"
"GO:0046855",0.000832718497628475,0.999992422081619,2,5,"inositol phosphate dephosphorylation","BP"
"GO:0046854",0.00146201212049363,0.999979660943156,2,7,"phosphatidylinositol phosphorylation","BP"
"GO:0040001",0.00995942315652792,1,1,1,"establishment of mitotic spindle localization","BP"
"GO:0015809",0.010342229565682,1,1,1,"arginine transport","BP"
"GO:0051453",0.010342229565682,1,1,1,"regulation of intracellular pH","BP"
"GO:0009249",0.0111089659009427,1,1,1,"protein lipoylation","BP"
"GO:1903507",0.0118652558904629,1,1,1,"negative regulation of nucleic acid-templated transcription","BP"
"GO:0000281",0.0130090677026788,0.999957881988565,1,2,"mitotic cytokinesis","BP"
"GO:0018149",0.0164378312950367,0.99989909544271,1,4,"peptide cross-linking","BP"
"GO:0043248",0.0286554186025556,0.999691747278601,1,4,"proteasome assembly","BP"
"GO:0032508",0.0322560786808641,0.999553451547105,1,7,"DNA duplex unwinding","BP"
"GO:0008380",0.0384680718163834,0.999405330554227,1,5,"RNA splicing","BP"
"GO:0006886",0.0442226302362812,0.995425164521363,2,63,"intracellular protein transport","BP"
"GO:0006888",0.0447469346618958,0.999160069353495,1,6,"ER to Golgi vesicle-mediated transport","BP"
"GO:0000786",3.03979844792531e-07,0.999999986389626,7,42,"nucleosome","CC"
"GO:0005849",7.52195717048298e-05,1,2,2,"mRNA cleavage factor complex","CC"
"GO:0005765",0.000252985583181943,0.999999231337223,2,3,"lysosomal membrane","CC"
"GO:0000974",0.00485980771235188,1,1,1,"Prp19 complex","CC"
"GO:0016602",0.00797894445356744,1,1,1,"CCAAT-binding factor complex","CC"
"GO:0005773",0.010342229565682,1,1,1,"vacuole","CC"
"GO:0030532",0.0112461855230962,1,1,1,"small nuclear ribonucleoprotein complex","CC"
"GO:0030127",0.0138974245840278,0.999935932374238,1,3,"COPII vesicle coat","CC"
"GO:0005819",0.0145895940809479,0.999946983316821,1,2,"spindle","CC"
"GO:0005786",0.0161626231925866,0.999934882275868,1,2,"signal recognition particle, endoplasmic reticulum targeting","CC"
"GO:0070176",0.019642805610194,0.999903648824441,1,2,"DRM complex","CC"
"GO:0005665",0.0221337732070721,0.999877505529621,1,2,"RNA polymerase II, core complex","CC"
"GO:0005634",0.0242479869306883,0.994000741209926,5,244,"nucleus","CC"
"GO:0030176",0.0328222763527815,0.999568088186223,1,5,"integral component of endoplasmic reticulum membrane","CC"
"GO:0003677",2.2128015142955e-06,0.99999964609405,13,334,"DNA binding","MF"
"GO:0003729",2.7698366219882e-05,0.999999705222564,3,10,"mRNA binding","MF"
"GO:0046982",0.00291529346972038,0.999815560011404,3,34,"protein heterodimerization activity","MF"
"GO:0033819",0.0111089659009427,1,1,1,"lipoyl(octanoyl) transferase activity","MF"
"GO:0030942",0.0161626231925866,0.999934882275868,1,2,"endoplasmic reticulum signal peptide binding","MF"
"GO:0003810",0.0164378312950367,0.99989909544271,1,4,"protein-glutamine gamma-glutamyltransferase activity","MF"
"GO:0000978",0.0212036353226459,0.99985036444926,1,3,"RNA polymerase II proximal promoter sequence-specific DNA binding","MF"
"GO:0044548",0.0238287713700949,0.999857902140083,1,2,"S100 protein binding","MF"
"GO:0003714",0.028674776293856,0.999725400953292,1,3,"transcription corepressor activity","MF"
"GO:0015631",0.0347137668242206,0.999596439505697,1,3,"tubulin binding","MF"
"GO:0008312",0.0370652530015917,0.999448233133453,1,5,"7S RNA binding","MF"
"GO:0008324",0.046234520703801,0.999102753196257,1,6,"cation transmembrane transporter activity","MF"
