"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.865310832074261 4 7 "GO:0000077;GO:0031570" "DNA damage checkpoint" 1
0 0.031391728490075 4 11 "GO:0000226" "microtubule cytoskeleton organization" 0.45
0 0.203982012927976 2 7 "GO:0000278" "mitotic cell cycle" 0.871818181818182
0 0.536278630639904 4 10 "GO:0000387" "spliceosomal snRNP assembly" 1
0 0.794772959539889 3 30 "GO:0000398;GO:0000377;GO:0000375;GO:0008380" "RNA splicing" 1
0 0.17842032412331 4 14 "GO:0000413;GO:0018208" "peptidyl-proline modification" 0.850485436893204
0 0.311985854866578 5 6 "GO:0000723;GO:0032200;GO:0060249" "telomere maintenance" 1
0 0.445198463930813 3 8 "GO:0000956;GO:0006402;GO:0006401" "RNA catabolic process" 1
0 0.127259469348125 2 12 "GO:0001510" "RNA methylation" 0.786206896551724
0 0.512432153924925 3 9 "GO:0001522" "pseudouridine synthesis" 1
0 0.233205510542268 4 6 "GO:0001932;GO:0042325" "regulation of phosphorylation" 0.87603305785124
0 1.55101212796262e-05 2 34 "GO:0005975" "carbohydrate metabolic process" 0
0 0.0667110529421846 2 8 "GO:0005996" "monosaccharide metabolic process" 0.617910447761194
0 0.000230436691902192 2 5 "GO:0006099" "tricarboxylic acid cycle" 0.01
0 0.990245614785747 4 46 "GO:0006259" "DNA metabolic process" 1
0 0.489166475564813 2 10 "GO:0006260" "DNA replication" 1
0 0.97556689097987 2 24 "GO:0006281" "DNA repair" 1
0 0.830126402006411 4 6 "GO:0006302" "double-strand break repair" 1
0 0.954424849919236 5 10 "GO:0006310" "DNA recombination" 1
0 0.472783216665052 2 9 "GO:0006325" "chromatin organization" 1
0 0.563081674513399 4 16 "GO:0006351;GO:0097659" "transcription, DNA-templated" 1
0 0.00467118306728731 3 8 "GO:0006352" "DNA-templated transcription, initiation" 0.109375
0 0.404467803120524 4 49 "GO:0006355;GO:1903506;GO:2001141;GO:0051252;GO:0019219" "regulation of RNA metabolic process" 1
0 0.436847367603922 2 14 "GO:0006357" "regulation of transcription by RNA polymerase II" 1
0 0.683728018805867 3 15 "GO:0006364;GO:0016072" "rRNA processing" 1
0 0.230401019119736 2 5 "GO:0006366" "transcription by RNA polymerase II" 0.889830508474576
0 0.998004410435822 2 78 "GO:0006396" "RNA processing" 1
0 0.76155338522198 2 37 "GO:0006397" "mRNA processing" 1
0 0.181186826804969 3 6 "GO:0006400" "tRNA modification" 0.851923076923077
0 1.05591600292686e-12 3 37 "GO:0006412;GO:0043043;GO:0043604" "amide biosynthetic process" 0
0 0.0457841443940881 4 7 "GO:0006417;GO:0010608;GO:0034248" "posttranscriptional regulation of gene expression" 0.505
0 0.0445676314750245 2 18 "GO:0006457" "protein folding" 0.505172413793104
