"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.000219871718926082 2 11 "GO:0000049" "tRNA binding" 0.025
0 0.0086121868443847 3 6 "GO:0000062;GO:0120227;GO:1901567" "acyl-CoA binding" 0.346428571428571
0 0.0456827104122838 2 373 "GO:0000166;GO:0036094;GO:1901265" "small molecule binding" 0.745535714285714
0 0.000711417856608441 5 32 "GO:0000287" "magnesium ion binding" 0.0538461538461538
0 0.0587626155271636 6 16 "GO:0000295;GO:0005346;GO:0008514;GO:0015216;GO:0015215;GO:0015605" "organic anion transmembrane transporter activity" 0.747826086956522
0 0.628062431660021 2 9 "GO:0000976;GO:0001067;GO:1990837" "sequence-specific double-stranded DNA binding" 1
0 0.662848988907465 2 6 "GO:0000977" "RNA polymerase II transcription regulatory region sequence-specific DNA binding" 1
0 0.899459007786642 2 65 "GO:0000981" "DNA-binding transcription factor activity, RNA polymerase II-specific" 1
0 0.985634867675639 4 257 "GO:0003677" "DNA binding" 1
0 0.853885142953923 2 10 "GO:0003682" "chromatin binding" 1
0 0.381267720874797 2 9 "GO:0003684" "damaged DNA binding" 1
0 0.758220812469074 2 11 "GO:0003690" "double-stranded DNA binding" 1
0 0.445772949907539 2 8 "GO:0003697" "single-stranded DNA binding" 1
0 0.805447668028982 2 138 "GO:0003700" "DNA-binding transcription factor activity" 1
0 0.494634377802035 2 29 "GO:0003712" "transcription coregulator activity" 1
0 0.341990212353978 2 7 "GO:0003713" "transcription coactivator activity" 1
0 2.41981692738692e-07 4 217 "GO:0003723" "RNA binding" 0
0 0.046002868573265 2 9 "GO:0003729" "mRNA binding" 0.737719298245614
0 3.61459192083787e-54 2 116 "GO:0003735" "structural constituent of ribosome" 0
0 1.61661520123264e-05 2 29 "GO:0003743" "translation initiation factor activity" 0
0 7.03736210379717e-05 2 8 "GO:0003746" "translation elongation factor activity" 0.0125
0 0.000407312455569478 3 25 "GO:0003755;GO:0016859" "cis-trans isomerase activity" 0.0333333333333333
0 0.0233550002749216 4 7 "GO:0003756;GO:0016864" "intramolecular oxidoreductase activity, transposing S-S bonds" 0.628205128205128
0 0.227463223288951 2 75 "GO:0003774" "motor activity" 1
0 0.462936327213113 5 55 "GO:0003777" "microtubule motor activity" 1
0 0.00342780028308019 3 44 "GO:0003779" "actin binding" 0.226190476190476
0 0.0194466357434258 4 5 "GO:0003785" "actin monomer binding" 0.607352941176471
0 0.106145471803207 3 8 "GO:0003899;GO:0034062;GO:0097747" "DNA-directed 5'-3' RNA polymerase activity" 0.896590909090909
0 0.0747302737640624 4 134 "GO:0003924" "GTPase activity" 0.804545454545455
0 0.361032104263962 2 15 "GO:0003950" "NAD+ ADP-ribosyltransferase activity" 1
0 0.673158935978532 2 7 "GO:0003951" "NAD+ kinase activity" 1
0 0.173587663071328 2 8 "GO:0003995" "acyl-CoA dehydrogenase activity" 1
0 0.0761365977888113 2 6 "GO:0004017" "adenylate kinase activity" 0.805769230769231
0 0.282167143324615 2 15 "GO:0004089" "carbonate dehydratase activity" 1
0 0.680418789094929 3 21 "GO:0004096" "catalase activity" 1
0 0.119609675032306 7 9 "GO:0004114;GO:0004112" "3',5'-cyclic-nucleotide phosphodiesterase activity" 0.935326086956522
0 0.000228174006199286 3 10 "GO:0004129;GO:0015002;GO:0016676;GO:0016675" "cytochrome-c oxidase activity" 0.0272727272727273
0 0.543904373467376 2 6 "GO:0004144" "diacylglycerol O-acyltransferase activity" 1
0 0.0011152848291678 4 152 "GO:0004175" "endopeptidase activity" 0.075
0 0.541022382262739 5 8 "GO:0004176" "ATP-dependent peptidase activity" 1
0 0.347224588930575 4 17 "GO:0004180;GO:0008238" "exopeptidase activity" 1
0 0.326978076419798 2 14 "GO:0004181;GO:0008235" "metalloexopeptidase activity" 1
0 0.688475615002104 3 11 "GO:0004190;GO:0070001" "aspartic-type peptidase activity" 1
0 0.183937809331077 2 13 "GO:0004197;GO:0008234" "cysteine-type endopeptidase activity" 1
0 0.00788111468144797 3 5 "GO:0004198" "calcium-dependent cysteine-type endopeptidase activity" 0.335185185185185
0 0.101709909287679 2 65 "GO:0004222" "metalloendopeptidase activity" 0.878735632183908
0 0.0507424140639098 2 53 "GO:0004252;GO:0008236;GO:0017171" "serine-type peptidase activity" 0.709375
0 7.32097428506976e-08 2 12 "GO:0004298;GO:0070003" "threonine-type endopeptidase activity" 0
0 0.0302777619379915 2 8 "GO:0004364" "glutathione transferase activity" 0.644565217391304
0 0.838337203530717 8 29 "GO:0004386" "helicase activity" 1
0 0.154811706884622 3 5 "GO:0004402;GO:0061733;GO:0034212" "peptide-lysine-N-acetyltransferase activity" 1
0 0.0439602516003126 7 6 "GO:0004435;GO:0004629" "phosphatidylinositol phospholipase C activity" 0.736363636363636
0 0.467123224597274 2 24 "GO:0004497" "monooxygenase activity" 1
0 0.596982207756003 2 6 "GO:0004499" "N,N-dimethylaniline monooxygenase activity" 1
0 0.617463799003222 2 31 "GO:0004518" "nuclease activity" 1
0 0.436574152630704 3 16 "GO:0004519" "endonuclease activity" 1
0 0.181703031797356 2 12 "GO:0004521" "endoribonuclease activity" 1
0 0.46499788688981 2 7 "GO:0004527;GO:0016796" "exonuclease activity" 1
0 0.346787802557254 3 5 "GO:0004536" "deoxyribonuclease activity" 1
0 0.423134877307967 3 19 "GO:0004540" "ribonuclease activity" 1
0 0.274355039528093 2 6 "GO:0004549" "tRNA-specific ribonuclease activity" 1
0 0.689663292153463 4 55 "GO:0004553;GO:0016798" "hydrolase activity, acting on glycosyl bonds" 1
0 0.195525251088233 2 11 "GO:0004559;GO:0015923" "alpha-mannosidase activity" 1
0 0.111048923112367 2 6 "GO:0004565;GO:0015925" "beta-galactosidase activity" 0.914044943820225
0 0.187586162983069 4 7 "GO:0004571;GO:0015924" "mannosyl-oligosaccharide mannosidase activity" 1
0 0.410702764853902 2 34 "GO:0004601" "peroxidase activity" 1
