"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.323267734168244 7 9 "GO:0000077;GO:0031570" "DNA damage checkpoint" 1
0 0.28986724767733 2 11 "GO:0000226" "microtubule cytoskeleton organization" 1
0 0.579796581046742 3 32 "GO:0000398;GO:0000377;GO:0000375;GO:0008380" "RNA splicing" 1
0 0.0857890336327212 3 14 "GO:0000413;GO:0018208" "peptidyl-proline modification" 0.94140625
0 0.0108767206926383 2 18 "GO:0000723;GO:0032200;GO:0060249" "anatomical structure homeostasis" 0.555882352941176
0 0.0173823150429695 2 9 "GO:0000956;GO:0006402;GO:0006401" "RNA catabolic process" 0.65
0 0.663927835011854 4 11 "GO:0001522" "pseudouridine synthesis" 1
0 0.249831437791554 3 7 "GO:0001822;GO:0048513" "animal organ development" 1
0 0.402565408197966 4 6 "GO:0001932;GO:0042325" "regulation of protein phosphorylation" 1
0 0.264238002502112 2 6 "GO:0002098;GO:0002097" "tRNA wobble uridine modification" 1
0 0.000141783916787039 3 48 "GO:0005975" "carbohydrate metabolic process" 0.0666666666666667
0 0.00466885887872245 2 12 "GO:0005996" "monosaccharide metabolic process" 0.409090909090909
0 0.19362270532222 2 5 "GO:0006091" "generation of precursor metabolites and energy" 1
0 0.00358888295066449 3 6 "GO:0006099" "tricarboxylic acid cycle" 0.35
0 0.139228244611652 2 80 "GO:0006259" "DNA metabolic process" 1
0 0.0297914979311338 2 11 "GO:0006260" "DNA replication" 0.692424242424242
0 0.40470186338218 5 33 "GO:0006281" "DNA repair" 1
0 0.185579530396539 2 20 "GO:0006310" "DNA recombination" 1
0 0.942299803515796 4 13 "GO:0006325" "chromatin organization" 1
0 0.653818473669166 2 17 "GO:0006351;GO:0097659" "transcription, DNA-templated" 1
0 0.293067115073686 5 9 "GO:0006352" "DNA-templated transcription, initiation" 1
0 0.196193595300136 4 60 "GO:0006355;GO:1903506;GO:2001141;GO:0051252;GO:0019219" "regulation of RNA metabolic process" 1
0 0.32138136931365 2 15 "GO:0006357" "regulation of transcription by RNA polymerase II" 1
