"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.226088903198509 3 7 "GO:0000123" "histone acetyltransferase complex" 0.892857142857143
0 0.144688084980871 3 14 "GO:0000139" "Golgi membrane" 0.888
0 0.868632356078108 2 9 "GO:0000145" "exocyst" 1
0 0.151759279049876 2 8 "GO:0000151" "ubiquitin ligase complex" 0.861111111111111
0 0.183775818363165 2 9 "GO:0000276;GO:0045263;GO:0033177" "proton-transporting two-sector ATPase complex, proton-transporting domain" 0.85
0 0.137480247096292 2 5 "GO:0000502" "proteasome complex" 0.8875
0 5.85217812803163e-12 2 45 "GO:0000786;GO:0032993;GO:0044815" "protein-DNA complex" 0
0 0.995988261519823 2 33 "GO:0005576" "extracellular region" 1
0 0.879730623622506 2 8 "GO:0005643" "nuclear pore" 1
0 0.511099708740715 2 14 "GO:0005667" "transcription regulator complex" 1
0 0.582886835787358 2 6 "GO:0005669" "transcription factor TFIID complex" 1
0 0.0345647681196121 2 8 "GO:0005681" "spliceosomal complex" 0.596153846153846
0 0.595936960342967 2 7 "GO:0005730" "nucleolus" 1
0 0.438856055100868 2 75 "GO:0005737" "cytoplasm" 1
0 0.239979651946357 5 27 "GO:0005739" "mitochondrion" 0.87972972972973
0 0.0245250982611095 2 10 "GO:0005743;GO:0019866" "mitochondrial inner membrane" 0.504545454545455
0 0.308830298775583 5 5 "GO:0005773" "vacuole" 0.95625
0 0.882274916284904 4 6 "GO:0005777;GO:0042579" "peroxisome" 1
0 0.175441225141117 3 13 "GO:0005783" "endoplasmic reticulum" 0.843548387096774
0 0.0908483310611864 2 10 "GO:0005789" "endoplasmic reticulum membrane" 0.863888888888889
0 0.84414161847186 2 8 "GO:0005813" "centrosome" 1
0 0.932792520766756 2 10 "GO:0005815" "microtubule organizing center" 1
0 0.310730556154742 2 9 "GO:0005829" "cytosol" 0.939024390243902
0 2.54439932289553e-05 2 29 "GO:0005840" "ribosome" 0
0 0.750520316950372 2 24 "GO:0005856" "cytoskeleton" 1
0 0.394690328840807 6 13 "GO:0005874;GO:0099513;GO:0099512;GO:0099081" "microtubule" 0.996590909090909
0 0.242207327589701 2 9 "GO:0005875" "microtubule associated complex" 0.860526315789474
0 0.00513272275134619 2 6 "GO:0005885" "Arp2/3 protein complex" 0.175
0 0.118033819607942 2 9 "GO:0005886" "plasma membrane" 0.904761904761905
0 0.0149223252795239 2 8 "GO:0015935" "small ribosomal subunit" 0.4
0 0.146660079276223 2 5 "GO:0016592" "mediator complex" 0.865384615384615
0 0.0911342748321751 2 5 "GO:0030286" "dynein complex" 0.818421052631579
0 0.0210452759928945 3 40 "GO:0031090" "organelle membrane" 0.46
0 0.234504782500416 2 9 "GO:0031248;GO:1902493" "protein acetyltransferase complex" 0.888888888888889
0 0.169039072496845 3 5 "GO:0031301;GO:0031300" "intrinsic component of organelle membrane" 0.907142857142857
0 0.17064726934403 5 6 "GO:0031410;GO:0097708;GO:0031982" "intracellular vesicle" 0.879310344827586
0 0.029058377505171 2 14 "GO:0031966" "mitochondrial membrane" 0.5375
0 0.243824337564428 2 6 "GO:0033178" "proton-transporting two-sector ATPase complex, catalytic domain" 0.83974358974359
0 0.208221719802042 4 7 "GO:0034703;GO:0034702;GO:1902495;GO:1990351" "transmembrane transporter complex" 0.857352941176471
0 0.368528122303784 2 5 "GO:0034708" "methyltransferase complex" 0.975581395348837
0 0.810878780436383 4 69 "GO:0043232;GO:0043228" "intracellular non-membrane-bounded organelle" 1
0 0.00327579726564867 3 12 "GO:0044391" "ribosomal subunit" 0.13
0 0.737209359377593 4 5 "GO:0055029;GO:0000428;GO:0030880" "DNA-directed RNA polymerase complex" 1
0 0.48709439765478 3 7 "GO:0061695" "transferase complex, transferring phosphorus-containing groups" 1
0 0.397143019488932 5 5 "GO:0070461" "SAGA-type complex" 0.976666666666667
0 0.732192302177491 3 10 "GO:0090575" "RNA polymerase II transcription regulator complex" 1
0 0.207219658926235 2 21 "GO:0098588" "bounding membrane of organelle" 0.878787878787879
0 0.00172727383879852 2 55 "GO:0098796" "membrane protein complex" 0.05
0 0.175156920937278 2 11 "GO:0098797" "plasma membrane protein complex" 0.871666666666667
0 0.0413393215950627 2 18 "GO:0098798" "mitochondrial protein-containing complex" 0.623333333333333
0 0.0402187048949175 3 14 "GO:0098800" "inner mitochondrial membrane protein complex" 0.642857142857143
0 0.0728028797750139 2 7 "GO:0098803;GO:1990204" "oxidoreductase complex" 0.815625
0 0.66365685151414 2 12 "GO:0099023" "vesicle tethering complex" 1
0 0.703269539378195 2 17 "GO:0099080" "supramolecular complex" 1
0 0.101404537900453 2 5 "GO:0120025;GO:0042995" "plasma membrane bounded cell projection" 0.835
0 0.787891503691754 2 70 "GO:0140513" "nuclear protein-containing complex" 1
0 0.00230014898446705 2 9 "GO:0140534" "endoplasmic reticulum protein-containing complex" 0.0875
0 0.074968707615174 2 34 "GO:0140535" "intracellular protein-containing complex" 0.791176470588235
0 0.13028690122916 2 73 "GO:1902494" "catalytic complex" 0.927272727272727
0 0.0188240107620659 2 14 "GO:1905368" "peptidase complex" 0.461111111111111
0 0.133725126984095 3 6 "GO:1905369" "endopeptidase complex" 0.9
0 0.336298200205162 2 32 "GO:1990234" "transferase complex" 0.961904761904762
0 0.0104577163505222 2 29 "GO:1990904" "ribonucleoprotein complex" 0.307142857142857
