"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.613395374178073 3 7 "GO:0000123" "histone acetyltransferase complex" 0.93728813559322
0 0.0099502680748736 2 14 "GO:0000139" "Golgi membrane" 0.129166666666667
0 0.077113491716754 2 9 "GO:0000145" "exocyst" 0.452
0 0.127425859152399 3 8 "GO:0000151" "ubiquitin ligase complex" 0.578125
0 0.0130535576617474 2 9 "GO:0000276;GO:0045263;GO:0033177" "proton-transporting two-sector ATPase complex, proton-transporting domain" 0.146875
0 0.0831391148737362 3 5 "GO:0000502" "proteasome complex" 0.480769230769231
0 0.33667995287466 2 45 "GO:0000786;GO:0032993;GO:0044815" "protein-DNA complex" 0.813541666666667
0 0.880284354566769 2 33 "GO:0005576" "extracellular region" 1
0 0.963094881909155 3 8 "GO:0005643" "nuclear pore" 0.997619047619048
0 0.399392300534371 2 14 "GO:0005667" "transcription regulator complex" 0.873
0 0.572061789687693 2 6 "GO:0005669" "transcription factor TFIID complex" 0.933333333333333
0 0.306088051005154 2 8 "GO:0005681" "spliceosomal complex" 0.804347826086957
0 0.42250651360898 2 7 "GO:0005730" "nucleolus" 0.884313725490196
0 0.201650685148532 2 75 "GO:0005737" "cytoplasm" 0.6875
0 0.433203334582717 5 27 "GO:0005739" "mitochondrion" 0.879807692307692
0 0.0120029896362311 4 10 "GO:0005743;GO:0019866" "organelle inner membrane" 0.135714285714286
0 0.285336411340013 3 5 "GO:0005773" "vacuole" 0.827906976744186
0 0.286250642868483 5 6 "GO:0005777;GO:0042579" "microbody" 0.809090909090909
0 0.00502064193646245 2 13 "GO:0005783" "endoplasmic reticulum" 0.0888888888888889
0 0.0972601157588372 2 10 "GO:0005789" "endoplasmic reticulum membrane" 0.474193548387097
0 0.297784865862801 3 8 "GO:0005813" "centrosome" 0.812222222222222
0 0.500092525418843 2 10 "GO:0005815" "microtubule organizing center" 0.924074074074074
0 0.0893291209534564 2 9 "GO:0005829" "cytosol" 0.5
0 3.88786079680111e-10 4 29 "GO:0005840" "ribosome" 0
0 0.91732986836208 4 24 "GO:0005856" "cytoskeleton" 1
0 0.133784405205585 5 13 "GO:0005874;GO:0099513;GO:0099512;GO:0099081" "polymeric cytoskeletal fiber" 0.566176470588235
0 0.181526132623035 2 9 "GO:0005875" "microtubule associated complex" 0.651282051282051
0 0.00506372950456642 2 6 "GO:0005885" "Arp2/3 protein complex" 0.08
0 0.347043329899276 3 9 "GO:0005886" "plasma membrane" 0.814285714285714
0 0.0185060403325481 2 8 "GO:0015935" "small ribosomal subunit" 0.197058823529412
0 0.336268446454755 2 5 "GO:0016592" "mediator complex" 0.827659574468085
0 0.0115083827564396 2 5 "GO:0030286" "dynein complex" 0.142307692307692
0 0.0124991018828483 3 40 "GO:0031090" "organelle membrane" 0.136666666666667
0 0.146432497456184 2 9 "GO:0031248;GO:1902493" "protein acetyltransferase complex" 0.61
0 0.533127319353688 3 5 "GO:0031301;GO:0031300" "intrinsic component of organelle membrane" 0.938181818181818
0 0.0934844829156404 6 6 "GO:0031410;GO:0097708;GO:0031982" "cytoplasmic vesicle" 0.465
0 0.034478754547761 4 14 "GO:0031966" "mitochondrial membrane" 0.330555555555556
0 0.0638978738680598 3 6 "GO:0033178" "proton-transporting two-sector ATPase complex, catalytic domain" 0.420454545454545
0 0.129046859417909 4 7 "GO:0034703;GO:0034702;GO:1902495;GO:1990351" "transmembrane transporter complex" 0.571212121212121
0 0.0432464023007968 2 5 "GO:0034708" "methyltransferase complex" 0.3425
0 0.00288718044299435 3 69 "GO:0043232;GO:0043228" "intracellular non-membrane-bounded organelle" 0.0625
0 0.00140889181507947 3 12 "GO:0044391" "ribosomal subunit" 0.0357142857142857
0 0.587412329774078 5 5 "GO:0055029;GO:0000428;GO:0030880" "nuclear DNA-directed RNA polymerase complex" 0.928448275862069
0 0.264538785098143 2 7 "GO:0061695" "transferase complex, transferring phosphorus-containing groups" 0.803571428571429
0 0.540885482944693 5 5 "GO:0070461" "SAGA-type complex" 0.926785714285714
0 0.48949613121998 3 10 "GO:0090575" "RNA polymerase II transcription regulator complex" 0.928301886792453
0 0.0721334723415313 2 21 "GO:0098588" "bounding membrane of organelle" 0.454347826086957
0 4.71472351365046e-05 2 55 "GO:0098796" "membrane protein complex" 0.0166666666666667
0 0.232735137973845 2 11 "GO:0098797" "plasma membrane protein complex" 0.757317073170732
0 0.000108216435598872 2 18 "GO:0098798" "mitochondrial protein-containing complex" 0.0125
0 0.000287800968210617 2 14 "GO:0098800" "inner mitochondrial membrane protein complex" 0.01
0 0.092058917265153 3 7 "GO:0098803;GO:1990204" "oxidoreductase complex" 0.474137931034483
0 0.150221553404503 2 12 "GO:0099023" "vesicle tethering complex" 0.604166666666667
0 0.151937423313436 2 17 "GO:0099080" "supramolecular complex" 0.591891891891892
0 0.07634180211113 2 5 "GO:0120025;GO:0042995" "plasma membrane bounded cell projection" 0.464583333333333
0 0.941023061797054 2 70 "GO:0140513" "nuclear protein-containing complex" 1
0 2.47476780421444e-06 2 9 "GO:0140534" "endoplasmic reticulum protein-containing complex" 0
0 0.155522867794765 2 34 "GO:0140535" "intracellular protein-containing complex" 0.590789473684211
0 0.00623150188267967 2 73 "GO:1902494" "catalytic complex" 0.0863636363636364
0 0.00138376139578398 2 14 "GO:1905368" "peptidase complex" 0.0416666666666667
0 0.0392798089641992 2 6 "GO:1905369" "endopeptidase complex" 0.336842105263158
0 0.0520528019918572 2 32 "GO:1990234" "transferase complex" 0.380952380952381
0 0.0902811551652289 2 29 "GO:1990904" "ribonucleoprotein complex" 0.489285714285714
