"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.0130678090884911 6 9 "GO:0000077;GO:0031570" "DNA integrity checkpoint" 0.438461538461538
0 0.0733666745534999 3 11 "GO:0000226" "microtubule cytoskeleton organization" 0.71038961038961
0 0.0197022776363341 3 8 "GO:0000278" "mitotic cell cycle" 0.485714285714286
0 0.00320848779434762 3 10 "GO:0000387" "spliceosomal snRNP assembly" 0.1625
0 5.55045160339692e-06 8 32 "GO:0000398;GO:0000377;GO:0000375;GO:0008380" "RNA splicing" 0
0 0.231295095970121 6 14 "GO:0000413;GO:0018208" "peptidyl-proline modification" 0.979545454545455
0 0.808833551572008 6 18 "GO:0000723;GO:0032200;GO:0060249" "anatomical structure homeostasis" 1
0 0.171445868330317 2 5 "GO:0000725" "recombinational repair" 0.928318584070796
0 0.146683293318322 3 5 "GO:0000902" "cell morphogenesis" 0.896698113207547
0 0.0687079054065804 5 9 "GO:0000956;GO:0006402;GO:0006401" "RNA catabolic process" 0.714583333333333
0 0.224162009546361 2 14 "GO:0001510" "RNA methylation" 0.984496124031008
0 0.504316981497752 2 11 "GO:0001522" "pseudouridine synthesis" 1
0 0.399054211808177 2 7 "GO:0001822;GO:0048513" "animal organ development" 1
0 0.138596799885326 3 6 "GO:0001932;GO:0042325" "regulation of phosphorylation" 0.880097087378641
0 0.036794833213818 8 6 "GO:0002098;GO:0002097" "tRNA wobble base modification" 0.63125
0 0.484606938513241 2 48 "GO:0005975" "carbohydrate metabolic process" 1
0 0.449481828011919 3 12 "GO:0005996" "monosaccharide metabolic process" 1
0 0.32679720320793 3 5 "GO:0006091" "generation of precursor metabolites and energy" 1
0 0.250022351508356 2 6 "GO:0006099" "tricarboxylic acid cycle" 0.987591240875913
0 0.233957848329087 2 80 "GO:0006259" "DNA metabolic process" 0.980075187969925
0 0.018214438081736 3 11 "GO:0006260" "DNA replication" 0.483333333333333
0 0.00106840707744029 5 33 "GO:0006281" "DNA repair" 0.103333333333333
0 0.223276163699717 6 7 "GO:0006302" "double-strand break repair" 0.998031496062992
0 0.762274008057501 5 20 "GO:0006310" "DNA recombination" 1
0 7.66727526064769e-05 4 13 "GO:0006325" "chromatin organization" 0
0 0.00152132940384885 2 5 "GO:0006338" "chromatin remodeling" 0.125
0 0.269563736445474 3 17 "GO:0006351;GO:0097659" "transcription, DNA-templated" 0.988194444444444
0 0.097642862526167 2 9 "GO:0006352" "DNA-templated transcription, initiation" 0.811176470588235
0 0.121067857688819 6 60 "GO:0006355;GO:1903506;GO:2001141;GO:0051252;GO:0019219" "regulation of RNA metabolic process" 0.83030303030303
0 0.19742262227643 4 15 "GO:0006357" "regulation of transcription by RNA polymerase II" 0.94349593495935
0 8.55064121733922e-05 7 15 "GO:0006364;GO:0016072" "rRNA metabolic process" 0.00384615384615385
0 0.665295188260747 7 5 "GO:0006366" "transcription by RNA polymerase II" 1
0 0.186338315489696 7 5 "GO:0006367" "transcription initiation from RNA polymerase II promoter" 0.952564102564103
0 0.192446638438214 2 5 "GO:0006368;GO:0006354" "transcription elongation from RNA polymerase II promoter" 0.947916666666667
0 1.23593326151595e-12 2 87 "GO:0006396" "RNA processing" 0
0 1.84997417537759e-06 2 40 "GO:0006397" "mRNA processing" 0
0 0.0250794819212065 2 9 "GO:0006400" "tRNA modification" 0.55
0 0.913120781654421 3 38 "GO:0006412;GO:0043043;GO:0043604" "amide biosynthetic process" 1
0 0.26425553830573 2 8 "GO:0006417;GO:0010608;GO:0034248" "regulation of translation" 0.993617021276596
0 0.00369389209061484 2 18 "GO:0006457" "protein folding" 0.173809523809524
0 0.0325343710482898 4 130 "GO:0006464;GO:0036211" "protein modification process" 0.582608695652174
0 0.00717201112508773 3 63 "GO:0006486;GO:0043413;GO:0070085" "protein glycosylation" 0.297826086956522
0 0.101883483868159 2 11 "GO:0006487" "protein N-linked glycosylation" 0.813068181818182
0 0.896695041237906 4 9 "GO:0006506;GO:0006497;GO:0006505;GO:0006661;GO:0009247;GO:0006664;GO:1903509" "phosphatidylinositol biosynthetic process" 1
0 0.602327741063398 2 98 "GO:0006508" "proteolysis" 1
0 0.805586930499007 5 24 "GO:0006511;GO:0019941;GO:0043632;GO:0051603" "proteolysis involved in cellular protein catabolic process" 1
0 0.195661740223375 8 5 "GO:0006513" "protein monoubiquitination" 0.952479338842975
0 0.532801796886645 2 46 "GO:0006518;GO:0043603" "cellular amide metabolic process" 1
0 0.122000692707158 5 32 "GO:0006520" "cellular amino acid metabolic process" 0.828
0 0.0119447685410638 2 8 "GO:0006575" "cellular modified amino acid metabolic process" 0.42
0 0.515246892635771 2 7 "GO:0006605" "protein targeting" 1
0 0.489759787738218 2 80 "GO:0006629" "lipid metabolic process" 1
0 0.351969616811763 5 5 "GO:0006631" "fatty acid metabolic process" 1
0 0.445553270718236 3 26 "GO:0006644" "phospholipid metabolic process" 1
0 0.480030971646793 4 21 "GO:0006650;GO:0046486" "glycerolipid metabolic process" 1
0 0.249370564250109 5 5 "GO:0006744;GO:0006743;GO:1901663;GO:1901661;GO:0042181" "quinone biosynthetic process" 0.99375
0 0.0901095787832794 3 5 "GO:0006749" "glutathione metabolic process" 0.778313253012048
0 0.409542668335671 2 22 "GO:0006753" "nucleoside phosphate metabolic process" 1
0 0.00157482029680537 2 13 "GO:0006790" "sulfur compound metabolic process" 0.120588235294118
0 0.539171383897558 4 57 "GO:0006796;GO:0019637;GO:0006793" "phosphorus metabolic process" 1
0 0.91605511555206 2 141 "GO:0006811" "ion transport" 1
0 0.360020929757428 5 34 "GO:0006812" "cation transport" 1
0 0.277830413442589 2 6 "GO:0006813" "potassium ion transport" 0.985374149659864
0 0.766155134867955 2 5 "GO:0006836" "neurotransmitter transport" 1
0 0.0517445852775869 2 6 "GO:0006839" "mitochondrial transport" 0.689830508474576
0 0.261537662805751 4 7 "GO:0006857" "oligopeptide transport" 0.995
0 0.661037327871867 3 12 "GO:0006869" "lipid transport" 1
0 0.686511033140358 2 7 "GO:0006875;GO:0055065" "metal ion homeostasis" 1
0 0.671846598838735 3 5 "GO:0006879;GO:0046916" "cellular iron ion homeostasis" 1
0 0.324825829256081 5 61 "GO:0006886" "intracellular protein transport" 1
0 0.0157021657893451 3 6 "GO:0006913;GO:0051169" "nucleocytoplasmic transport" 0.482758620689655
0 6.67648758706915e-05 2 50 "GO:0006974;GO:0033554;GO:0006950;GO:0051716" "response to stress" 0
0 0.0320993796149811 4 63 "GO:0006996" "organelle organization" 0.59
0 0.119138860361481 5 7 "GO:0007005" "mitochondrion organization" 0.841237113402062
0 0.0714522623422938 2 14 "GO:0007010" "cytoskeleton organization" 0.710666666666667
0 0.00891838069442023 2 40 "GO:0007017" "microtubule-based process" 0.339583333333333
0 0.0209125714231797 2 17 "GO:0007018;GO:0006928" "microtubule-based movement" 0.494594594594595
0 0.52719342607868 2 15 "GO:0007034" "vacuolar transport" 1
0 0.0380024542754673 2 11 "GO:0007049" "cell cycle" 0.637755102040816
0 0.0381085453287282 5 9 "GO:0007051" "spindle organization" 0.627
0 4.37976620205092e-05 2 7 "GO:0007059" "chromosome segregation" 0
0 0.287172963124898 4 6 "GO:0007062" "sister chromatid cohesion" 0.993288590604027
0 0.520286822927779 2 5 "GO:0007064" "mitotic sister chromatid cohesion" 1
0 0.501092573257128 2 9 "GO:0007154" "cell communication" 1
0 0.267776012850338 2 14 "GO:0007155;GO:0022610" "cell adhesion" 0.991258741258741
0 0.9131337993896 2 99 "GO:0007165" "signal transduction" 1
0 0.172833479866478 2 8 "GO:0007186" "G protein-coupled receptor signaling pathway" 0.925877192982456
0 0.52340873644172 2 14 "GO:0007275" "multicellular organism development" 1
0 0.117921211991143 2 5 "GO:0007346" "regulation of mitotic cell cycle" 0.840104166666667
0 0.00264230886834144 8 25 "GO:0008033;GO:0006399" "tRNA metabolic process" 0.15
0 0.0333123801522179 3 10 "GO:0008218" "bioluminescence" 0.581914893617021
0 0.497827973014935 4 5 "GO:0008299;GO:0006720" "isoprenoid metabolic process" 1
0 0.83512738541706 2 27 "GO:0008610" "lipid biosynthetic process" 1
0 0.0253375082480936 3 9 "GO:0008652;GO:1901607" "cellular amino acid biosynthetic process" 0.536585365853659
0 0.534574913895225 3 16 "GO:0008654" "phospholipid biosynthetic process" 1
0 0.932376974424843 4 83 "GO:0009059" "macromolecule biosynthetic process" 1
0 0.438661291164102 3 6 "GO:0009064" "glutamine family amino acid metabolic process" 1
0 0.919164802009126 4 9 "GO:0009116;GO:1901657" "nucleoside metabolic process" 1
0 0.251626930543109 5 5 "GO:0009123" "nucleoside monophosphate metabolic process" 0.984782608695652
0 0.408660720815529 2 9 "GO:0009141" "nucleoside triphosphate metabolic process" 1
0 0.768378709948704 6 9 "GO:0009152;GO:0006164;GO:0009150;GO:0009260;GO:0006163;GO:0009259;GO:0046390;GO:0019693" "ribonucleotide biosynthetic process" 1
0 0.425790093180722 6 19 "GO:0009165;GO:0009117;GO:1901293" "nucleoside phosphate biosynthetic process" 1
0 0.420728320367558 4 5 "GO:0009308" "amine metabolic process" 1
0 0.0659050421895029 2 34 "GO:0009451" "RNA modification" 0.720289855072464
0 0.114897698319065 2 8 "GO:0009653" "anatomical structure morphogenesis" 0.847849462365591
0 0.778115693879903 2 18 "GO:0009966;GO:0010646;GO:0048583" "regulation of response to stimulus" 1
0 0.615148460045244 2 5 "GO:0009968;GO:0010648;GO:0023057;GO:0048585" "negative regulation of signal transduction" 1
0 0.0722523216318869 3 80 "GO:0010468" "regulation of gene expression" 0.708552631578947
0 0.308287673668604 4 8 "GO:0010564" "regulation of cell cycle process" 1
0 0.02429560875697 4 11 "GO:0010604;GO:0009893;GO:0031325;GO:0051173" "positive regulation of metabolic process" 0.548717948717949
0 0.0525252156213035 5 25 "GO:0010605;GO:0009892" "negative regulation of metabolic process" 0.6925
0 0.0447820478203752 3 6 "GO:0010628;GO:0010557;GO:0031328;GO:0009891" "positive regulation of macromolecule biosynthetic process" 0.666666666666667
0 0.047944803654399 2 20 "GO:0010629" "negative regulation of gene expression" 0.671929824561403
0 0.764621567073249 3 5 "GO:0010639;GO:0051129" "negative regulation of organelle organization" 1
0 0.489519709005443 4 80 "GO:0015031;GO:0015833;GO:0045184;GO:0042886;GO:0008104;GO:0033036" "peptide transport" 1
0 0.83722065978237 5 23 "GO:0015074" "DNA integration" 1
