"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.360588879866198 2 6 "GO:0000030" "mannosyltransferase activity" 1
0 0.133901022832916 2 36 "GO:0000287" "magnesium ion binding" 1
0 0.0276605088341935 8 21 "GO:0000295;GO:0005346;GO:0008514;GO:0015216;GO:0015215;GO:0015605;GO:0015932;GO:1901505" "nucleobase-containing compound transmembrane transporter activity" 0.898076923076923
0 0.0962629991253782 3 10 "GO:0000976;GO:0001067;GO:1990837" "sequence-specific double-stranded DNA binding" 1
0 1.0013617634457e-06 2 86 "GO:0000981" "DNA-binding transcription factor activity, RNA polymerase II-specific" 0
0 0.00376435020245352 4 320 "GO:0003677" "DNA binding" 0.514285714285714
0 0.342840648699037 2 11 "GO:0003678" "DNA helicase activity" 1
0 0.25839742085903 2 11 "GO:0003682" "chromatin binding" 1
0 0.138114874993616 2 13 "GO:0003690" "double-stranded DNA binding" 1
0 0.236903610129095 2 10 "GO:0003697" "single-stranded DNA binding" 1
0 7.46983662875016e-08 2 178 "GO:0003700" "DNA-binding transcription factor activity" 0
0 0.684045622038919 2 32 "GO:0003712" "transcription coregulator activity" 1
0 0.203778831336704 2 245 "GO:0003723" "RNA binding" 1
0 0.56841318707012 2 9 "GO:0003729" "mRNA binding" 1
0 0.679590895180575 2 120 "GO:0003735" "structural constituent of ribosome" 1
0 0.69162960134349 3 33 "GO:0003743" "translation initiation factor activity" 1
0 0.577574469241796 3 25 "GO:0003755;GO:0016859" "cis-trans isomerase activity" 1
0 0.78396642428264 3 84 "GO:0003774" "motor activity" 1
0 0.425118829955096 4 61 "GO:0003777" "microtubule motor activity" 1
0 0.143974609444117 2 47 "GO:0003779" "actin binding" 1
0 0.00685805126898122 3 166 "GO:0003924" "GTPase activity" 0.529166666666667
0 0.0840015689847128 5 19 "GO:0003950" "NAD+ ADP-ribosyltransferase activity" 1
0 0.656351333611614 2 13 "GO:0003951" "NAD+ kinase activity" 1
0 0.154283510374103 2 16 "GO:0003964" "RNA-directed DNA polymerase activity" 1
0 0.503711793580229 4 8 "GO:0003995" "acyl-CoA dehydrogenase activity" 1
0 0.423342977258276 2 6 "GO:0004017" "adenylate kinase activity" 1
0 0.746185327184259 3 17 "GO:0004089" "carbonate dehydratase activity" 1
0 0.588942211903621 7 11 "GO:0004114;GO:0004112" "cyclic-nucleotide phosphodiesterase activity" 1
0 0.081402301995402 2 10 "GO:0004144" "diacylglycerol O-acyltransferase activity" 1
0 0.263131597477136 3 192 "GO:0004175" "endopeptidase activity" 1
0 0.358401865466149 2 17 "GO:0004181;GO:0004180" "carboxypeptidase activity" 1
0 0.00944925172656996 3 14 "GO:0004190;GO:0070001" "aspartic-type peptidase activity" 0.669230769230769
0 0.128721940280881 2 22 "GO:0004197;GO:0008234" "cysteine-type peptidase activity" 1
0 0.319579014109978 5 7 "GO:0004198" "calcium-dependent cysteine-type endopeptidase activity" 1
0 0.434993662162366 4 81 "GO:0004222" "metalloendopeptidase activity" 1
0 0.566014279809323 4 67 "GO:0004252;GO:0008236;GO:0017171" "serine-type peptidase activity" 1
0 0.195160400103208 3 7 "GO:0004383" "guanylate cyclase activity" 1
0 0.595597320567799 2 35 "GO:0004386" "helicase activity" 1
0 0.191229596854564 3 6 "GO:0004435;GO:0004629" "phosphatidylinositol phospholipase C activity" 1
0 0.709167582303118 3 33 "GO:0004497" "monooxygenase activity" 1
0 0.576753834003699 3 14 "GO:0004499;GO:0016709" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen" 1
0 0.119532505564572 4 39 "GO:0004518" "nuclease activity" 1
0 0.0108297968646244 2 20 "GO:0004519" "endonuclease activity" 0.58125
0 0.0387314531368221 3 14 "GO:0004521" "endoribonuclease activity" 0.963636363636364
0 0.36547303615474 2 5 "GO:0004536" "deoxyribonuclease activity" 1
0 0.0461839705668057 2 24 "GO:0004540" "ribonuclease activity" 1
0 0.0235437748717769 3 6 "GO:0004549" "tRNA-specific ribonuclease activity" 0.865217391304348
0 0.160263309333961 4 74 "GO:0004553;GO:0016798" "hydrolase activity, acting on glycosyl bonds" 1
0 0.340939656870833 3 12 "GO:0004559;GO:0015923" "alpha-mannosidase activity" 1
0 0.0201278177545553 3 6 "GO:0004560;GO:0015928" "alpha-L-fucosidase activity" 0.86
0 0.247960202249015 7 7 "GO:0004571;GO:0015924" "mannosyl-oligosaccharide mannosidase activity" 1
0 0.347752389161995 2 40 "GO:0004601" "peroxidase activity" 1
0 0.26533308447867 2 24 "GO:0004620" "phospholipase activity" 1
0 0.0687741222974484 2 335 "GO:0004672" "protein kinase activity" 1
0 0.0301298743952553 3 68 "GO:0004674" "protein serine/threonine kinase activity" 0.9
0 0.00257270226136684 4 7 "GO:0004707" "MAP kinase activity" 0.46
0 0.667144342378252 2 54 "GO:0004713" "protein tyrosine kinase activity" 1
0 0.732207784805322 2 14 "GO:0004714" "transmembrane receptor protein tyrosine kinase activity" 1
0 0.117926657933267 4 57 "GO:0004721" "phosphoprotein phosphatase activity" 1
0 0.0320157764212353 2 46 "GO:0004725" "protein tyrosine phosphatase activity" 0.864516129032258
0 0.18350437151674 3 15 "GO:0004812;GO:0016875" "ligase activity, forming carbon-oxygen bonds" 1
0 0.215929329950701 2 68 "GO:0004842;GO:0019787" "ubiquitin-protein transferase activity" 1
0 0.196549876953104 4 44 "GO:0004843;GO:0008242;GO:0101005" "omega peptidase activity" 1
0 0.680041347247389 3 277 "GO:0004888;GO:0038023;GO:0060089" "signaling receptor activity" 1
0 0.350939939057372 2 201 "GO:0004930" "G protein-coupled receptor activity" 1
0 0.487366670115857 5 9 "GO:0004970;GO:0008066" "ionotropic glutamate receptor activity" 1
0 0.208025579174095 2 5 "GO:0004983;GO:0008188" "neuropeptide Y receptor activity" 1
0 0.0682709428558936 3 54 "GO:0005085" "guanyl-nucleotide exchange factor activity" 1
0 0.173634858965568 2 45 "GO:0005102" "signaling receptor binding" 1
0 0.730485804713523 1 163 "GO:0005198" "structural molecule activity" 1
0 0.326565373535257 2 160 "GO:0005216;GO:0015267;GO:0022803" "channel activity" 1
0 0.196157878983398 3 43 "GO:0005244;GO:0022832" "voltage-gated ion channel activity" 1
0 0.213996227834521 5 29 "GO:0005249" "voltage-gated potassium channel activity" 1
0 0.236300324229855 2 91 "GO:0005261" "cation channel activity" 1
0 0.49377054319937 3 36 "GO:0005262;GO:0015085;GO:0072509" "divalent inorganic cation transmembrane transporter activity" 1
0 0.203846748991611 4 47 "GO:0005267;GO:0015079" "potassium ion transmembrane transporter activity" 1
0 0.232202651656539 4 12 "GO:0005272" "sodium channel activity" 1
0 0.332724409727102 2 9 "GO:0005319" "lipid transporter activity" 1
0 0.0211354988669434 2 16 "GO:0005347" "ATP transmembrane transporter activity" 0.85
0 0.0467712217804417 2 73 "GO:0005506" "iron ion binding" 1
0 0.637262664780209 6 18 "GO:0005507" "copper ion binding" 1
0 0.734587595796501 2 328 "GO:0005509" "calcium ion binding" 1
0 0.610085456209104 4 307 "GO:0005524;GO:0032559;GO:0030554" "adenyl nucleotide binding" 1
0 0.502368672099677 4 65 "GO:0005525;GO:0032550;GO:0032561;GO:0001883;GO:0032549;GO:0019001;GO:0001882" "GTP binding" 1
0 0.289132794654945 3 31 "GO:0005543;GO:0035091" "phospholipid binding" 1
0 0.818568488170165 3 20 "GO:0008017" "microtubule binding" 1
0 0.206003530786971 3 33 "GO:0008047;GO:0005096" "enzyme activator activity" 1
0 0.782663594987173 2 22 "GO:0008080" "N-acetyltransferase activity" 1
0 0.150649170335142 5 23 "GO:0008081" "phosphoric diester hydrolase activity" 1
0 0.859908978288323 3 80 "GO:0008092" "cytoskeletal protein binding" 1
0 0.0412797544127177 2 7 "GO:0008134" "transcription factor binding" 0.962857142857143
0 0.777470468657088 2 49 "GO:0008135;GO:0090079;GO:0045182" "translation regulator activity, nucleic acid binding" 1
0 0.324776237538921 2 54 "GO:0008146;GO:0016782" "transferase activity, transferring sulfur-containing groups" 1
0 0.16200812160276 2 62 "GO:0008168;GO:0016741" "transferase activity, transferring one-carbon groups" 1
0 0.00592776687567339 3 9 "GO:0008170" "N-methyltransferase activity" 0.565
0 0.279902500424061 2 5 "GO:0008173" "RNA methyltransferase activity" 1
0 0.0826874708128633 2 29 "GO:0008194" "UDP-glycosyltransferase activity" 1
0 0.38319311320678 2 274 "GO:0008233" "peptidase activity" 1
0 0.147206263005847 4 18 "GO:0008235" "metalloexopeptidase activity" 1
0 0.289518771882354 3 103 "GO:0008237" "metallopeptidase activity" 1
0 0.473483767039119 3 23 "GO:0008238" "exopeptidase activity" 1
0 0.0584348532929293 2 144 "GO:0008270" "zinc ion binding" 1
0 0.0103667253089219 3 11 "GO:0008276" "protein methyltransferase activity" 0.65
0 0.0176484398069647 2 48 "GO:0008289" "lipid binding" 0.830555555555555
0 0.149661861147581 2 16 "GO:0008374" "O-acyltransferase activity" 1
0 0.0527153061052878 5 13 "GO:0008376" "acetylgalactosaminyltransferase activity" 1
0 0.0230710071261857 2 15 "GO:0008483;GO:0016769" "transaminase activity" 0.886363636363636
0 0.308126103472461 2 20 "GO:0008484" "sulfuric ester hydrolase activity" 1
