"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.201117855911399 2 6 "GO:0000030" "mannosyltransferase activity" 1
0 0.661814067224686 3 11 "GO:0000049" "tRNA binding" 1
0 0.666214741555481 4 7 "GO:0000062;GO:0120227;GO:1901567" "acyl-CoA binding" 1
0 0.949997663099527 2 445 "GO:0000166;GO:0036094;GO:1901265" "small molecule binding" 1
0 0.0181852634338824 5 36 "GO:0000287" "magnesium ion binding" 0.422093023255814
0 0.0174258391486709 5 21 "GO:0000295;GO:0005346;GO:0008514;GO:0015216;GO:0015215;GO:0015605;GO:0015932;GO:1901505" "nucleobase-containing compound transmembrane transporter activity" 0.410714285714286
0 0.17101099105535 2 10 "GO:0000976;GO:0001067;GO:1990837" "sequence-specific double-stranded DNA binding" 1
0 0.0617054222386689 3 6 "GO:0000977" "RNA polymerase II transcription regulatory region sequence-specific DNA binding" 0.676623376623377
0 5.50668207651837e-09 3 86 "GO:0000981" "DNA-binding transcription factor activity, RNA polymerase II-specific" 0
0 0.602573517224041 6 6 "GO:0001733;GO:0050694" "galactosylceramide sulfotransferase activity" 1
0 6.357793294988e-06 2 320 "GO:0003677" "DNA binding" 0
0 0.198746431284225 2 11 "GO:0003678" "DNA helicase activity" 1
0 0.634188443883341 2 11 "GO:0003682" "chromatin binding" 1
0 0.597769441302827 3 11 "GO:0003684" "damaged DNA binding" 1
0 0.248019729806504 3 13 "GO:0003690" "double-stranded DNA binding" 1
0 0.113595148098254 2 10 "GO:0003697" "single-stranded DNA binding" 0.918478260869565
0 7.78360544263865e-10 2 178 "GO:0003700" "DNA-binding transcription factor activity" 0
0 0.431166520443861 2 32 "GO:0003712" "transcription coregulator activity" 1
0 0.881949349142877 3 7 "GO:0003713" "transcription coactivator activity" 1
0 1.10383169123338e-05 2 245 "GO:0003723" "RNA binding" 0
0 4.9310715484025e-05 2 9 "GO:0003729" "mRNA binding" 0.01
0 2.57053746401704e-18 2 120 "GO:0003735" "structural constituent of ribosome" 0
0 0.00572634982850549 3 33 "GO:0003743" "translation initiation factor activity" 0.233333333333333
0 0.322458068335759 3 9 "GO:0003746" "translation elongation factor activity" 1
0 0.0784287690471832 3 25 "GO:0003755;GO:0016859" "peptidyl-prolyl cis-trans isomerase activity" 0.761904761904762
0 0.186216433270963 3 7 "GO:0003756;GO:0016864" "protein disulfide isomerase activity" 1
0 0.584085072263779 7 84 "GO:0003774" "motor activity" 1
0 0.637809557280485 8 61 "GO:0003777" "microtubule motor activity" 1
0 0.0369949127070712 3 47 "GO:0003779" "actin binding" 0.565833333333333
0 0.0467818529657452 5 5 "GO:0003785" "actin monomer binding" 0.630769230769231
0 0.0126280438289825 4 8 "GO:0003899;GO:0034062;GO:0097747" "5'-3' RNA polymerase activity" 0.343055555555556
0 0.000535521858509243 7 166 "GO:0003924" "GTPase activity" 0.0533333333333333
0 0.753758161323706 2 19 "GO:0003950" "NAD+ ADP-ribosyltransferase activity" 1
0 0.0471776220747943 2 13 "GO:0003951" "NAD+ kinase activity" 0.625
0 0.0259322098687984 2 16 "GO:0003964" "RNA-directed DNA polymerase activity" 0.490196078431373
0 0.178495196861622 3 6 "GO:0003993" "acid phosphatase activity" 1
0 0.814736831415573 3 8 "GO:0003995" "acyl-CoA dehydrogenase activity" 1
0 0.299401587410946 2 6 "GO:0004017" "adenylate kinase activity" 1
0 0.68878223833963 2 17 "GO:0004089" "carbonate dehydratase activity" 1
0 0.964956304178344 3 25 "GO:0004096" "catalase activity" 1
0 0.841435635086489 4 11 "GO:0004114;GO:0004112" "cyclic-nucleotide phosphodiesterase activity" 1
0 0.00124948864071484 3 10 "GO:0004129;GO:0015002;GO:0016676;GO:0016675" "heme-copper terminal oxidase activity" 0.0842105263157895
0 0.039074481382092 3 10 "GO:0004144" "diacylglycerol O-acyltransferase activity" 0.569354838709677
0 0.563438518248732 2 192 "GO:0004175" "endopeptidase activity" 1
0 0.389627055723835 5 8 "GO:0004176" "ATP-dependent peptidase activity" 1
0 0.115300359674471 2 17 "GO:0004181;GO:0004180" "carboxypeptidase activity" 0.917204301075269
0 0.0594904258238367 2 14 "GO:0004190;GO:0070001" "aspartic-type endopeptidase activity" 0.672666666666667
0 0.1893187430596 2 22 "GO:0004197;GO:0008234" "cysteine-type peptidase activity" 1
0 0.89632730223841 3 7 "GO:0004198" "calcium-dependent cysteine-type endopeptidase activity" 1
0 0.441898717899698 2 81 "GO:0004222" "metalloendopeptidase activity" 1
0 0.712682846199758 3 67 "GO:0004252;GO:0008236;GO:0017171" "serine hydrolase activity" 1
0 6.28361370835075e-05 2 12 "GO:0004298;GO:0070003" "threonine-type endopeptidase activity" 0.00909090909090909
0 0.14157653813381 4 10 "GO:0004364" "glutathione transferase activity" 0.973267326732673
0 0.21852576971494 2 7 "GO:0004383" "guanylate cyclase activity" 1
0 0.269941397857222 2 35 "GO:0004386" "helicase activity" 1
0 0.0595602030691102 4 5 "GO:0004402;GO:0061733;GO:0034212" "peptide-lysine-N-acetyltransferase activity" 0.664473684210526
0 0.908310733432279 2 33 "GO:0004497" "monooxygenase activity" 1
0 0.821199762334274 2 14 "GO:0004499;GO:0016709" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen" 1
0 0.379673287944409 4 39 "GO:0004518" "nuclease activity" 1
0 0.164813338932249 5 20 "GO:0004519" "endonuclease activity" 1
0 0.0910680835471758 2 14 "GO:0004521" "endoribonuclease activity" 0.837790697674419
0 0.395137532569633 2 8 "GO:0004527;GO:0016796" "exonuclease activity" 1
0 0.0884767779426518 2 5 "GO:0004536" "deoxyribonuclease activity" 0.831764705882353
0 0.433635032824509 2 24 "GO:0004540" "ribonuclease activity" 1
0 0.0205284685618177 2 6 "GO:0004549" "tRNA-specific ribonuclease activity" 0.430208333333333
0 0.910776337444898 4 74 "GO:0004553;GO:0016798" "hydrolase activity, acting on glycosyl bonds" 1
0 0.766487699114766 5 12 "GO:0004559;GO:0015923" "mannosidase activity" 1
0 0.0707981500239692 5 6 "GO:0004560;GO:0015928" "fucosidase activity" 0.736708860759494
0 0.0523522285493014 6 8 "GO:0004565;GO:0015925" "beta-galactosidase activity" 0.647142857142857
0 0.433614530196712 7 7 "GO:0004571;GO:0015924" "mannosyl-oligosaccharide mannosidase activity" 1
0 0.955280831763653 2 40 "GO:0004601" "peroxidase activity" 1
0 0.137309651796439 5 24 "GO:0004620" "phospholipase activity" 0.974747474747475
0 0.14893335273351 5 8 "GO:0004623" "phospholipase A2 activity" 0.975961538461538
0 0.254558603603664 4 6 "GO:0004659" "prenyltransferase activity" 1
0 0.283696495228113 2 335 "GO:0004672" "protein kinase activity" 1
0 0.188411256823349 2 68 "GO:0004674" "protein serine/threonine kinase activity" 1
0 0.586728960675365 3 5 "GO:0004697" "protein kinase C activity" 1
0 0.0380929967691177 3 7 "GO:0004707" "MAP kinase activity" 0.570491803278688
0 0.498152366281591 2 54 "GO:0004713" "protein tyrosine kinase activity" 1
0 0.96961947705108 2 14 "GO:0004714" "transmembrane receptor protein tyrosine kinase activity" 1
0 0.631717343413876 2 57 "GO:0004721" "phosphoprotein phosphatase activity" 1
0 0.74793450363509 2 46 "GO:0004725" "protein tyrosine phosphatase activity" 1
0 0.468062753614981 2 12 "GO:0004806" "triglyceride lipase activity" 1
0 0.112320970271237 3 15 "GO:0004812;GO:0016875" "ligase activity, forming carbon-oxygen bonds" 0.928888888888889
0 0.416158206689491 3 68 "GO:0004842;GO:0019787" "ubiquitin-protein transferase activity" 1
0 0.886239538410554 2 44 "GO:0004843;GO:0008242;GO:0101005" "omega peptidase activity" 1
