name	term	lev	seq	value
"carboxylic ester hydrolase activity"	GO:0052689	3	g69611	-0.538649849285677
"carboxylic ester hydrolase activity"	GO:0052689	3	g36616	-0.370206355626862
"carboxylic ester hydrolase activity"	GO:0052689	3	g58163	-0.267984379534554
"carboxylic ester hydrolase activity"	GO:0052689	3	adi2mcaRNA30835_R0	-0.153389595879972
"carboxylic ester hydrolase activity"	GO:0052689	3	g49629	0.83269417209531
"carboxylic ester hydrolase activity"	GO:0052689	3	g44894	0.583858987649249
"carboxylic ester hydrolase activity"	GO:0052689	3	g29962	0.416287137621067
"carboxylic ester hydrolase activity"	GO:0052689	3	g49908	0.533487114261648
"carboxylic ester hydrolase activity"	GO:0052689	3	g30002	0.489106045081702
"carboxylic ester hydrolase activity"	GO:0052689	3	g8788	-0.342622029838482
"carboxylic ester hydrolase activity"	GO:0052689	3	adi2mcaRNA29127_R2	0.20902135699076
"carboxylic ester hydrolase activity"	GO:0052689	3	g29986	0.0920984246175531
"carboxylic ester hydrolase activity"	GO:0052689	3	g63074	-0.162799728585972
"carboxylic ester hydrolase activity"	GO:0052689	3	g29987	0.00160400493910583
"carboxylic ester hydrolase activity"	GO:0052689	3	g21714	-0.322950719493352
"carboxylic ester hydrolase activity"	GO:0052689	3	adi2mcaRNA29127_R4	0.616187182911415
"carboxylic ester hydrolase activity"	GO:0052689	3	g39596	0.365269070178442
"carboxylic ester hydrolase activity"	GO:0052689	3	adi2mcaRNA29127_R3	0
"carboxylic ester hydrolase activity"	GO:0052689	3	g29961	0
"carboxylic ester hydrolase activity"	GO:0052689	3	g67931	0
"carboxylic ester hydrolase activity"	GO:0052689	3	g49197	0
"carboxylic ester hydrolase activity"	GO:0052689	3	g33740	0
"carboxylic ester hydrolase activity"	GO:0052689	3	g33743	0
"carboxylic ester hydrolase activity"	GO:0052689	3	adi2mcaRNA10569_R2	0
"carboxylic ester hydrolase activity"	GO:0052689	3	adi2mcaRNA5086_R1	0
"carboxylic ester hydrolase activity"	GO:0052689	3	g33742	0
"carboxylic ester hydrolase activity"	GO:0052689	3	g34417	0
"carboxylic ester hydrolase activity"	GO:0052689	3	adi2mcaRNA16004_R0	0
"inorganic cation transmembrane transporter activity"	GO:0022890;GO:0008324	4	adi2mcaRNA16924_R2	-0.878275371675899
"inorganic cation transmembrane transporter activity"	GO:0022890;GO:0008324	4	g35939	-0.784110845765413
"inorganic cation transmembrane transporter activity"	GO:0022890;GO:0008324	4	g62628	-0.727023444603179
"inorganic cation transmembrane transporter activity"	GO:0022890;GO:0008324	4	g26226	-0.647950427864956
"inorganic cation transmembrane transporter activity"	GO:0022890;GO:0008324	4	adi2mcaRNA7058_R0	-0.557851467613945
"inorganic cation transmembrane transporter activity"	GO:0022890;GO:0008324	4	g49855	-0.550080491082815
"inorganic cation transmembrane transporter activity"	GO:0022890;GO:0008324	4	g32699	-0.569565136525344
"inorganic cation transmembrane transporter activity"	GO:0022890;GO:0008324	4	g10123	-0.423928393493368
"inorganic cation transmembrane transporter activity"	GO:0022890;GO:0008324	4	g29264	-0.618197606207821
"inorganic cation transmembrane transporter activity"	GO:0022890;GO:0008324	4	g15725	-0.372136236453033
"inorganic cation transmembrane transporter activity"	GO:0022890;GO:0008324	4	g25247	-0.335372953889742
