"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.640777933785043 2 12 "GO:0000075;GO:0045786" "negative regulation of cell cycle" 1
0 0.953434317793071 3 9 "GO:0000077;GO:0031570" "DNA integrity checkpoint" 1
0 0.332783014424934 3 11 "GO:0000226" "microtubule cytoskeleton organization" 1
0 0.659981355783955 2 8 "GO:0000278" "mitotic cell cycle" 1
0 0.0211357463498292 4 10 "GO:0000387" "spliceosomal snRNP assembly" 0.530882352941176
0 0.0698047617583707 3 32 "GO:0000398;GO:0000377;GO:0000375;GO:0008380" "RNA splicing" 0.861016949152542
0 0.483119455891661 2 14 "GO:0000413;GO:0018208" "protein peptidyl-prolyl isomerization" 1
0 5.41231249497503e-06 6 18 "GO:0000723;GO:0032200;GO:0060249" "anatomical structure homeostasis" 0.025
0 0.685853931433352 2 5 "GO:0000725" "recombinational repair" 1
0 0.117690205503216 7 9 "GO:0000956;GO:0006402;GO:0006401" "RNA catabolic process" 1
0 0.540947967193849 6 14 "GO:0001510" "RNA methylation" 1
0 0.0384227831819516 7 11 "GO:0001522" "pseudouridine synthesis" 0.815384615384615
0 0.413324389704053 4 7 "GO:0001822;GO:0048513" "animal organ development" 1
0 0.435768858445335 7 6 "GO:0001932;GO:0042325" "regulation of phosphorylation" 1
0 0.519495627033685 8 6 "GO:0002098;GO:0002097" "tRNA wobble base modification" 1
0 0.00536346479628099 2 48 "GO:0005975" "carbohydrate metabolic process" 0.382142857142857
0 0.226759854268284 2 12 "GO:0005996" "monosaccharide metabolic process" 1
0 0.00983930669985826 3 5 "GO:0006091" "generation of precursor metabolites and energy" 0.44
0 0.793747053210472 2 6 "GO:0006099" "tricarboxylic acid cycle" 1
0 8.17417129438837e-05 2 80 "GO:0006259" "DNA metabolic process" 0.0166666666666667
0 0.266445554377083 3 11 "GO:0006260" "DNA replication" 1
0 0.475759672655874 3 33 "GO:0006281" "DNA repair" 1
0 0.805968601250428 6 7 "GO:0006302" "double-strand break repair" 1
0 0.00168812675314489 5 20 "GO:0006310" "DNA recombination" 0.175
0 0.822317762670947 2 13 "GO:0006325" "chromatin organization" 1
0 0.540374946955581 3 5 "GO:0006338" "chromatin remodeling" 1
0 0.0139291305907871 4 17 "GO:0006351;GO:0097659" "transcription, DNA-templated" 0.474
0 0.296481142812856 3 9 "GO:0006352" "DNA-templated transcription, initiation" 1
0 0.00795542916663821 4 60 "GO:0006355;GO:1903506;GO:2001141;GO:0051252;GO:0019219" "regulation of RNA metabolic process" 0.45
0 0.417084428057736 2 15 "GO:0006357" "regulation of transcription by RNA polymerase II" 1
0 0.845211127169513 7 15 "GO:0006364;GO:0016072" "rRNA metabolic process" 1
0 0.104214662217466 2 5 "GO:0006366" "transcription by RNA polymerase II" 0.995138888888889
0 0.33797170512613 7 5 "GO:0006368;GO:0006354" "transcription elongation from RNA polymerase II promoter" 1
0 0.222755142783175 4 87 "GO:0006396" "RNA processing" 1
0 0.0195892510004874 2 40 "GO:0006397" "mRNA processing" 0.532258064516129
0 0.829366258692234 7 9 "GO:0006400" "tRNA modification" 1
0 0.0782074550486695 3 38 "GO:0006412;GO:0043043;GO:0043604" "amide biosynthetic process" 0.89453125
0 0.0346292667617174 3 8 "GO:0006417;GO:0010608;GO:0034248" "regulation of translation" 0.772368421052632
0 0.790483936509716 2 18 "GO:0006457" "protein folding" 1
0 0.00284931871094127 3 130 "GO:0006464;GO:0036211" "protein modification process" 0.255555555555556
0 3.79976265556759e-05 5 63 "GO:0006486;GO:0043413;GO:0070085" "protein glycosylation" 0.01
0 0.196163334604752 2 11 "GO:0006487" "protein N-linked glycosylation" 1
0 0.0479345921547554 5 9 "GO:0006506;GO:0006497;GO:0006505;GO:0006661;GO:0009247;GO:0006664;GO:1903509" "phosphatidylinositol biosynthetic process" 0.845555555555556
0 0.0125429360092379 4 98 "GO:0006508" "proteolysis" 0.490909090909091
0 0.481978652776073 4 24 "GO:0006511;GO:0019941;GO:0043632;GO:0051603" "proteolysis involved in cellular protein catabolic process" 1
0 0.43098216541275 2 5 "GO:0006513" "protein monoubiquitination" 1
