"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.827173031724334 5 9 "GO:0000077;GO:0031570" "DNA damage checkpoint" 1
0 0.00450590115824639 2 11 "GO:0000226" "microtubule cytoskeleton organization" 0.176785714285714
0 0.0176743345855174 3 8 "GO:0000278" "mitotic cell cycle" 0.373255813953488
0 0.42527792815916 2 10 "GO:0000387" "spliceosomal snRNP assembly" 1
0 0.286530938367368 8 32 "GO:0000398;GO:0000377;GO:0000375;GO:0008380" "RNA splicing" 0.920496894409938
0 0.0384168214732183 3 14 "GO:0000413;GO:0018208" "protein peptidyl-prolyl isomerization" 0.48828125
0 0.0504382083223026 3 18 "GO:0000723;GO:0032200;GO:0060249" "anatomical structure homeostasis" 0.565753424657534
0 0.771395987909185 4 5 "GO:0000725" "recombinational repair" 1
0 0.868054399741882 3 5 "GO:0000902" "cell morphogenesis" 1
0 0.485314809473381 5 9 "GO:0000956;GO:0006402;GO:0006401" "RNA catabolic process" 1
0 0.000455896801603552 2 14 "GO:0001510" "RNA methylation" 0.0323529411764706
0 0.505508531312495 2 11 "GO:0001522" "pseudouridine synthesis" 1
0 0.386257007193387 3 7 "GO:0001822;GO:0048513" "animal organ development" 0.998595505617977
0 0.0745197345391649 5 6 "GO:0001932;GO:0042325" "regulation of phosphorylation" 0.66453488372093
0 0.173695790875861 2 6 "GO:0002098;GO:0002097" "tRNA wobble uridine modification" 0.830859375
0 0.31430078518918 2 48 "GO:0005975" "carbohydrate metabolic process" 0.935928143712575
0 0.571959911797767 2 12 "GO:0005996" "monosaccharide metabolic process" 1
0 0.0908470007318606 2 5 "GO:0006091" "generation of precursor metabolites and energy" 0.685204081632653
0 0.0485654996557179 2 6 "GO:0006099" "tricarboxylic acid cycle" 0.572857142857143
0 0.284289848838397 2 80 "GO:0006259" "DNA metabolic process" 0.9225
0 0.318775950594991 4 11 "GO:0006260" "DNA replication" 0.939583333333333
0 0.954495400659344 3 33 "GO:0006281" "DNA repair" 1
0 0.454166583454213 4 7 "GO:0006302" "double-strand break repair" 1
0 0.194740898893794 3 20 "GO:0006310" "DNA recombination" 0.855970149253731
0 0.633022090301152 2 13 "GO:0006325" "chromatin organization" 1
0 0.116991116050729 2 17 "GO:0006351;GO:0097659" "transcription, DNA-templated" 0.736818181818182
0 0.123989483067853 3 9 "GO:0006352" "DNA-templated transcription, initiation" 0.743421052631579
0 0.483878022070548 5 60 "GO:0006355;GO:1903506;GO:2001141;GO:0051252;GO:0019219" "regulation of RNA metabolic process" 1
0 0.545593155106527 3 15 "GO:0006357" "regulation of transcription by RNA polymerase II" 1
0 0.454181115659459 7 15 "GO:0006364;GO:0016072" "rRNA metabolic process" 1
0 0.0044433768707224 5 5 "GO:0006366" "transcription by RNA polymerase II" 0.17962962962963
0 0.213996703010306 4 5 "GO:0006367" "transcription initiation from RNA polymerase II promoter" 0.884892086330935
0 0.835607175529571 2 87 "GO:0006396" "RNA processing" 1
0 0.199875263052725 4 40 "GO:0006397" "mRNA processing" 0.863333333333333
0 0.102175085911502 3 9 "GO:0006400" "tRNA modification" 0.722815533980583
0 5.64693334870477e-28 3 38 "GO:0006412;GO:0043043;GO:0043604" "amide biosynthetic process" 0
0 0.250157015876918 3 8 "GO:0006417;GO:0010608;GO:0034248" "posttranscriptional regulation of gene expression" 0.904966887417219
0 0.165497383618105 2 18 "GO:0006457" "protein folding" 0.830241935483871
0 0.0789537266327569 4 130 "GO:0006464;GO:0036211" "cellular protein modification process" 0.667977528089888
0 0.238059302466751 3 63 "GO:0006486;GO:0043413;GO:0070085" "macromolecule glycosylation" 0.913448275862069
0 0.0232904367909344 2 11 "GO:0006487" "protein N-linked glycosylation" 0.4
0 0.598781972837699 3 9 "GO:0006506;GO:0006497;GO:0006505;GO:0006661;GO:0009247;GO:0006664;GO:1903509" "phosphatidylinositol biosynthetic process" 1
0 0.236034606724058 2 98 "GO:0006508" "proteolysis" 0.916319444444444
0 0.0135366108048579 6 24 "GO:0006511;GO:0019941;GO:0043632;GO:0051603" "proteolysis involved in cellular protein catabolic process" 0.342105263157895
0 0.273166927957437 9 5 "GO:0006513" "protein monoubiquitination" 0.917197452229299
0 1.45303573519305e-24 4 46 "GO:0006518;GO:0043603" "cellular amide metabolic process" 0
0 0.30959153832983 4 32 "GO:0006520" "cellular amino acid metabolic process" 0.937575757575758
0 0.400965041293607 2 8 "GO:0006575" "cellular modified amino acid metabolic process" 1
0 0.000654774768568093 2 7 "GO:0006605" "protein targeting" 0.0416666666666667
0 0.86942834010238 2 80 "GO:0006629" "lipid metabolic process" 1
0 0.0842314805851622 2 5 "GO:0006631" "fatty acid metabolic process" 0.668617021276596
0 0.646439357746363 2 10 "GO:0006643;GO:0046467" "membrane lipid metabolic process" 1
0 0.595465258633075 2 26 "GO:0006644" "phospholipid metabolic process" 1
0 0.61523437229909 3 21 "GO:0006650;GO:0046486" "glycerolipid metabolic process" 1
