"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.318846741723695 5 6 "GO:0000030" "mannosyltransferase activity" 0.992937853107345
0 0.0397674931851265 5 11 "GO:0000049" "tRNA binding" 0.533333333333333
0 0.154063838631439 6 7 "GO:0000062;GO:0120227;GO:1901567" "acyl-CoA binding" 0.776258992805755
0 0.060955448973831 2 445 "GO:0000166;GO:0036094;GO:1901265" "small molecule binding" 0.637647058823529
0 0.00903120208285419 5 36 "GO:0000287" "magnesium ion binding" 0.281707317073171
0 0.433687467512195 5 21 "GO:0000295;GO:0005346;GO:0008514;GO:0015216;GO:1901505;GO:0015215;GO:0015605;GO:0015932" "nucleobase-containing compound transmembrane transporter activity" 1
0 0.340430829768558 2 10 "GO:0000976;GO:0001067;GO:1990837" "sequence-specific double-stranded DNA binding" 1
0 0.359489976626843 6 6 "GO:0000977" "RNA polymerase II transcription regulatory region sequence-specific DNA binding" 1
0 0.167145551899382 2 86 "GO:0000981" "DNA-binding transcription factor activity, RNA polymerase II-specific" 0.803169014084507
0 0.484397888832092 2 6 "GO:0001733;GO:0050694" "galactosylceramide sulfotransferase activity" 1
0 0.809787339209271 4 320 "GO:0003677" "DNA binding" 1
0 0.977029362065896 2 11 "GO:0003678" "DNA helicase activity" 1
0 0.264596870556747 2 11 "GO:0003682" "chromatin binding" 0.939583333333333
0 0.302734873885771 5 11 "GO:0003684" "damaged DNA binding" 0.978285714285714
0 0.621733779478013 5 13 "GO:0003690" "double-stranded DNA binding" 1
0 0.71323986933435 2 10 "GO:0003697" "single-stranded DNA binding" 1
0 0.0100080706655018 2 178 "GO:0003700" "DNA-binding transcription factor activity" 0.277777777777778
0 0.799475958372434 2 32 "GO:0003712" "transcription coregulator activity" 1
0 0.101463362918029 3 7 "GO:0003713" "transcription coactivator activity" 0.691666666666667
0 0.18416055184224 4 245 "GO:0003723" "RNA binding" 0.827181208053691
0 0.0301682768891398 2 9 "GO:0003729" "mRNA binding" 0.501612903225806
0 3.35123668970379e-27 2 120 "GO:0003735" "structural constituent of ribosome" 0
