"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.322035968445939 3 9 "GO:0000077;GO:0031570" "DNA damage checkpoint" 0.942638036809816
0 0.133399696836422 2 11 "GO:0000226" "microtubule cytoskeleton organization" 0.829207920792079
0 0.0412084058707091 3 8 "GO:0000278" "mitotic cell cycle" 0.57280701754386
0 0.503886230553256 4 10 "GO:0000387" "spliceosomal snRNP assembly" 1
0 0.836566134588582 3 32 "GO:0000398;GO:0000377;GO:0000375;GO:0008380" "RNA splicing" 1
0 0.0505816754914438 3 14 "GO:0000413;GO:0018208" "protein peptidyl-prolyl isomerization" 0.654166666666667
0 0.0783471731170849 5 18 "GO:0000723;GO:0032200;GO:0060249" "anatomical structure homeostasis" 0.745333333333333
0 0.832278369103413 2 5 "GO:0000725" "recombinational repair" 1
0 0.87999462849227 3 5 "GO:0000902" "cell morphogenesis" 1
0 0.524528666942319 4 9 "GO:0000956;GO:0006402;GO:0006401" "RNA catabolic process" 1
0 0.0156986417776598 2 14 "GO:0001510" "RNA methylation" 0.348717948717949
0 0.28804323961023 2 11 "GO:0001522" "pseudouridine synthesis" 0.924038461538462
0 0.546127130680955 4 7 "GO:0001822;GO:0048513" "animal organ development" 1
0 0.0823028684467222 7 6 "GO:0001932;GO:0042325" "regulation of phosphorylation" 0.761038961038961
0 0.642665338710539 3 6 "GO:0002098;GO:0002097" "tRNA wobble uridine modification" 1
0 1.52137599437389e-05 2 48 "GO:0005975" "carbohydrate metabolic process" 0
0 0.0228013087864224 3 12 "GO:0005996" "monosaccharide metabolic process" 0.403191489361702
0 0.0955149175456424 3 5 "GO:0006091" "generation of precursor metabolites and energy" 0.810365853658537
0 0.0273637449531326 2 6 "GO:0006099" "tricarboxylic acid cycle" 0.449
0 0.225460869240342 2 80 "GO:0006259" "DNA metabolic process" 0.900735294117647
0 0.394119184689932 2 11 "GO:0006260" "DNA replication" 0.987570621468927
0 0.902733830176426 3 33 "GO:0006281" "DNA repair" 1
0 0.678859338657003 2 7 "GO:0006302" "double-strand break repair" 1
0 0.123977297927506 3 20 "GO:0006310" "DNA recombination" 0.818367346938776
0 0.958090569069464 4 13 "GO:0006325" "chromatin organization" 1
0 0.17954391962164 4 17 "GO:0006351;GO:0097659" "nucleic acid-templated transcription" 0.850406504065041
0 0.226605828188186 3 9 "GO:0006352" "DNA-templated transcription, initiation" 0.898175182481752
0 0.158637534744549 3 60 "GO:0006355;GO:1903506;GO:2001141;GO:0051252;GO:0019219" "regulation of RNA metabolic process" 0.823275862068966
0 0.642410362296772 3 15 "GO:0006357" "regulation of transcription by RNA polymerase II" 1
0 0.26438481825539 3 15 "GO:0006364;GO:0016072" "rRNA metabolic process" 0.91722972972973
0 0.0103879383723038 2 5 "GO:0006366" "transcription by RNA polymerase II" 0.320689655172414
0 0.395940167387283 2 5 "GO:0006367" "transcription initiation from RNA polymerase II promoter" 0.984550561797753
0 0.905704995372551 3 87 "GO:0006396" "RNA processing" 1
0 0.85342555679156 4 40 "GO:0006397" "mRNA processing" 1
0 0.662720544533006 7 9 "GO:0006400" "tRNA modification" 1
0 4.39776710871827e-20 3 38 "GO:0006412;GO:0043043;GO:0043604" "amide biosynthetic process" 0
0 0.159162754660102 6 8 "GO:0006417;GO:0010608;GO:0034248" "posttranscriptional regulation of gene expression" 0.817521367521368
0 0.0809729490885847 2 18 "GO:0006457" "protein folding" 0.759868421052632
0 0.0918450749400091 3 130 "GO:0006464;GO:0036211" "protein modification process" 0.80625
0 0.154232107676508 3 63 "GO:0006486;GO:0043413;GO:0070085" "macromolecule glycosylation" 0.836486486486486
0 0.025350578202553 3 11 "GO:0006487" "protein N-linked glycosylation" 0.427551020408163
0 0.158499276108296 4 9 "GO:0006506;GO:0006497;GO:0006505;GO:0006661;GO:0009247;GO:0006664;GO:1903509" "phosphatidylinositol biosynthetic process" 0.837280701754386
0 0.00354295040914466 4 98 "GO:0006508" "proteolysis" 0.2
0 0.0900762565742225 3 24 "GO:0006511;GO:0019941;GO:0043632;GO:0051603" "proteolysis involved in cellular protein catabolic process" 0.801898734177215
0 0.710912255868279 8 5 "GO:0006513" "protein monoubiquitination" 1
0 2.12225810487565e-16 4 46 "GO:0006518;GO:0043603" "cellular amide metabolic process" 0
0 0.115060814972139 5 32 "GO:0006520" "cellular amino acid metabolic process" 0.816129032258065
0 0.799154909910526 2 8 "GO:0006575" "cellular modified amino acid metabolic process" 1
0 0.0105418920922502 3 7 "GO:0006605" "protein targeting" 0.316666666666667
0 0.496202714497133 2 80 "GO:0006629" "lipid metabolic process" 1
0 0.158600104673727 5 5 "GO:0006631" "fatty acid metabolic process" 0.830434782608696
0 0.25161913140295 4 10 "GO:0006643;GO:0046467" "membrane lipid metabolic process" 0.910763888888889
0 0.31019871932866 2 26 "GO:0006644" "phospholipid metabolic process" 0.934472049689441
0 0.183652905051445 2 21 "GO:0006650;GO:0046486" "glycerolipid metabolic process" 0.843253968253968
0 0.367929816700666 3 5 "GO:0006744;GO:0006743;GO:1901663;GO:1901661;GO:0042181" "ubiquinone metabolic process" 0.986470588235294
0 0.696323604254921 2 5 "GO:0006749" "glutathione metabolic process" 1
0 0.141366713859311 4 22 "GO:0006753" "nucleoside phosphate metabolic process" 0.819626168224299
0 0.803563044592447 3 13 "GO:0006790" "sulfur compound metabolic process" 1
0 0.293028540671615 4 57 "GO:0006796;GO:0019637;GO:0006793" "phosphorus metabolic process" 0.921518987341772
0 4.41584925607854e-05 4 141 "GO:0006811" "ion transport" 0
0 0.000311832901003799 2 34 "GO:0006812" "cation transport" 0.0222222222222222
0 0.05354690043421 2 6 "GO:0006813" "potassium ion transport" 0.658064516129032
0 0.287151081902813 2 5 "GO:0006836" "neurotransmitter transport" 0.928064516129032
0 0.534517751407402 4 6 "GO:0006839" "mitochondrial transport" 1
0 0.0051319175054203 3 7 "GO:0006857" "oligopeptide transport" 0.255
0 0.012708750473395 7 12 "GO:0006869" "lipid transport" 0.327941176470588
0 0.029419638710954 2 7 "GO:0006875;GO:0055065" "metal ion homeostasis" 0.470192307692308
0 0.0107049657571651 4 5 "GO:0006879;GO:0046916" "cellular iron ion homeostasis" 0.314516129032258
0 0.105858620580105 2 61 "GO:0006886" "intracellular protein transport" 0.843529411764706
0 0.432401269541698 2 6 "GO:0006913;GO:0051169" "nucleocytoplasmic transport" 0.999459459459459
0 0.927239641027443 2 50 "GO:0006974;GO:0033554;GO:0006950;GO:0051716" "response to stress" 1
0 0.0657935170586316 2 63 "GO:0006996" "organelle organization" 0.687857142857143
0 0.244738346069351 4 7 "GO:0007005" "mitochondrion organization" 0.905633802816901
0 0.0667440478583425 5 14 "GO:0007010" "cytoskeleton organization" 0.685915492957747
0 0.0117320429578262 2 40 "GO:0007017" "microtubule-based process" 0.33125
0 0.0578181495422828 2 17 "GO:0007018;GO:0006928" "microtubule-based movement" 0.650757575757576
0 0.563545424566065 2 15 "GO:0007034" "vacuolar transport" 1
0 0.153028088083462 2 11 "GO:0007049" "cell cycle" 0.842727272727273
0 0.140980828668015 5 9 "GO:0007051" "spindle organization" 0.82688679245283
0 0.057442351919305 2 6 "GO:0007062" "sister chromatid cohesion" 0.657692307692308
