"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.276628752289728 2 6 "GO:0000030" "mannosyltransferase activity" 1
0 0.407465248590874 5 11 "GO:0000049" "tRNA binding" 1
0 0.732354982103952 3 7 "GO:0000062;GO:0120227;GO:1901567" "acyl-CoA binding" 1
0 0.320559760623977 5 36 "GO:0000287" "magnesium ion binding" 1
0 0.44936478352097 8 21 "GO:0000295;GO:0005346;GO:0008514;GO:0015216;GO:0015215;GO:0015605;GO:0015932;GO:1901505" "nucleobase-containing compound transmembrane transporter activity" 1
0 0.0848191892684422 4 10 "GO:0000976;GO:0001067;GO:1990837" "sequence-specific double-stranded DNA binding" 0.862820512820513
0 0.0170386657439223 2 6 "GO:0000977" "RNA polymerase II transcription regulatory region sequence-specific DNA binding" 0.36046511627907
0 5.22323791384077e-07 2 86 "GO:0000981" "DNA-binding transcription factor activity, RNA polymerase II-specific" 0
0 0.0142381422243754 5 6 "GO:0001733;GO:0050694" "galactose 3-O-sulfotransferase activity" 0.323809523809524
0 8.46002478160555e-08 2 320 "GO:0003677" "DNA binding" 0
0 0.642072602856869 3 11 "GO:0003678" "DNA helicase activity" 1
0 0.0756811244305053 2 11 "GO:0003682" "chromatin binding" 0.834931506849315
0 0.80416642072341 2 11 "GO:0003684" "damaged DNA binding" 1
0 0.0557845067695767 5 13 "GO:0003690" "double-stranded DNA binding" 0.71875
0 0.218617908026517 5 10 "GO:0003697" "single-stranded DNA binding" 1
0 5.44377320928358e-09 2 178 "GO:0003700" "DNA-binding transcription factor activity" 0
0 0.830574575791853 2 32 "GO:0003712" "transcription coregulator activity" 1
0 0.381162473021624 2 7 "GO:0003713" "transcription coactivator activity" 1
0 0.785350580905633 4 245 "GO:0003723" "RNA binding" 1
0 0.193662050661773 5 9 "GO:0003729" "mRNA binding" 1
0 8.16279406534875e-08 2 120 "GO:0003735" "structural constituent of ribosome" 0
0 0.122359380054267 2 33 "GO:0003743" "translation initiation factor activity" 0.909278350515464
0 0.0586743877685369 2 9 "GO:0003746" "translation elongation factor activity" 0.737692307692308
0 0.434075398010443 3 25 "GO:0003755;GO:0016859" "cis-trans isomerase activity" 1
0 0.0249245768440814 3 7 "GO:0003756;GO:0016864" "protein disulfide isomerase activity" 0.463265306122449
0 0.455853484117208 3 84 "GO:0003774" "motor activity" 1
0 0.888879424818269 2 61 "GO:0003777" "microtubule motor activity" 1
0 0.0763419077906085 3 47 "GO:0003779" "actin binding" 0.832432432432432
0 0.00510330313568996 4 5 "GO:0003785" "actin monomer binding" 0.179032258064516
0 0.227580583576282 2 5 "GO:0003857" "3-hydroxyacyl-CoA dehydrogenase activity" 1
0 0.640694677152018 4 8 "GO:0003899;GO:0034062;GO:0097747" "DNA-directed 5'-3' RNA polymerase activity" 1
0 0.106255543110939 2 166 "GO:0003924" "GTPase activity" 0.903977272727273
0 0.644320082523328 2 19 "GO:0003950" "NAD+ ADP-ribosyltransferase activity" 1
0 0.0108743314934592 2 13 "GO:0003951" "NAD+ kinase activity" 0.285135135135135
0 0.000635209726131398 2 16 "GO:0003964" "RNA-directed DNA polymerase activity" 0.0425
0 0.0662605732482784 3 6 "GO:0003993" "acid phosphatase activity" 0.784782608695652
0 0.647525620057151 2 8 "GO:0003995" "acyl-CoA dehydrogenase activity" 1
0 0.867676178851195 2 6 "GO:0004017" "adenylate kinase activity" 1
0 0.0965053405510412 5 17 "GO:0004089" "carbonate dehydratase activity" 0.89578313253012
0 0.185872224864231 3 25 "GO:0004096" "catalase activity" 1
0 0.928301991183796 2 11 "GO:0004114;GO:0004112" "cyclic-nucleotide phosphodiesterase activity" 1
0 0.077829815562866 2 10 "GO:0004129;GO:0015002;GO:0016676;GO:0016675" "cytochrome-c oxidase activity" 0.836666666666667
0 0.156041110402102 2 10 "GO:0004144" "diacylglycerol O-acyltransferase activity" 0.91
0 0.410001725286002 3 192 "GO:0004175" "endopeptidase activity" 1
0 0.547011624853222 2 8 "GO:0004176" "ATP-dependent peptidase activity" 1
0 0.508979542388584 2 17 "GO:0004181;GO:0004180" "carboxypeptidase activity" 1
0 0.0514977665095138 5 14 "GO:0004190;GO:0070001" "aspartic-type endopeptidase activity" 0.682539682539683
0 0.562843380318787 2 22 "GO:0004197;GO:0008234" "cysteine-type peptidase activity" 1
0 0.107757483082466 3 7 "GO:0004198" "calcium-dependent cysteine-type endopeptidase activity" 0.90561797752809
0 0.115301986592864 2 81 "GO:0004222" "metalloendopeptidase activity" 0.896276595744681
0 0.83164322752046 3 67 "GO:0004252;GO:0008236;GO:0017171" "serine hydrolase activity" 1
