"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.842927795055781 7 9 "GO:0000077;GO:0031570" "DNA damage checkpoint" 1
0 0.427322574484552 3 11 "GO:0000226" "microtubule cytoskeleton organization" 1
0 0.783134903692547 2 8 "GO:0000278" "mitotic cell cycle" 1
0 0.740489675461166 2 10 "GO:0000387" "spliceosomal snRNP assembly" 1
0 0.918838599625381 8 32 "GO:0000398;GO:0000377;GO:0000375;GO:0008380" "RNA splicing" 1
0 0.708812097538969 5 14 "GO:0000413;GO:0018208" "protein peptidyl-prolyl isomerization" 1
0 0.000123329753232506 5 18 "GO:0000723;GO:0032200;GO:0060249" "anatomical structure homeostasis" 0.025
0 0.413091836325219 6 5 "GO:0000725" "recombinational repair" 1
0 0.747399196511882 3 5 "GO:0000902" "cell morphogenesis" 1
0 0.482386946882282 6 9 "GO:0000956;GO:0006402;GO:0006401" "RNA catabolic process" 1
0 0.973482931903091 6 14 "GO:0001510" "RNA methylation" 1
0 0.355669916698892 3 11 "GO:0001522" "pseudouridine synthesis" 1
0 0.182886964451351 2 7 "GO:0001822;GO:0048513" "animal organ development" 1
0 0.35771486734543 3 6 "GO:0001932;GO:0042325" "regulation of protein phosphorylation" 1
0 0.54422899771031 5 6 "GO:0002098;GO:0002097" "tRNA wobble uridine modification" 1
0 0.00028911907829596 2 48 "GO:0005975" "carbohydrate metabolic process" 0.0363636363636364
0 0.0365516561032486 2 12 "GO:0005996" "monosaccharide metabolic process" 0.646590909090909
0 0.358667850467044 2 5 "GO:0006091" "generation of precursor metabolites and energy" 1
0 0.0581008479027528 2 6 "GO:0006099" "tricarboxylic acid cycle" 0.81764705882353
0 0.00154843433325857 4 80 "GO:0006259" "DNA metabolic process" 0.0764705882352941
0 0.454864172116701 2 11 "GO:0006260" "DNA replication" 1
0 0.887766027497898 4 33 "GO:0006281" "DNA repair" 1
0 0.649219459742112 6 7 "GO:0006302" "double-strand break repair" 1
0 0.0117936336361166 2 20 "GO:0006310" "DNA recombination" 0.307575757575758
0 0.853039552610664 4 13 "GO:0006325" "chromatin organization" 1
0 0.299334265260509 5 17 "GO:0006351;GO:0097659" "nucleic acid-templated transcription" 1
0 0.856487249943314 3 9 "GO:0006352" "DNA-templated transcription, initiation" 1
0 0.0582094102973162 4 60 "GO:0006355;GO:1903506;GO:2001141;GO:0051252;GO:0019219" "regulation of RNA metabolic process" 0.802884615384615
0 0.0962181191152063 2 15 "GO:0006357" "regulation of transcription by RNA polymerase II" 1
0 0.898653882451489 2 15 "GO:0006364;GO:0016072" "rRNA processing" 1
0 0.102269587986232 2 5 "GO:0006366" "transcription by RNA polymerase II" 1
0 0.73328328702568 2 5 "GO:0006367" "transcription initiation from RNA polymerase II promoter" 1
0 0.266812891301845 3 5 "GO:0006368;GO:0006354" "DNA-templated transcription, elongation" 1
0 0.995773038411218 2 87 "GO:0006396" "RNA processing" 1
0 0.941612298060043 2 40 "GO:0006397" "mRNA processing" 1
0 0.581618270065516 2 9 "GO:0006400" "tRNA modification" 1
0 0.00229340017320736 3 38 "GO:0006412;GO:0043043;GO:0043604" "amide biosynthetic process" 0.102380952380952
0 0.773867127902792 6 8 "GO:0006417;GO:0010608;GO:0034248" "posttranscriptional regulation of gene expression" 1
0 0.370639618597417 2 18 "GO:0006457" "protein folding" 1
0 0.7915627502638 2 130 "GO:0006464;GO:0036211" "cellular protein modification process" 1
0 0.277735687734575 2 63 "GO:0006486;GO:0043413;GO:0070085" "protein glycosylation" 1
0 0.0686647559648088 3 11 "GO:0006487" "protein N-linked glycosylation" 0.831034482758621
0 0.0124513312962114 3 9 "GO:0006506;GO:0006497;GO:0006505;GO:0006661;GO:0009247;GO:0006664;GO:1903509" "phosphatidylinositol biosynthetic process" 0.304285714285714
0 5.02377172479139e-05 3 98 "GO:0006508" "proteolysis" 0.0333333333333333
0 0.799351971274207 4 24 "GO:0006511;GO:0019941;GO:0043632;GO:0051603" "proteolysis involved in cellular protein catabolic process" 1
0 0.311300013194259 2 5 "GO:0006513" "protein monoubiquitination" 1
0 0.00412947938301208 2 46 "GO:0006518;GO:0043603" "cellular amide metabolic process" 0.15
0 0.174875839167024 2 32 "GO:0006520" "cellular amino acid metabolic process" 1
0 0.303571855909533 3 8 "GO:0006575" "cellular modified amino acid metabolic process" 1
0 0.81869069707221 5 7 "GO:0006605" "protein targeting" 1
