"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.736229496562704 7 9 "GO:0000077;GO:0031570" "DNA damage checkpoint" 1
0 0.295624524045337 2 11 "GO:0000226" "microtubule cytoskeleton organization" 1
0 0.339920285099644 3 8 "GO:0000278" "mitotic cell cycle" 1
0 0.000329768671363134 7 10 "GO:0000387" "spliceosomal snRNP assembly" 0.025
0 6.18323643772692e-06 3 32 "GO:0000398;GO:0000377;GO:0000375;GO:0008380" "RNA splicing" 0
0 0.185045137624891 6 14 "GO:0000413;GO:0018208" "peptidyl-proline modification" 0.979910714285714
0 0.00289460788558921 5 18 "GO:0000723;GO:0032200;GO:0060249" "anatomical structure homeostasis" 0.16
0 0.719044627928317 3 5 "GO:0000725" "recombinational repair" 1
0 0.17132899812066 4 9 "GO:0000956;GO:0006402;GO:0006401" "RNA catabolic process" 0.965277777777778
0 0.0307983457788112 6 14 "GO:0001510" "RNA methylation" 0.6725
0 0.0296975728537711 3 11 "GO:0001522" "pseudouridine synthesis" 0.723611111111111
0 0.771637147106541 4 7 "GO:0001822;GO:0048513" "animal organ development" 1
0 0.185120624724134 6 6 "GO:0001932;GO:0042325" "regulation of phosphorylation" 0.97212389380531
0 0.728571996078704 2 6 "GO:0002098;GO:0002097" "tRNA wobble uridine modification" 1
0 0.197339842285515 2 48 "GO:0005975" "carbohydrate metabolic process" 0.990434782608696
0 0.216901391782753 2 12 "GO:0005996" "monosaccharide metabolic process" 1
0 0.0111939581152337 2 5 "GO:0006091" "generation of precursor metabolites and energy" 0.404
0 0.661933275153886 3 6 "GO:0006099" "tricarboxylic acid cycle" 1
0 0.0660781378525574 4 80 "GO:0006259" "DNA metabolic process" 0.838793103448276
0 0.265770469758785 3 11 "GO:0006260" "DNA replication" 1
0 0.646532642515308 2 33 "GO:0006281" "DNA repair" 1
0 0.756674290448047 2 7 "GO:0006302" "double-strand break repair" 1
0 0.174951877266291 2 20 "GO:0006310" "DNA recombination" 0.962272727272727
