"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.22683896498147 3 9 "GO:0000145" "exocyst" 1
0 0.219200193804221 3 8 "GO:0000151" "ubiquitin ligase complex" 1
0 0.0845079031038368 2 45 "GO:0000786;GO:0032993;GO:0044815" "protein-DNA complex" 1
0 0.433817131432465 2 14 "GO:0005667" "transcription regulator complex" 1
0 0.222840766850561 2 6 "GO:0005669" "transcription factor TFIID complex" 1
0 0.0346372392021442 5 7 "GO:0005730" "nucleolus" 1
0 0.0527245533041054 2 75 "GO:0005737" "cytoplasm" 1
0 0.609443396565254 3 27 "GO:0005739" "mitochondrion" 0.992307692307692
0 0.0234264005113721 5 6 "GO:0005777;GO:0042579" "microbody" 1
0 0.283548706226838 2 9 "GO:0005829" "cytosol" 1
0 0.164306939461934 2 24 "GO:0005856" "cytoskeleton" 1
0 0.170129223736102 2 9 "GO:0005875" "microtubule associated complex" 1
0 0.128941290473071 4 8 "GO:0015935" "small ribosomal subunit" 1
0 0.155537255420069 3 5 "GO:0016592" "mediator complex" 1
0 0.0777686277100347 3 5 "GO:0031301;GO:0031300" "intrinsic component of organelle membrane" 1
0 0.24309901838243 3 6 "GO:0033178" "proton-transporting two-sector ATPase complex, catalytic domain" 1
0 0.010848465304755 2 69 "GO:0043232;GO:0043228" "intracellular non-membrane-bounded organelle" 1
0 0.176664378250258 2 12 "GO:0044391" "ribosomal subunit" 1
0 0.338771095228463 3 10 "GO:0090575" "RNA polymerase II transcription regulator complex" 1
0 0.420928464955444 2 55 "GO:0098796" "membrane protein complex" 1
0 0.115925374967726 3 11 "GO:0098797" "plasma membrane protein complex" 1
0 0.232553276769536 2 18 "GO:0098798" "mitochondrial protein-containing complex" 1
0 0.282663005200413 2 12 "GO:0099023" "vesicle tethering complex" 1
0 0.634367738642582 2 70 "GO:0140513" "nuclear protein-containing complex" 0.959259259259259
0 0.543755386872794 2 34 "GO:0140535" "intracellular protein-containing complex" 1
0 0.64172384904978 2 73 "GO:1902494" "catalytic complex" 0.925
0 0.531169468830753 3 32 "GO:1990234" "transferase complex" 1
0 0.299801927326775 2 29 "GO:1990904" "ribonucleoprotein complex" 1
0 1 4 7 "GO:0000123" "histone acetyltransferase complex" 1
0 1 2 14 "GO:0000139" "Golgi membrane" 1
0 1 4 9 "GO:0000276;GO:0045263;GO:0033177" "proton-transporting two-sector ATPase complex, proton-transporting domain" 1
0 1 3 5 "GO:0000502" "proteasome complex" 1
0 1 2 33 "GO:0005576" "extracellular region" 1
0 1 3 8 "GO:0005643" "nuclear pore" 1
0 1 3 8 "GO:0005681" "spliceosomal complex" 1
0 1 2 10 "GO:0005743;GO:0019866" "mitochondrial inner membrane" 1
0 1 3 5 "GO:0005773" "vacuole" 1
0 1 3 13 "GO:0005783" "endoplasmic reticulum" 1
0 1 4 10 "GO:0005789" "endoplasmic reticulum membrane" 1
0 1 3 8 "GO:0005813" "centrosome" 1
0 1 2 10 "GO:0005815" "microtubule organizing center" 1
0 1 2 29 "GO:0005840" "ribosome" 1
0 1 4 13 "GO:0005874;GO:0099513;GO:0099512;GO:0099081" "supramolecular fiber" 1
0 1 2 6 "GO:0005885" "Arp2/3 protein complex" 1
0 1 3 9 "GO:0005886" "plasma membrane" 1
0 1 3 5 "GO:0030286" "dynein complex" 1
0 1 2 40 "GO:0031090" "organelle membrane" 1
0 1 4 9 "GO:0031248;GO:1902493" "acetyltransferase complex" 1
0 1 4 6 "GO:0031410;GO:0097708;GO:0031982" "cytoplasmic vesicle" 1
0 1 4 14 "GO:0031966" "mitochondrial membrane" 1
0 1 2 7 "GO:0034703;GO:0034702;GO:1902495;GO:1990351" "transmembrane transporter complex" 1
0 1 4 5 "GO:0034708" "methyltransferase complex" 1
0 1 5 5 "GO:0055029;GO:0000428;GO:0030880" "nuclear DNA-directed RNA polymerase complex" 1
0 1 2 7 "GO:0061695" "transferase complex, transferring phosphorus-containing groups" 1
0 1 2 5 "GO:0070461" "SAGA-type complex" 1
0 1 4 21 "GO:0098588" "bounding membrane of organelle" 1
0 1 3 14 "GO:0098800" "inner mitochondrial membrane protein complex" 1
0 1 3 7 "GO:0098803;GO:1990204" "oxidoreductase complex" 1
0 1 2 17 "GO:0099080" "supramolecular complex" 1
0 1 2 5 "GO:0120025;GO:0042995" "plasma membrane bounded cell projection" 1
0 1 2 9 "GO:0140534" "endoplasmic reticulum protein-containing complex" 1
0 1 2 14 "GO:1905368" "peptidase complex" 1
0 1 2 6 "GO:1905369" "endopeptidase complex" 1
