"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.720679547908884 3 7 "GO:0000123" "histone acetyltransferase complex" 1
0 0.29732764995905 5 14 "GO:0000139" "Golgi membrane" 1
0 0.548780430864393 2 9 "GO:0000145" "exocyst" 1
0 0.674539036453846 2 8 "GO:0000151" "ubiquitin ligase complex" 1
0 0.000480505857870327 2 9 "GO:0000276;GO:0045263;GO:0033177" "proton-transporting two-sector ATPase complex, proton-transporting domain" 0.00625
0 0.0327054260322535 3 5 "GO:0000502" "proteasome complex" 0.361111111111111
0 0.998235998241251 2 45 "GO:0000786;GO:0032993;GO:0044815" "protein-DNA complex" 0.991269841269841
0 0.49501611226819 2 33 "GO:0005576" "extracellular region" 1
0 0.881149860843523 2 8 "GO:0005643" "nuclear pore" 1
0 0.864103189395704 2 14 "GO:0005667" "transcription regulator complex" 1
0 0.605566923792403 4 6 "GO:0005669" "transcription factor TFIID complex" 1
0 0.627304329193025 2 8 "GO:0005681" "spliceosomal complex" 1
0 0.802748393707671 5 7 "GO:0005730" "nucleolus" 1
0 0.138836286087556 2 75 "GO:0005737" "cytoplasm" 0.892
0 0.211622753739478 3 27 "GO:0005739" "mitochondrion" 1
0 0.0253493717721112 3 10 "GO:0005743;GO:0019866" "organelle inner membrane" 0.321875
0 0.350361175028916 2 5 "GO:0005773" "vacuole" 1
0 0.467886066616393 3 6 "GO:0005777;GO:0042579" "microbody" 1
0 0.0866969030660333 3 13 "GO:0005783" "endoplasmic reticulum" 0.720454545454545
0 0.543517714351028 3 10 "GO:0005789" "endoplasmic reticulum membrane" 1
0 0.26374286080775 2 8 "GO:0005813" "centrosome" 1
0 0.414473026347156 2 10 "GO:0005815" "microtubule organizing center" 1
0 0.0737404482230409 2 9 "GO:0005829" "cytosol" 0.652380952380952
0 6.37632350559245e-20 3 29 "GO:0005840" "ribosome" 0
0 0.924723045440731 3 24 "GO:0005856" "cytoskeleton" 1
0 0.00853559893590165 2 13 "GO:0005874;GO:0099513;GO:0099512;GO:0099081" "microtubule" 0.130769230769231
0 0.651660823250088 2 9 "GO:0005875" "microtubule associated complex" 1
0 0.00207213126881963 2 6 "GO:0005885" "Arp2/3 protein complex" 0.055
0 0.0656061682162772 2 9 "GO:0005886" "plasma membrane" 0.6075
0 0.000139462845701524 3 8 "GO:0015935" "small ribosomal subunit" 0
0 0.42270490727001 3 5 "GO:0016592" "mediator complex" 1
0 0.14678665140867 2 5 "GO:0030286" "dynein complex" 0.896153846153846
0 0.118881227519096 2 40 "GO:0031090" "organelle membrane" 0.84375
0 0.405827146496246 4 9 "GO:0031248;GO:1902493" "acetyltransferase complex" 1
0 0.676036509268516 3 5 "GO:0031301;GO:0031300" "intrinsic component of organelle membrane" 1
0 0.0377304379807618 4 6 "GO:0031410;GO:0097708;GO:0031982" "vesicle" 0.384210526315789
0 0.0225201750041467 3 14 "GO:0031966" "mitochondrial membrane" 0.31
0 0.255218349418983 3 6 "GO:0033178" "proton-transporting two-sector ATPase complex, catalytic domain" 1
0 0.352104602836432 5 7 "GO:0034703;GO:0034702;GO:1902495;GO:1990351" "transmembrane transporter complex" 1
0 0.688764814595089 3 5 "GO:0034708" "methyltransferase complex" 1
0 4.05902116272466e-08 3 69 "GO:0043232;GO:0043228" "non-membrane-bounded organelle" 0
0 1.930886524792e-07 2 12 "GO:0044391" "ribosomal subunit" 0
0 0.650980533748359 4 5 "GO:0055029;GO:0000428;GO:0030880" "nuclear DNA-directed RNA polymerase complex" 1
0 0.253101664679568 4 7 "GO:0061695" "transferase complex, transferring phosphorus-containing groups" 1
0 0.446305861639971 5 5 "GO:0070461" "SAGA-type complex" 1
0 0.772645739293376 2 10 "GO:0090575" "RNA polymerase II transcription regulator complex" 1
0 0.337044079591132 3 21 "GO:0098588" "bounding membrane of organelle" 1
0 0.00423594984776016 2 55 "GO:0098796" "membrane protein complex" 0.075
0 0.379034273771854 2 11 "GO:0098797" "plasma membrane protein complex" 1
0 0.000261650244878209 2 18 "GO:0098798" "mitochondrial protein-containing complex" 0
0 0.000217695585105017 2 14 "GO:0098800" "inner mitochondrial membrane protein complex" 0
0 0.113848578764724 2 7 "GO:0098803;GO:1990204" "oxidoreductase complex" 0.832608695652174
0 0.585749292862331 2 12 "GO:0099023" "vesicle tethering complex" 1
0 0.0118803155346127 2 17 "GO:0099080" "supramolecular complex" 0.185714285714286
0 0.669241054503331 3 5 "GO:0120025;GO:0042995" "plasma membrane bounded cell projection" 1
0 0.995559468465484 2 70 "GO:0140513" "nuclear protein-containing complex" 1
0 0.000841018559299589 2 9 "GO:0140534" "endoplasmic reticulum protein-containing complex" 0.0222222222222222
0 0.543607991402781 2 34 "GO:0140535" "intracellular protein-containing complex" 1
0 0.30287017404725 2 73 "GO:1902494" "catalytic complex" 1
0 0.00289395264416036 3 14 "GO:1905368" "peptidase complex" 0.0636363636363636
0 0.0294623223035345 2 6 "GO:1905369" "endopeptidase complex" 0.344117647058824
0 0.44912818516094 2 32 "GO:1990234" "transferase complex" 1
0 0.000224417733382893 2 29 "GO:1990904" "ribonucleoprotein complex" 0
