"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.585688602968156 4 11 "GO:0000049" "tRNA binding" 1
0 0.158253602967873 2 6 "GO:0000062;GO:0120227;GO:1901567" "fatty-acyl-CoA binding" 1
0 0.23312892110074 2 373 "GO:0000166;GO:0036094;GO:1901265" "small molecule binding" 1
0 0.350548706752516 2 32 "GO:0000287" "magnesium ion binding" 1
0 0.156219157510599 8 16 "GO:0000295;GO:0005346;GO:0008514;GO:0015216;GO:0015215;GO:0015605" "organic anion transmembrane transporter activity" 1
0 0.0134745344679909 3 9 "GO:0000976;GO:0001067;GO:1990837" "sequence-specific double-stranded DNA binding" 0.353947368421053
0 0.0111848262699196 2 6 "GO:0000977" "RNA polymerase II transcription regulatory region sequence-specific DNA binding" 0.344117647058824
0 0.00565608508441035 3 65 "GO:0000981" "DNA-binding transcription factor activity, RNA polymerase II-specific" 0.227777777777778
0 2.84832958357183e-09 4 257 "GO:0003677" "DNA binding" 0
0 0.0574524684306587 7 8 "GO:0003678" "DNA helicase activity" 0.742857142857143
0 0.0108845171593454 2 10 "GO:0003682" "chromatin binding" 0.345454545454545
0 0.815887800646049 2 9 "GO:0003684" "damaged DNA binding" 1
0 0.0122148824527384 2 11 "GO:0003690" "double-stranded DNA binding" 0.343055555555556
0 0.39581817040979 2 8 "GO:0003697" "single-stranded DNA binding" 1
0 4.8818627284138e-05 2 138 "GO:0003700" "DNA-binding transcription factor activity" 0
0 0.0340270018424523 2 29 "GO:0003712" "transcription coregulator activity" 0.578846153846154
0 0.302051685660935 3 7 "GO:0003713" "transcription coactivator activity" 1
0 1.54975756735678e-06 2 217 "GO:0003723" "RNA binding" 0
0 0.00153461703477563 3 9 "GO:0003729" "mRNA binding" 0.13
0 0.269041875139843 2 116 "GO:0003735" "structural constituent of ribosome" 1
0 0.621872128014072 2 29 "GO:0003743" "translation initiation factor activity" 1
0 0.864535625320618 3 8 "GO:0003746" "translation elongation factor activity" 1
0 0.743168503439406 3 25 "GO:0003755;GO:0016859" "cis-trans isomerase activity" 1
0 0.0321641361625696 3 75 "GO:0003774" "motor activity" 0.567647058823529
0 0.0510340569664231 2 55 "GO:0003777" "microtubule motor activity" 0.711666666666667
0 0.621457398409903 3 44 "GO:0003779" "actin binding" 1
0 0.756095513945026 5 5 "GO:0003785" "actin monomer binding" 1
0 0.00662953201077504 4 8 "GO:0003899;GO:0034062;GO:0097747" "5'-3' RNA polymerase activity" 0.225
0 0.0781474650378225 7 134 "GO:0003924" "GTPase activity" 0.857746478873239
0 0.264655075647881 2 15 "GO:0003950" "NAD+ ADP-ribosyltransferase activity" 1
0 0.67268942252548 2 7 "GO:0003951" "NAD+ kinase activity" 1
0 0.331831472189198 3 15 "GO:0004089" "carbonate dehydratase activity" 1
0 0.220348776216412 2 21 "GO:0004096" "catalase activity" 1
0 0.741827477394997 2 9 "GO:0004114;GO:0004112" "3',5'-cyclic-nucleotide phosphodiesterase activity" 1
0 0.602702074696526 2 6 "GO:0004144" "diacylglycerol O-acyltransferase activity" 1
0 0.889255851718266 2 152 "GO:0004175" "endopeptidase activity" 1
0 0.739111594063636 4 8 "GO:0004176" "ATP-dependent peptidase activity" 1
0 0.250071487175919 2 17 "GO:0004180;GO:0008238" "exopeptidase activity" 1
0 0.258905019725254 3 14 "GO:0004181;GO:0008235" "metalloexopeptidase activity" 1
0 0.268500104850513 5 11 "GO:0004190;GO:0070001" "aspartic-type endopeptidase activity" 1
0 0.0605126249859953 2 13 "GO:0004197;GO:0008234" "cysteine-type endopeptidase activity" 0.75
0 0.730517235413462 6 5 "GO:0004198" "calcium-dependent cysteine-type endopeptidase activity" 1
0 0.773057641932905 2 65 "GO:0004222" "metalloendopeptidase activity" 1
0 0.531753213981713 2 53 "GO:0004252;GO:0008236;GO:0017171" "serine-type peptidase activity" 1
0 0.938121824498895 4 12 "GO:0004298;GO:0070003" "threonine-type peptidase activity" 1
0 0.0841044960148608 2 29 "GO:0004386" "helicase activity" 0.878767123287671
0 0.269115256300248 7 5 "GO:0004402;GO:0061733;GO:0034212" "peptide N-acetyltransferase activity" 1
0 0.749654464232822 2 6 "GO:0004435;GO:0004629" "phosphatidylinositol phospholipase C activity" 1
0 0.480073343551612 2 24 "GO:0004497" "monooxygenase activity" 1
0 0.605293145541054 4 6 "GO:0004499" "N,N-dimethylaniline monooxygenase activity" 1
0 0.0262650225022432 2 31 "GO:0004518" "nuclease activity" 0.5125
0 0.00267625052491608 5 16 "GO:0004519" "endonuclease activity" 0.168421052631579
0 0.0678872971388594 4 12 "GO:0004521" "endoribonuclease activity" 0.806716417910448
0 0.165540407800242 5 7 "GO:0004527;GO:0016796" "exonuclease activity" 1
0 0.710800280481832 2 5 "GO:0004536" "deoxyribonuclease activity" 1
0 0.0566837818861825 2 19 "GO:0004540" "ribonuclease activity" 0.745161290322581
0 0.00536354988357685 4 6 "GO:0004549" "tRNA-specific ribonuclease activity" 0.234615384615385
0 0.922876559446023 3 55 "GO:0004553;GO:0016798" "hydrolase activity, acting on glycosyl bonds" 1
0 0.215249927480794 6 11 "GO:0004559;GO:0015923" "alpha-mannosidase activity" 1
0 0.0310625181598952 3 7 "GO:0004571;GO:0015924" "mannosyl-oligosaccharide 1,2-alpha-mannosidase activity" 0.564
0 0.191674481369286 3 34 "GO:0004601" "peroxidase activity" 1
0 0.736929762561918 5 21 "GO:0004620" "phospholipase activity" 1
0 0.71238511899205 2 8 "GO:0004623" "phospholipase A2 activity" 1
0 0.000813983408528158 2 307 "GO:0004672;GO:0016773" "phosphotransferase activity, alcohol group as acceptor" 0.1
0 0.00121407454038028 4 61 "GO:0004674" "protein serine/threonine kinase activity" 0.1375
0 0.380008663613583 5 5 "GO:0004697" "protein kinase C activity" 1
0 0.00326622030315237 2 7 "GO:0004707" "MAP kinase activity" 0.169565217391304
0 0.476157268876942 2 40 "GO:0004713" "protein tyrosine kinase activity" 1
0 0.818892832369301 4 14 "GO:0004714;GO:0019199" "transmembrane receptor protein kinase activity" 1
0 4.43970477640666e-06 2 54 "GO:0004721" "phosphoprotein phosphatase activity" 0
0 0.000226435623095013 2 44 "GO:0004725" "protein tyrosine phosphatase activity" 0.0714285714285714
0 0.908908531546492 2 9 "GO:0004806" "triglyceride lipase activity" 1
0 0.0392656357243936 3 14 "GO:0004812;GO:0016875" "ligase activity, forming carbon-oxygen bonds" 0.624545454545455
0 0.00427527733085766 3 50 "GO:0004842;GO:0019787" "ubiquitin-like protein transferase activity" 0.20625
0 0.0933119315641615 2 43 "GO:0004843;GO:0008242;GO:0101005" "omega peptidase activity" 0.935135135135135
0 0.521270861994323 2 31 "GO:0004857" "enzyme inhibitor activity" 1
0 0.309607399785653 4 23 "GO:0004866;GO:0030414;GO:0061135;GO:0061134" "peptidase inhibitor activity" 1
0 0.116851574822826 2 12 "GO:0004867" "serine-type endopeptidase inhibitor activity" 1
0 0.306605780173837 3 162 "GO:0004888;GO:0038023;GO:0060089" "transmembrane signaling receptor activity" 1
0 0.385800363463049 4 115 "GO:0004930" "G protein-coupled receptor activity" 1
0 0.968593694399447 2 20 "GO:0005044;GO:0038024" "scavenger receptor activity" 1
0 0.377623599859185 2 51 "GO:0005085" "guanyl-nucleotide exchange factor activity" 1
0 0.514969458031505 2 31 "GO:0005102" "signaling receptor binding" 1
0 0.865127672072967 6 7 "GO:0005164;GO:0032813;GO:0005126" "cytokine receptor binding" 1
0 0.245208115178615 1 156 "GO:0005198" "structural molecule activity" 1
0 0.230530251304062 2 7 "GO:0005200" "structural constituent of cytoskeleton" 1
0 0.326039785803542 2 21 "GO:0005201" "extracellular matrix structural constituent" 1
0 0.778107778980274 3 116 "GO:0005216;GO:0015267;GO:0022803" "channel activity" 1
0 0.479290115969865 2 5 "GO:0005230" "extracellular ligand-gated ion channel activity" 1
0 0.507127990964863 4 29 "GO:0005244;GO:0022832" "voltage-gated ion channel activity" 1
0 0.237312331576879 3 6 "GO:0005245" "voltage-gated calcium channel activity" 1
0 0.327387133487404 2 17 "GO:0005249" "voltage-gated potassium channel activity" 1
0 0.62433044180475 5 64 "GO:0005261" "cation channel activity" 1
0 0.302521880129433 2 22 "GO:0005262" "calcium channel activity" 1
0 0.538252537389727 2 32 "GO:0005267;GO:0015079" "potassium ion transmembrane transporter activity" 1
0 0.433780846682064 2 8 "GO:0005272" "sodium channel activity" 1
0 0.230573525102991 2 9 "GO:0005319" "lipid transporter activity" 1
0 0.105021686493997 2 13 "GO:0005347" "ATP transmembrane transporter activity" 1
0 0.261692703280241 2 6 "GO:0005484" "SNAP receptor activity" 1
0 0.66913833038189 2 55 "GO:0005506" "iron ion binding" 1
0 0.767003217423501 3 17 "GO:0005507" "copper ion binding" 1
0 0.943690698212747 3 267 "GO:0005509" "calcium ion binding" 1
0 0.443333864694345 2 258 "GO:0005524;GO:0032559;GO:0030554" "adenyl nucleotide binding" 1
0 0.170817236438236 5 57 "GO:0005525;GO:0032550;GO:0032561;GO:0001883;GO:0032549;GO:0001882;GO:0019001" "purine ribonucleoside binding" 1
0 0.487008454017166 3 27 "GO:0005543;GO:0035091" "phospholipid binding" 1
0 0.203426396555877 2 17 "GO:0008017" "microtubule binding" 1
0 0.000139083710513579 2 31 "GO:0008047;GO:0005096" "enzyme activator activity" 0.05
0 0.400540010334961 3 19 "GO:0008080" "N-acetyltransferase activity" 1
0 0.74124848842102 5 18 "GO:0008081" "phosphoric diester hydrolase activity" 1
0 0.141276456801222 5 9 "GO:0008083;GO:0048018;GO:0030546;GO:0030545" "receptor ligand activity" 1
0 0.271061225926445 2 74 "GO:0008092" "cytoskeletal protein binding" 1
0 0.14797982323796 3 7 "GO:0008134" "transcription factor binding" 1
0 0.739893871404213 2 42 "GO:0008135;GO:0090079;GO:0045182" "translation regulator activity, nucleic acid binding" 1
0 0.367502495034248 3 8 "GO:0008137;GO:0050136;GO:0003954;GO:0003955;GO:0016655" "NADH dehydrogenase (ubiquinone) activity" 1
0 0.286288211474424 4 33 "GO:0008146;GO:0016782" "transferase activity, transferring sulfur-containing groups" 1
0 0.00261289944870693 4 54 "GO:0008168;GO:0016741" "transferase activity, transferring one-carbon groups" 0.175
0 0.00274512741927077 2 8 "GO:0008170" "N-methyltransferase activity" 0.1625
0 0.0752671298759419 2 8 "GO:0008171" "O-methyltransferase activity" 0.842142857142857
