GOterm,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,bh_adjust
GO:0051276,1.906049311985952e-40,1,352,619,chromosome organization,BP,7.178562918801492e-37
GO:0090304,9.568744263392399e-36,1,636,1357,nucleic acid metabolic process,BP,3.003150387065704e-32
GO:0050794,3.91684216265753e-35,1,1371,3429,regulation of cellular process,BP,1.0536864966429135e-31
GO:0019219,7.282665084467413e-34,1,657,1429,regulation of nucleobase-containing compound metabolic process,BP,1.6112500578816652e-30
GO:0060255,7.700733110793366e-34,1,952,2237,regulation of macromolecule metabolic process,BP,1.6112500578816652e-30
GO:0051171,1.6931494969300003e-32,1,886,2067,regulation of nitrogen compound metabolic process,BP,2.1255798784459225e-29
GO:0050789,2.3875376929146378e-32,1,1443,3679,regulation of biological process,BP,2.809982643454721e-29
GO:0019222,5.746181609031803e-32,1,1015,2436,regulation of metabolic process,BP,6.365079169392817e-29
GO:0031323,7.077339314405956e-32,1,936,2214,regulation of cellular metabolic process,BP,7.404076479421032e-29
GO:0080090,8.509008172442501e-32,1,908,2136,regulation of primary metabolic process,BP,8.433322783961301e-29
GO:0043170,1.3761297849580219e-30,1,1156,2857,macromolecule metabolic process,BP,1.152843777568778e-27
GO:0065007,8.433313058386877e-28,1,1512,3952,biological regulation,BP,5.293590606749443e-25
GO:0051252,2.202202703367745e-27,1,583,1290,regulation of RNA metabolic process,BP,1.2196964443270003e-24
GO:0006325,2.6170603502580342e-27,1,221,380,chromatin organization,BP,1.408053241591687e-24
GO:0010468,1.815652983114315e-26,1,707,1636,regulation of gene expression,BP,9.240692250006937e-24
GO:0007049,6.401840864704132e-25,1,375,768,cell cycle,BP,3.14668789754086e-22
GO:0031326,1.0777580954705145e-24,1,643,1480,regulation of cellular biosynthetic process,BP,5.073815673951314e-22
GO:0051128,1.1065922553283684e-24,1,584,1321,regulation of cellular component organization,BP,5.082497258558172e-22
GO:0051726,1.3689906333320417e-24,1,357,725,regulation of cell cycle,BP,5.995223864250158e-22
