GOterm,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,bh_adjust
GO:0006807,0,1,820,820,nitrogen compound metabolic process,BP,0
GO:0007275,0,1,708,708,multicellular organism development,BP,0
GO:0008150,0,1,1441,1441,biological_process,BP,0
GO:0008152,0,1,969,969,metabolic process,BP,0
GO:0009987,0,1,1334,1334,cellular process,BP,0
GO:0016043,0,1,684,684,cellular component organization,BP,0
GO:0032501,0,1,846,846,multicellular organismal process,BP,0
GO:0032502,0,1,782,782,developmental process,BP,0
GO:0044237,0,1,915,915,cellular metabolic process,BP,0
GO:0044238,0,1,871,871,primary metabolic process,BP,0
GO:0048856,0,1,754,754,anatomical structure development,BP,0
GO:0050789,0,1,970,970,regulation of biological process,BP,0
GO:0050794,0,1,910,910,regulation of cellular process,BP,0
GO:0050896,0,1,857,857,response to stimulus,BP,0
GO:0065007,0,1,1059,1059,biological regulation,BP,0
GO:0071704,0,1,927,927,organic substance metabolic process,BP,0
GO:0071840,0,1,698,698,cellular component organization or biogenesis,BP,0
GO:1901564,0,1,670,670,organonitrogen compound metabolic process,BP,0
GO:0051179,3.54658947e-316,1,659,659,localization,BP,1.31204639583e-313
GO:0043170,2.8117997800948084e-304,1,632,632,macromolecule metabolic process,BP,1.012839878682572e-301
GO:0048518,3.3078642646782232e-304,1,636,636,positive regulation of biological process,BP,1.1609755398696287e-301
GO:0051716,5.6649082106524795e-304,1,636,636,cellular response to stimulus,BP,1.9385315896852786e-301
GO:0048731,6.222961178478384e-301,1,627,627,system development,BP,2.0775583563661497e-298
GO:0019222,5.544277394943667e-283,1,590,590,regulation of metabolic process,BP,1.764885325162533e-280
GO:0048522,1.932568710928182e-271,1,571,571,positive regulation of cellular process,BP,6.012045571632944e-269
GO:0048519,1.3137141196041414e-267,1,564,564,negative regulation of biological process,BP,3.9091562759003234e-265
GO:0031323,2.6736925936075676e-264,1,553,553,regulation of cellular metabolic process,BP,7.319500844260077e-262
GO:0065008,3.52455904054626e-263,1,553,553,regulation of biological quality,BP,9.459640028822982e-261
GO:0042221,3.470333323219407e-260,1,542,542,response to chemical,BP,9.134985101582162e-258
GO:0048869,3.3134150163150053e-259,1,549,549,cellular developmental process,BP,8.557363159116942e-257
GO:0044260,4.481828528674406e-258,1,541,541,cellular macromolecule metabolic process,BP,1.1360605351943567e-255
GO:0080090,1.8444980043968474e-253,1,530,530,regulation of primary metabolic process,BP,4.590452488033463e-251
GO:0030154,1.9237480257014056e-253,1,537,537,cell differentiation,BP,4.702189817107293e-251
GO:0051234,4.3609294126023773e-252,1,530,530,establishment of localization,BP,1.047235119293006e-249
GO:0060255,2.246172658773364e-250,1,525,525,regulation of macromolecule metabolic process,BP,5.300967474705139e-248
GO:0048523,1.0266366280606986e-246,1,522,522,negative regulation of cellular process,BP,2.381796977100821e-244
GO:0006810,4.163890242353163e-244,1,513,513,transport,BP,9.499221606221681e-242
GO:0051171,1.014168768553445e-242,1,509,509,regulation of nitrogen compound metabolic process,BP,2.2757282137638617e-240
GO:0007154,2.3588609608609413e-237,1,502,502,cell communication,BP,5.045013880041338e-235
GO:0048513,7.267844271319686e-235,1,495,495,animal organ development,BP,1.5304961905511364e-232
GO:0048583,1.3648077916626948e-226,1,482,482,regulation of response to stimulus,BP,2.830528644284692e-224
GO:0006950,4.2168502393235144e-221,1,468,468,response to stress,BP,8.614962100874666e-219
GO:0023052,8.52172082903221e-221,1,468,468,signaling,BP,1.7153722751146013e-218
GO:0019538,1.8430978805119973e-215,1,456,456,protein metabolic process,BP,3.55328504062651e-213
GO:0034641,4.504198666855306e-214,1,444,444,cellular nitrogen compound metabolic process,BP,8.562982132210476e-212
GO:1901360,1.0433608009326796e-208,1,437,437,organic cyclic compound metabolic process,BP,1.9563729648173314e-206
GO:0009653,1.1549523248634933e-208,1,446,446,anatomical structure morphogenesis,BP,2.1363496517204725e-206
GO:0023051,2.3330596616950606e-207,1,441,441,regulation of signaling,BP,4.201963243326578e-205
GO:0010646,8.641951399082105e-206,1,438,438,regulation of cell communication,BP,1.5362471526056605e-203
GO:0006996,2.662455363612562e-200,1,428,428,organelle organization,BP,4.613125192041613e-198
GO:0051239,2.7715575302295915e-195,1,418,418,regulation of multicellular organismal process,BP,4.742134934222831e-193
GO:0007165,7.520041573279285e-194,1,414,414,signal transduction,BP,1.2707941858647759e-191
GO:0006725,1.1396596842846007e-191,1,402,402,cellular aromatic compound metabolic process,BP,1.902397775425319e-189
GO:0009966,1.5910828290889665e-186,1,399,399,regulation of signal transduction,BP,2.592707352924973e-184
GO:0007399,6.6920975352323124e-186,1,397,397,nervous system development,BP,1.0651329193286034e-183
GO:0009058,8.8806795379858e-186,1,385,385,biosynthetic process,BP,1.3972269139764325e-183
GO:0010033,8.776763816561474e-185,1,392,392,response to organic substance,BP,1.3651857172851528e-182
GO:0046483,1.3793960516038558e-183,1,384,384,heterocycle metabolic process,BP,2.1214801297026494e-181
GO:1901576,5.542026905698801e-183,1,379,379,organic substance biosynthetic process,BP,8.428807142800577e-181
GO:0050793,3.6847488061643164e-178,1,381,381,regulation of developmental process,BP,5.423316307395394e-176
GO:0044249,4.4963986077480775e-178,1,369,369,cellular biosynthetic process,BP,6.547521717325073e-176
GO:0010468,7.989212576610725e-177,1,374,374,regulation of gene expression,BP,1.1511193868278695e-174
GO:0009889,8.378298208811378e-176,1,370,370,regulation of biosynthetic process,BP,1.1946056862730223e-173
GO:0009893,1.2455054665552138e-173,1,370,370,positive regulation of metabolic process,BP,1.7575751367224503e-171
GO:0044085,1.9191274149378442e-171,1,364,364,cellular component biogenesis,BP,2.6805118424152255e-169
GO:0051128,1.4861907231980308e-170,1,367,367,regulation of cellular component organization,BP,2.0548463251651157e-168
GO:0031326,2.1452482668165894e-170,1,359,359,regulation of cellular biosynthetic process,BP,2.9364158276185474e-168
GO:0048468,6.609501916494896e-168,1,362,362,cell development,BP,8.95751111217645e-166
GO:0044281,2.8959645810589452e-167,1,345,345,small molecule metabolic process,BP,3.8862709005426314e-165
GO:0070887,1.7946809543472464e-164,1,348,348,cellular response to chemical stimulus,BP,2.3850090197189424e-162
GO:0009888,2.4518102788077573e-164,1,350,350,tissue development,BP,3.226959528492364e-162
GO:0010556,3.0889661609775884e-164,1,347,347,regulation of macromolecule biosynthetic process,BP,4.0268351249010693e-162
GO:0032879,4.575669518637264e-164,1,351,351,regulation of localization,BP,5.908657016142157e-162
GO:0006139,2.3704080831942778e-163,1,343,343,nucleobase-containing compound metabolic process,BP,3.032350078762923e-161
GO:0065009,2.1439491460163728e-162,1,347,347,regulation of molecular function,BP,2.6923280651992762e-160
GO:0022607,2.660324060615518e-162,1,346,346,cellular component assembly,BP,3.3104105219732006e-160
GO:0019219,4.235797504571329e-160,1,339,339,regulation of nucleobase-containing compound metabolic process,BP,5.085929494962487e-158
GO:0043412,5.402815211537295e-160,1,343,343,macromolecule modification,BP,6.430759531784564e-158
GO:0031325,1.0933082702952573e-159,1,340,340,positive regulation of cellular metabolic process,BP,1.2901037589484035e-157
GO:0010604,5.556526845271745e-157,1,335,335,positive regulation of macromolecule metabolic process,BP,6.4455711405152245e-155
GO:2000112,5.24441548127986e-156,1,329,329,regulation of cellular macromolecule biosynthetic process,BP,6.032399925021741e-154
GO:0009605,1.996307535528531e-155,1,333,333,response to external stimulus,BP,2.2771214621928776e-153
GO:0051173,4.406369823079655e-152,1,324,324,positive regulation of nitrogen compound metabolic process,BP,4.984660342009448e-150
GO:0036211,1.6183499085062534e-151,1,326,326,protein modification process,BP,1.8009734591572028e-149
GO:0022008,1.446701993513465e-149,1,322,322,neurogenesis,BP,1.5969723296138958e-147
GO:0051641,2.862167399657452e-149,1,326,326,cellular localization,BP,3.134187789320896e-147
GO:0000003,1.3483053601773614e-148,1,321,321,reproduction,BP,1.4647304579450574e-146
GO:0051252,2.6589390435977076e-148,1,314,314,regulation of RNA metabolic process,BP,2.8657919392728676e-146
GO:0006793,5.0182639357704803e-148,1,316,316,phosphorus metabolic process,BP,5.3664059963145574e-146
GO:0006796,1.7663190983302208e-146,1,313,313,phosphate-containing compound metabolic process,BP,1.8597981398418508e-144
GO:0022414,4.308531740627108e-146,1,315,315,reproductive process,BP,4.4678168534624134e-144
GO:2000026,3.030372980218441e-144,1,311,311,regulation of multicellular organismal development,BP,3.1187778461075206e-142
GO:0048699,1.047058658381232e-141,1,306,306,generation of neurons,BP,1.0616399196979484e-139
GO:1903506,1.9910779762893096e-141,1,299,299,regulation of nucleic acid-templated transcription,BP,1.9893339663830707e-139
GO:2001141,1.9910779762893096e-141,1,299,299,regulation of RNA biosynthetic process,BP,1.9893339663830707e-139
GO:0009892,2.6518806441935226e-141,1,301,301,negative regulation of metabolic process,BP,2.6303581346174594e-139
GO:0006355,3.217687989436408e-139,1,294,294,regulation of DNA-templated transcription,BP,3.145979514243254e-137
GO:0051246,5.908829731901305e-139,1,298,298,regulation of protein metabolic process,BP,5.695778969736977e-137
GO:0071310,9.537290025240673e-134,1,286,286,cellular response to organic substance,BP,8.941536018184545e-132
GO:0060429,3.0522369722430823e-131,1,284,284,epithelium development,BP,2.8229067348691426e-129
GO:0048584,8.282092849115438e-131,1,284,284,positive regulation of response to stimulus,BP,7.608408518033028e-129
GO:0010605,6.378653443572614e-130,1,278,278,negative regulation of macromolecule metabolic process,BP,5.820733889041462e-128
GO:0032268,1.1802481570696508e-129,1,278,278,regulation of cellular protein metabolic process,BP,1.0698832300641974e-127
GO:0033036,1.0334794362008973e-128,1,282,282,macromolecule localization,BP,9.306754291261764e-127
GO:0045595,1.3802407624792456e-127,1,273,273,regulation of cell differentiation,BP,1.2348193174389485e-125
