Measurement Name :,0723_Run1,,Generated On :,"23/07/2020, 17:32:58",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
23.07.20 16:57:18,0.03,176.11,184.86,197.9,219.83,183.98,172.07,208.47,212.74,196.11,199.4,207.25,216.43,188.68,180.47,208.77,177.85,186.33,216.12,192.83,178.43,194.32,184.27,210.3,187.21,,27.9,965,34,26.66,
23.07.20 16:57:33,0.28,209.99,223.87,207.56,222.93,202.41,177.85,203.92,223.56,193.13,218.28,211.21,214.58,191.64,187.8,209.08,211.83,187.5,213.36,213.36,217.97,208.77,208.77,223.87,225.43,,27.9,965,34,26.69,
23.07.20 16:57:48,0.53,192.53,211.83,221.07,223.24,196.11,197.3,225.12,230.13,193.13,218.59,208.77,229.5,165.77,202.41,207.86,200.9,173.22,233.92,231.7,195.81,195.81,204.52,210.3,200.3,,27.9,965,34,26.75,
23.07.20 16:58:00,0.73,197.5,223.29,212.29,233.83,186.32,185.12,237.7,225.19,209.81,236.41,218.24,219.5,213.54,194.16,211.98,208.57,226.47,226.47,225.83,195.67,216.67,204.86,207.95,200.86,,27,965,34,26.78,
23.07.20 16:58:15,0.98,202.09,215.42,209.81,235.12,212.92,216.67,217.3,220.45,196.59,203.32,216.36,224.24,211.67,209.5,224.88,208.26,190.22,220.76,224.88,216.67,212.29,201.48,228.06,225.51,,27,965,34,26.82,
23.07.20 16:58:30,1.23,207.33,209.81,210.74,235.12,187.82,190.83,219.82,222.34,181.54,214.48,208.57,229.98,186.02,199.03,220.45,212.61,197.5,188.42,220.45,198.42,211.67,225.83,223.61,189.32,,27,965,34,26.85,
23.07.20 16:58:45,1.48,203.32,216.04,185.72,217.93,182.13,189.02,216.04,209.5,195.67,208.26,222.97,215.11,191.13,178.57,191.13,195.98,174.73,198.11,230.3,189.62,208.26,199.03,225.51,209.5,,27,965,34,26.89,
23.07.20 16:59:00,1.73,226.15,225.19,229.02,259.4,219.82,223.61,227.42,240.62,208.26,207.95,221.71,223.93,220.45,209.5,227.74,219.5,194.76,209.81,241.27,226.15,217.3,203.93,232.86,221.08,,27,965,34,26.9,
23.07.20 16:59:15,1.98,228.7,212.92,224.56,231.9,191.73,188.42,234.47,230.3,182.73,214.79,221.71,229.34,202.4,185.72,219.82,210.74,198.72,201.48,210.74,217.3,206.4,203.01,235.76,216.36,,27,965,34,26.93,
23.07.20 16:59:30,2.23,216.67,226.15,208.57,239.32,210.74,185.72,210.74,237.7,195.67,209.81,213.54,230.94,204.86,194.16,229.34,202.7,201.17,217.93,212.61,222.03,208.57,203.32,232.54,226.79,,27,965,34,26.97,
23.07.20 16:59:45,2.48,180.35,207.64,199.64,216.99,218.87,182.73,207.95,206.71,199.03,203.01,210.43,229.98,199.33,184.82,219.19,211.98,182.73,202.09,210.43,207.95,196.28,201.78,226.79,193.25,,27,965,34,27.01,
23.07.20 17:00:00,2.73,208.88,229.66,236.73,225.19,211.36,223.29,217.93,215.11,211.98,221.39,218.56,227.1,203.01,214.79,226.47,225.51,201.48,199.94,211.98,217.3,224.56,188.42,229.66,217.93,,27,965,34,27.03,
23.07.20 17:00:16,3,213.23,205.17,228.38,232.54,203.01,234.47,235.44,217.93,195.07,219.82,227.74,234.15,225.83,208.88,237.7,240.29,207.33,215.11,228.7,221.08,229.02,218.87,230.3,236.08,,27,965,34,27.07,
23.07.20 17:00:31,3.25,207.95,202.09,207.02,217.3,204.55,182.13,219.19,211.67,216.99,175.91,231.26,232.54,192.94,187.52,219.19,208.57,174.43,208.57,213.54,201.17,181.84,200.86,201.17,214.17,,27,965,34,27.08,
23.07.20 17:00:46,3.5,190.22,224.88,189.32,219.19,182.73,202.7,233.83,221.71,198.11,203.01,224.88,228.38,186.02,201.17,218.56,190.53,196.59,207.02,199.94,211.67,204.86,199.94,213.85,215.42,,27,965,34,27.11,
23.07.20 17:01:01,3.75,204.55,222.34,211.36,232.54,194.46,189.62,220.13,224.88,188.42,202.4,227.74,219.82,186.32,206.09,202.09,199.33,189.02,213.23,237.05,209.81,196.28,201.78,215.11,211.67,,27,965,34,27.14,
23.07.20 17:01:16,4,209.81,229.34,221.39,245.51,201.48,195.37,228.38,223.29,214.48,204.24,223.29,218.87,219.82,198.42,243.88,210.12,193.85,213.85,211.05,213.85,225.19,220.76,243.88,220.45,,27,965,34,27.18,
23.07.20 17:01:31,4.25,214.79,224.24,226.15,239.97,213.23,213.54,219.19,230.3,189.92,233.83,223.61,228.38,228.06,200.56,216.04,220.13,208.26,215.11,222.34,233.51,227.1,210.43,233.51,235.12,,27,965,34,27.19,
23.07.20 17:01:46,4.5,216.04,238.35,220.45,251.1,226.15,212.92,250.77,253.74,233.51,216.36,220.76,222.66,198.72,207.64,227.1,226.15,231.9,235.44,216.36,213.23,216.36,220.45,230.94,238.02,,27,965,34,27.22,
23.07.20 17:02:01,4.75,200.86,211.05,207.64,236.08,193.85,215.73,226.47,214.79,180.94,194.76,220.76,214.17,189.92,218.87,224.88,199.64,192.34,220.45,210.12,216.67,209.5,189.92,222.03,212.92,,27,965,34,27.25,
23.07.20 17:02:16,5,189.32,215.73,210.74,229.02,200.86,192.04,222.03,222.03,209.81,189.92,212.61,236.41,199.33,198.11,238.02,227.42,207.64,210.43,221.71,196.59,217.61,199.64,214.48,210.12,,27,965,34,27.26,
23.07.20 17:02:31,5.25,216.67,222.03,225.51,247.15,232.86,228.7,231.9,247.81,210.43,235.76,235.44,241.27,236.41,194.76,237.38,240.29,216.67,217.3,231.58,223.29,227.1,231.26,226.79,235.44,,27,965,34,27.3,
23.07.20 17:02:46,5.5,209.19,206.09,210.43,232.86,200.56,202.4,217.93,214.48,196.89,241.59,209.19,214.17,215.42,193.25,218.87,211.67,181.54,203.01,190.53,213.54,232.54,190.83,222.66,196.89,,27,965,34,27.33,
23.07.20 17:03:01,5.75,205.78,216.99,211.05,221.71,198.72,203.32,217.93,242.9,199.33,224.24,215.11,236.41,219.19,195.07,248.14,222.34,190.83,219.19,225.51,225.83,198.72,220.76,221.39,204.24,,27,965,34,27.36,
23.07.20 17:03:16,6,197.81,240.62,222.03,233.83,195.67,201.48,229.02,227.42,186.32,201.78,219.19,236.73,200.86,196.28,220.13,217.93,195.98,203.32,204.24,214.48,216.04,209.81,223.93,208.57,,27,965,34,27.38,
23.07.20 17:03:31,6.25,213.23,221.08,231.58,232.86,205.78,212.61,238.35,216.04,177.38,212.92,233.18,248.46,190.22,219.19,220.13,212.29,220.13,204.55,230.3,202.09,230.94,232.86,224.88,216.99,,27,965,34,27.4,
23.07.20 17:03:46,6.5,196.89,228.06,209.81,238.02,212.29,207.02,238.67,243.55,211.36,212.61,227.1,221.08,203.93,196.89,232.22,218.56,208.88,211.36,246.17,227.42,210.74,204.24,237.38,222.03,,27,965,34,27.43,
23.07.20 17:04:01,6.75,217.3,227.42,227.1,238.35,203.32,208.26,239.32,233.83,187.82,220.76,229.34,243.55,223.93,202.4,231.58,220.13,240.29,241.59,235.44,224.88,214.79,229.34,259.07,211.98,,27,965,34,27.44,
23.07.20 17:04:17,7.02,195.67,193.55,213.54,220.13,191.43,196.89,219.82,208.26,190.22,196.28,210.74,218.56,203.93,211.05,212.29,222.66,177.68,200.25,219.19,205.47,197.2,195.67,210.74,200.25,,27,965,34,27.47,
23.07.20 17:04:32,7.27,207.64,224.88,209.81,226.15,216.99,209.19,212.92,247.81,199.03,223.61,231.9,223.93,208.26,198.11,216.36,219.82,216.67,215.73,197.81,204.24,208.57,194.16,230.3,201.48,,27,965,34,27.5,
23.07.20 17:04:47,7.52,219.82,210.74,208.57,221.08,209.19,195.07,221.39,219.19,212.29,213.54,213.85,235.12,211.05,189.32,199.64,216.04,187.52,202.7,196.28,215.73,218.87,197.2,234.15,227.1,,27,965,34,27.51,
23.07.20 17:05:02,7.77,209.5,214.48,211.05,242.57,229.02,182.13,209.5,238.67,204.55,222.03,226.15,223.29,226.79,206.4,210.43,205.78,182.13,212.61,220.76,239.97,216.99,219.82,217.3,218.24,,27,965,34,27.54,
23.07.20 17:05:17,8.02,214.79,234.47,213.85,250.44,204.24,211.05,236.41,233.83,198.11,218.87,229.02,216.67,207.02,189.92,218.56,224.24,199.33,199.64,230.62,219.5,206.71,221.08,238.67,223.61,,27,965,34,27.55,
23.07.20 17:05:32,8.27,192.34,205.47,235.44,225.19,216.36,202.4,214.48,233.83,202.09,215.42,221.39,225.19,190.83,180.05,214.17,215.73,190.53,224.88,211.98,222.97,196.59,209.81,227.42,222.34,,27,965,34,27.58,
23.07.20 17:05:47,8.52,206.71,225.51,225.51,235.44,205.17,230.3,211.67,243.22,213.85,223.29,229.34,227.74,205.47,204.55,219.19,243.22,222.66,227.1,245.18,233.83,218.87,217.61,238.67,237.05,,27,965,34,27.61,
23.07.20 17:06:02,8.77,201.17,224.88,221.39,232.86,203.01,226.79,231.26,237.7,216.99,209.5,229.02,243.22,209.5,211.98,229.02,222.34,211.67,205.78,207.02,216.36,214.48,203.93,205.78,254.74,,27,965,34,27.63,
23.07.20 17:06:17,9.02,216.99,221.71,235.12,237.38,218.56,189.92,230.94,245.18,224.88,232.86,232.86,222.03,225.83,204.86,236.73,221.71,216.67,232.22,230.94,244.86,201.78,211.67,224.24,210.12,,27,965,34,27.65,
23.07.20 17:06:32,9.27,210.74,211.98,202.09,236.41,198.11,224.88,225.51,244.86,192.94,207.02,244.53,231.58,228.06,201.48,226.79,224.88,196.59,211.98,219.5,219.5,224.24,229.66,219.5,242.25,,27,965,34,27.68,
23.07.20 17:06:47,9.52,225.51,234.47,234.15,231.9,221.08,218.24,233.51,236.73,205.47,214.48,236.41,257.73,218.56,199.33,227.74,241.59,209.5,225.83,225.51,230.94,226.47,238.35,239.97,232.86,,27,965,34,27.69,
23.07.20 17:07:02,9.77,200.25,207.64,207.64,229.34,190.83,200.86,211.05,213.85,198.72,195.07,218.87,208.88,203.63,198.42,234.15,198.11,191.43,211.36,226.15,217.61,222.03,180.05,222.97,217.93,,27,965,34,27.69,
23.07.20 17:07:17,10.02,213.85,242.9,220.76,231.9,218.56,206.4,233.51,253.41,193.25,215.42,209.5,236.41,213.54,208.26,249.12,229.02,207.64,228.38,225.19,211.36,229.02,217.61,205.17,221.39,,27,965,34,27.72,
23.07.20 17:07:32,10.27,209.5,211.98,210.74,227.1,189.62,188.12,226.47,228.7,172.08,208.88,233.51,224.24,203.32,195.07,189.92,207.95,186.32,203.32,211.98,213.23,199.03,218.56,220.45,205.78,,27,965,34,27.76,
23.07.20 17:07:47,10.52,225.19,235.12,216.99,231.58,214.48,209.5,232.86,229.98,225.19,222.34,241.59,236.73,214.48,216.36,222.66,236.41,215.42,205.17,226.79,230.3,210.12,222.34,227.42,215.11,,27,965,34,27.76,
23.07.20 17:08:02,10.77,220.45,258.07,222.03,257.73,232.22,217.3,239.64,266.12,206.09,229.34,251.1,246.49,229.02,211.05,230.94,230.94,222.03,228.38,229.02,239.97,231.9,228.38,244.53,236.41,,27,965,34,27.79,
23.07.20 17:08:17,11.02,218.56,214.48,219.5,257.73,196.28,195.98,216.67,223.93,220.76,204.55,241.92,233.83,214.79,184.52,220.76,218.24,226.47,221.39,215.42,239.97,199.64,222.34,239.32,236.73,,27,965,34,27.8,
23.07.20 17:08:32,11.27,204.24,209.5,221.71,246.17,206.09,202.09,232.54,229.02,186.62,225.83,248.79,235.44,222.03,215.42,222.97,237.38,210.74,224.24,190.22,211.05,210.74,206.09,224.88,247.81,,27,965,34,27.83,
23.07.20 17:08:47,11.52,203.63,226.79,211.36,227.42,180.94,189.02,229.66,232.86,187.22,224.24,228.38,243.88,220.76,196.28,228.06,216.36,223.93,199.03,222.03,200.86,208.88,233.18,226.79,230.62,,27,965,34,27.83,
23.07.20 17:09:02,11.77,222.66,202.09,224.56,242.25,191.43,216.04,230.3,235.76,202.7,223.61,232.86,227.74,235.12,196.28,223.61,250.44,221.39,217.61,207.33,229.02,216.04,207.95,237.38,214.48,,27,965,34,27.86,
23.07.20 17:09:17,12.02,234.47,232.22,248.79,240.94,220.76,221.71,220.76,242.25,231.58,225.83,247.15,238.02,209.5,233.83,224.56,258.73,240.94,243.22,233.18,254.74,225.19,226.79,253.74,228.38,,27,965,34,27.89,
23.07.20 17:09:32,12.27,221.39,209.81,216.36,252.75,201.48,230.94,231.26,251.43,216.36,234.15,230.3,233.83,202.4,219.82,227.1,229.02,236.73,209.5,198.72,243.55,211.67,236.73,243.55,236.41,,27,965,34,27.9,
23.07.20 17:09:48,12.53,232.54,253.08,232.86,248.46,205.78,195.37,228.38,245.18,205.78,222.03,223.61,249.78,210.74,208.57,229.02,254.74,211.98,225.51,216.36,212.29,211.98,214.48,237.05,226.79,,27,965,34,27.91,
23.07.20 17:10:03,12.78,219.5,212.61,221.71,239.32,200.25,194.46,229.66,230.94,213.54,229.34,225.83,232.86,187.22,208.26,212.61,227.74,195.98,236.41,217.93,232.54,206.71,222.34,234.79,221.71,,27,965,34,27.93,
23.07.20 17:10:18,13.03,220.13,223.61,233.51,249.45,217.93,223.29,230.94,245.51,202.09,212.92,266.45,242.9,229.34,211.05,255.07,233.83,207.33,217.3,237.05,232.54,231.58,257.07,237.7,243.55,,27,965,34,27.94,
23.07.20 17:10:33,13.28,210.12,213.23,225.19,230.62,193.55,201.17,224.88,238.35,198.11,209.19,218.56,213.85,191.73,206.09,228.7,205.78,197.5,209.19,217.93,208.57,208.57,236.41,220.13,221.71,,27,965,34,27.97,
23.07.20 17:10:48,13.53,206.09,233.83,222.97,233.83,207.95,204.55,218.24,233.18,185.72,229.34,243.88,236.41,207.64,213.85,233.83,230.62,230.94,207.64,217.93,218.87,215.42,225.51,210.74,214.48,,27,965,34,28,
23.07.20 17:11:03,13.78,214.17,219.5,234.47,253.08,203.63,205.78,248.14,242.9,236.73,209.81,246.49,251.1,215.11,221.08,219.5,236.73,213.23,231.9,248.14,223.61,223.29,234.79,232.54,231.58,,27,965,34,28.01,
23.07.20 17:11:18,14.03,212.29,231.9,227.74,239.97,209.5,203.63,233.18,215.11,181.24,192.34,240.94,236.41,203.63,200.25,225.19,228.38,208.88,219.19,206.4,218.56,206.09,250.77,229.02,225.51,,27,965,34,28.04,
23.07.20 17:11:33,14.28,222.66,229.66,231.58,253.41,199.64,191.43,231.26,238.35,194.76,223.93,229.02,237.05,225.19,227.42,226.79,239,215.42,218.87,209.19,224.88,224.56,232.54,227.74,229.98,,27,965,34,28.05,
23.07.20 17:11:48,14.53,208.26,218.24,215.73,225.51,209.81,191.43,234.79,227.42,184.82,215.73,226.47,215.11,206.71,208.26,220.45,206.71,209.5,216.67,205.78,223.93,215.11,208.57,230.62,216.99,,27,965,34,28.08,
23.07.20 17:12:03,14.78,224.24,232.86,236.08,230.94,223.61,220.76,235.76,249.45,217.93,216.99,241.92,238.35,216.04,216.99,228.38,247.81,207.64,226.47,229.34,235.76,209.5,240.94,216.67,240.29,,27,965,34,28.08,
23.07.20 17:12:18,15.03,208.26,231.26,230.94,248.14,215.73,205.78,233.18,242.9,223.29,203.32,262.08,245.18,198.42,218.87,242.9,238.02,249.12,217.3,225.83,219.82,211.36,229.34,230.94,236.73,,27,965,34,28.11,
23.07.20 17:12:33,15.28,203.93,241.92,232.22,242.9,194.76,211.05,243.88,234.79,230.3,250.11,235.44,223.93,214.79,229.34,238.35,237.7,188.72,207.95,231.9,221.71,223.29,228.06,249.45,235.76,,27,965,34,28.15,
23.07.20 17:12:48,15.53,213.54,220.76,225.19,238.35,223.61,202.7,212.29,229.66,194.76,222.34,218.87,235.12,218.56,210.74,215.11,235.44,206.71,223.61,229.98,230.3,205.78,212.29,235.12,240.94,,27,965,34,28.19,
23.07.20 17:13:03,15.78,221.71,226.79,214.79,224.56,218.56,214.79,220.45,227.42,213.23,224.24,227.1,224.56,217.93,230.3,216.99,228.06,225.19,225.51,210.74,217.61,225.83,238.35,224.56,222.34,,27,965,34,28.22,
23.07.20 17:13:18,16.03,225.51,229.34,218.24,227.74,222.03,218.24,222.97,231.26,216.99,227.42,230.94,228.06,221.08,233.83,219.82,233.18,229.34,228.38,215.73,220.76,228.38,242.57,227.74,226.15,,27,965,34,28.19,
23.07.20 17:13:33,16.28,226.15,228.7,218.56,227.42,221.71,219.19,223.61,231.9,217.3,227.74,231.26,228.38,221.71,234.15,220.45,233.18,229.02,228.38,215.73,220.76,228.7,241.92,227.74,226.47,,27,965,34,28.16,
23.07.20 17:13:48,16.53,225.51,228.7,218.56,226.79,221.71,218.87,223.61,231.58,217.3,226.47,231.58,228.06,221.71,233.83,220.45,233.18,229.34,228.38,216.04,221.08,228.06,242.25,227.42,226.79,,27,965,34,28.14,
23.07.20 17:14:03,16.78,225.51,228.38,218.56,226.15,221.39,218.56,223.29,231.58,217.3,226.15,230.94,227.74,221.08,232.86,220.13,233.18,229.34,227.74,215.73,220.45,228.7,241.59,228.06,226.79,,27,965,34,28.11,
23.07.20 17:14:19,17.05,224.88,228.38,217.93,226.47,222.03,217.93,223.29,230.62,217.61,225.83,230.62,227.1,221.08,232.22,220.13,231.9,229.02,227.42,216.04,219.82,228.06,240.29,227.74,226.79,,27,965,34,28.1,
23.07.20 17:14:34,17.3,224.88,228.38,218.24,226.79,221.71,218.24,224.24,231.26,217.93,225.83,230.62,227.1,221.39,232.54,219.82,231.9,228.7,228.06,216.36,219.82,227.74,240.94,227.42,227.42,,27,965,34,28.08,
23.07.20 17:14:49,17.55,224.24,227.74,218.24,226.79,221.39,216.99,223.61,230.3,217.61,225.51,230.3,226.79,220.76,231.26,220.45,232.54,228.38,227.1,216.04,220.13,227.74,240.62,226.47,226.79,,27,965,34,28.07,
23.07.20 17:15:04,17.8,223.61,228.06,218.56,226.15,221.39,217.3,223.29,229.98,217.93,226.15,229.98,227.42,221.08,231.26,219.82,233.18,227.74,227.42,216.67,219.82,227.74,239.64,227.1,227.42,,27,965,34,28.04,
23.07.20 17:15:19,18.05,223.29,227.74,217.61,226.15,221.71,216.36,223.61,229.02,218.24,225.19,229.34,226.79,220.76,230.3,220.13,231.9,227.42,226.79,216.04,219.5,226.79,239.97,226.79,227.1,,27,965,34,28.01,
23.07.20 17:15:34,18.3,222.97,227.74,218.24,226.47,221.71,216.36,223.93,228.7,219.19,225.83,230.3,227.1,221.71,230.3,221.08,231.9,226.79,227.42,216.99,219.82,227.74,238.67,226.79,226.79,,27,965,34,28.01,
23.07.20 17:15:49,18.55,222.34,227.74,217.61,226.47,221.71,216.36,223.93,228.38,217.93,225.51,229.34,227.42,221.39,229.66,219.82,230.62,226.15,226.79,216.36,219.5,226.47,238.35,226.79,226.47,,27,965,34,28,
23.07.20 17:16:04,18.8,221.39,227.74,217.93,226.79,222.34,215.11,223.61,228.06,218.56,226.15,229.34,226.79,220.76,228.38,220.45,230.62,225.51,226.47,216.99,219.19,226.47,239,226.79,225.83,,27,965,34,27.99,
23.07.20 17:16:19,19.05,221.39,227.74,217.61,227.1,222.03,215.42,223.61,227.42,219.19,225.83,229.02,226.79,221.39,228.06,220.13,230.3,224.88,226.15,216.99,219.82,227.1,238.35,227.1,226.47,,27,965,34,27.97,
23.07.20 17:16:34,19.3,220.45,227.1,217.61,226.15,222.03,214.17,223.61,227.1,218.24,225.51,229.02,226.79,220.76,227.42,220.13,229.66,223.93,226.47,216.99,218.87,226.47,237.05,226.47,225.19,,27,965,34,27.96,
23.07.20 17:16:49,19.55,219.82,226.79,217.93,225.19,220.76,214.48,223.61,226.47,218.87,225.19,229.02,227.42,220.45,226.15,220.13,229.02,223.61,226.15,216.99,219.19,226.79,236.08,226.47,224.24,,27,965,34,27.96,
23.07.20 17:17:04,19.8,219.82,227.1,217.61,225.51,221.71,214.48,224.24,226.79,218.87,224.88,228.7,226.79,221.08,225.51,219.82,229.34,223.29,226.79,216.36,219.19,226.47,235.44,226.79,223.93,,27,965,34,27.96,
23.07.20 17:17:19,20.05,219.19,227.42,217.93,226.15,222.03,213.85,223.93,225.83,218.87,225.51,229.02,226.47,220.76,224.56,220.13,229.02,222.66,227.1,216.67,220.13,227.42,235.12,226.79,224.24,,27,965,34,27.93,
23.07.20 17:17:34,20.3,218.56,225.83,216.99,224.56,221.71,213.23,223.61,225.51,218.24,224.24,228.38,226.47,219.82,223.93,220.13,227.1,222.66,226.79,216.67,219.19,226.47,235.12,226.15,223.29,,27,965,34,27.91,
23.07.20 17:17:49,20.55,218.24,227.1,216.99,224.88,222.03,213.54,223.61,225.19,218.56,225.19,228.06,225.83,220.76,222.66,220.76,226.79,221.08,227.1,216.36,218.87,227.1,234.47,226.79,222.66,,27,965,34,27.9,
23.07.20 17:18:04,20.8,217.93,226.79,215.73,226.15,222.03,213.23,224.24,224.56,219.19,225.19,229.02,226.79,220.76,222.66,219.82,226.79,221.39,226.79,216.04,218.56,226.79,233.83,226.15,222.34,,27,965,34,27.9,
23.07.20 17:18:19,21.05,216.67,226.79,215.42,224.88,222.03,212.29,224.24,223.61,218.87,224.88,228.7,225.83,220.45,222.34,220.13,225.19,221.39,226.15,216.04,218.56,226.15,233.83,226.47,221.71,,27,965,34,27.9,
23.07.20 17:18:34,21.3,216.99,226.79,215.73,226.15,222.34,212.29,224.24,222.97,219.5,224.88,228.38,226.47,221.08,221.39,220.45,226.47,220.76,226.15,216.36,219.82,226.47,232.86,226.47,221.71,,27,965,34,27.88,
23.07.20 17:18:49,21.55,216.67,227.1,215.73,225.83,222.03,212.61,224.24,222.34,219.5,225.19,227.74,226.79,220.76,221.39,220.76,226.79,221.08,226.47,216.67,219.19,226.15,232.54,226.79,221.39,,27,965,34,27.88,
23.07.20 17:19:04,21.8,215.73,226.79,214.79,225.83,221.71,211.98,223.61,221.71,218.87,224.56,227.42,227.1,221.08,221.08,220.13,225.83,219.82,225.83,216.36,219.19,225.83,231.9,226.47,221.08,,27,965,34,27.88,
23.07.20 17:19:20,22.07,215.42,226.47,214.48,225.51,221.71,211.36,223.29,221.39,218.56,224.88,226.79,226.79,220.76,219.82,219.82,224.56,218.87,226.79,216.36,219.19,226.79,231.58,226.15,220.76,,27,965,34,27.86,
23.07.20 17:19:35,22.32,214.17,226.47,214.17,225.19,221.39,211.36,223.93,220.76,218.24,224.24,227.42,226.47,220.45,218.56,219.82,223.61,218.24,226.15,216.04,218.87,226.47,230.3,226.47,220.13,,27,965,34,27.86,
23.07.20 17:19:50,22.57,214.48,226.15,215.11,224.88,221.71,211.36,223.93,220.45,218.56,225.19,226.79,226.79,220.76,218.56,220.13,224.24,217.93,226.79,216.67,218.87,226.15,230.3,226.79,220.13,,27,965,34,27.86,
23.07.20 17:20:05,22.82,213.54,226.15,214.17,224.88,221.39,210.74,223.93,221.39,218.56,224.88,226.47,226.47,220.76,218.24,219.19,222.97,217.61,226.47,216.67,219.19,226.47,229.66,226.15,219.5,,27,965,34,27.83,
23.07.20 17:20:20,23.07,212.61,225.83,212.92,224.88,221.39,210.74,223.61,220.45,218.56,224.88,226.47,226.15,221.08,217.3,219.82,221.71,216.04,226.79,215.73,217.61,226.47,229.02,225.83,218.87,,27,965,34,27.83,
23.07.20 17:20:35,23.32,212.61,226.15,212.92,223.93,221.39,209.81,224.24,219.19,218.87,225.19,225.83,225.83,220.45,216.67,219.5,220.13,214.17,226.15,216.36,218.24,226.15,228.7,226.47,218.24,,27,965,34,27.83,
23.07.20 17:20:50,23.57,212.29,226.15,212.61,224.24,222.03,210.12,224.24,218.87,218.24,224.24,226.79,225.83,221.39,215.73,219.82,220.13,214.48,227.1,216.36,217.93,227.1,228.38,226.47,218.56,,27,965,34,27.8,
23.07.20 17:21:05,23.82,211.36,225.83,211.98,225.19,221.71,209.5,223.61,217.93,217.93,224.24,226.15,225.83,221.08,215.11,219.82,219.5,214.17,226.47,216.36,217.93,225.83,228.06,226.15,216.36,,27,965,34,27.8,
23.07.20 17:21:20,24.07,211.05,226.47,211.98,224.56,221.39,210.12,224.24,218.56,218.56,224.88,225.83,226.15,220.76,215.11,220.13,219.19,214.79,226.47,216.04,219.19,225.83,227.74,226.47,216.36,,27,965,34,27.79,
23.07.20 17:21:35,24.32,210.12,225.51,210.74,223.93,221.08,209.5,223.61,218.24,218.87,224.88,225.51,226.47,220.13,214.17,220.13,218.87,212.92,226.15,216.04,218.87,225.83,226.79,226.47,216.36,,27,965,34,27.79,
23.07.20 17:21:50,24.57,210.12,226.15,211.05,224.56,221.39,209.19,223.93,216.36,218.56,224.24,226.47,226.47,220.76,214.48,219.82,217.93,211.98,225.83,216.04,218.56,226.47,225.83,225.83,216.04,,27,965,34,27.79,
23.07.20 17:22:05,24.82,209.81,225.51,210.74,224.88,221.39,208.88,224.56,216.04,218.87,224.56,226.15,226.79,220.13,213.54,219.82,217.3,211.05,226.47,215.42,218.56,226.47,225.19,225.83,215.11,,27,965,34,27.76,
