GOterm,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,bh_adjust
GO:0006412,4.719699400982516e-8,1,111,242,translation,BP,2.962555313996725e-4
GO:0003341,8.85274230136731e-8,0.9999999792596899,36,60,cilium movement,BP,3.3341198055409564e-4
GO:0043043,1.5234389952512756e-7,1,113,253,peptide biosynthetic process,BP,3.6124342985139577e-4
GO:0035082,1.6426710753551727e-7,0.9999999554953795,40,71,axoneme assembly,BP,3.6124342985139577e-4
GO:0045047,1.7265099403444116e-7,0.9999999512392358,46,75,protein targeting to ER,BP,3.6124342985139577e-4
GO:0006518,1.942270190806914e-7,1,131,306,peptide metabolic process,BP,3.6574889963084995e-4
GO:0043604,4.651520103989481e-7,1,127,301,amide biosynthetic process,BP,5.573214863912243e-4
GO:0006613,7.156472414829773e-7,0.9999998034305276,40,65,cotranslational protein targeting to membrane,BP,7.927266590803498e-4
GO:0001539,1.2182076590134549e-6,0.9999998792742729,17,22,cilium or flagellum-dependent cell motility,BP,0.001061718621396504
GO:0060285,1.2182076590134549e-6,0.9999998792742729,17,22,cilium-dependent cell motility,BP,0.001061718621396504
GO:0072599,1.2403913584367844e-6,0.9999996046565569,46,79,establishment of protein localization to endoplasmic reticulum,BP,0.001061718621396504
GO:0006119,2.4540662220570197e-6,0.999999289057406,38,64,oxidative phosphorylation,BP,0.0020092400446763367
GO:0006614,3.833514233194882e-6,0.9999988974888563,37,61,SRP-dependent cotranslational protein targeting to membrane,BP,0.002750131476845236
GO:0002181,3.94315489749994e-6,0.9999985553800947,51,93,cytoplasmic translation,BP,0.002750131476845236
GO:0043603,4.497279455108852e-6,0.9999977439059001,163,417,amide metabolic process,BP,0.0030245810506841
GO:0060294,6.473329840525059e-6,0.9999998007095736,11,12,cilium movement involved in cell motility,BP,0.004115120465409504
GO:0036158,1.3271699214345214e-5,0.9999995839096913,10,11,outer dynein arm assembly,BP,0.007573314178949537
GO:1901566,1.5346593547710346e-5,0.9999897476809443,252,693,organonitrogen compound biosynthetic process,BP,0.008027547308248154
GO:0070972,1.683935223220568e-5,0.9999935959079809,47,88,protein localization to endoplasmic reticulum,BP,0.008570320050936895
GO:0001578,2.677427100744496e-5,0.9999894661872502,44,93,microtubule bundle formation,BP,0.012604657433529901
GO:0070286,3.76639010069977e-5,0.9999934389851735,17,26,axonemal dynein complex assembly,BP,0.015877187101932904
GO:0097722,6.190669147270211e-5,0.9999798929300773,30,58,sperm motility,BP,0.023791120553519455
GO:0046034,1.088155417337047e-4,0.9999494810485975,54,117,ATP metabolic process,BP,0.038662367290328174
GO:0006413,1.1617157972902242e-4,0.9999490065301823,48,100,translational initiation,BP,0.04051161144217076
GO:0030317,1.2530168950852875e-4,0.9999578832119779,29,57,flagellated sperm motility,BP,0.04213493062741259
GO:0009141,1.3528772808419688e-4,0.999930397738384,67,154,nucleoside triphosphate metabolic process,BP,0.04469479311497388
GO:0009199,1.524342468474137e-4,0.9999230356821538,63,143,ribonucleoside triphosphate metabolic process,BP,0.04705720167842045
GO:0000502,1.3476461382733895e-9,0.9999999998004535,34,47,proteasome complex,CC,1.2688762214913098e-5
GO:1905369,1.3476461382733895e-9,0.9999999998004535,34,47,endopeptidase complex,CC,1.2688762214913098e-5
GO:1905368,7.5935862802021565e-08,0.9999999808465498,41,67,peptidase complex,CC,3.3341198055409564e-4
GO:0005930,1.7148638155833057e-7,0.9999999488575634,44,83,axoneme,CC,3.6124342985139577e-4
GO:0098796,2.3330685087716643e-7,1,160,400,membrane protein complex,CC,3.9940011898799286e-4
GO:0097014,2.6065529175609583e-7,0.9999999204097799,44,84,ciliary plasm,CC,4.090333165882534e-4
GO:0005838,3.2459556567199225e-7,0.9999999735117727,18,22,proteasome regulatory particle,CC,4.366042212263776e-4
GO:0022624,3.2459556567199225e-7,0.9999999735117727,18,22,proteasome accessory complex,CC,4.366042212263776e-4
GO:0032838,4.735353290988046e-7,0.9999998300197676,53,109,plasma membrane bounded cell projection cytoplasm,CC,5.573214863912243e-4
GO:0022626,9.025964735103925e-7,0.9999996838033732,54,96,cytosolic ribosome,CC,8.945681154039053e-4
GO:0098800,2.8171992065302636e-6,0.9999991310125445,41,70,inner mitochondrial membrane protein complex,CC,0.002210444927423808
GO:0005840,3.7602828474407607e-6,0.9999982986580933,75,151,ribosome,CC,0.002750131476845236
GO:0005858,6.580265283298107e-6,0.9999992990064763,15,20,axonemal dynein complex,CC,0.004115120465409504
GO:0031597,6.774400426302089e-6,1,9,9,cytosolic proteasome complex,CC,0.004115120465409504
GO:0044391,1.4026812035310902e-5,0.9999936453110551,67,134,ribosomal subunit,CC,0.007768791101086458
GO:0030286,1.4651659806824617e-5,0.9999968649425983,22,36,dynein complex,CC,0.007883011594923267
GO:0008540,2.5661800330556704e-5,0.9999991191069042,10,11,"proteasome regulatory particle, base subcomplex",CC,0.012390701590377265
GO:0097729,2.839954182723248e-5,0.9999901687512238,37,70,9+2 motile cilium,CC,0.013043701759722312
GO:0019774,3.7880123007758225e-5,1,9,9,"proteasome core complex, beta-subunit complex",CC,0.015877187101932904
GO:0005783,3.7941342445275385e-5,0.9999735208467398,257,727,endoplasmic reticulum,CC,0.015877187101932904
GO:0016469,4.136744492762904e-5,0.9999917834514874,20,30,proton-transporting two-sector ATPase complex,CC,0.01693457294417788
GO:0031514,6.107256421672088e-5,0.9999735932650566,49,105,motile cilium,CC,0.023791120553519455
GO:0042175,7.862452083050071e-5,0.9999493726196679,156,412,nuclear outer membrane-endoplasmic reticulum membrane network,CC,0.02961156703518318
GO:0098798,9.951589381094575e-5,0.9999509811501097,64,138,mitochondrial protein-containing complex,CC,0.03674478032066509
GO:0031595,1.0265500302854474e-4,1,7,7,nuclear proteasome complex,CC,0.03717493003904857
GO:0098827,1.208021727711082e-4,0.9999211323288816,154,409,endoplasmic reticulum subcompartment,CC,0.04136046755368615
GO:0005789,1.3886579342327376e-4,0.9999094121070095,152,404,endoplasmic reticulum membrane,CC,0.04470618722406506
GO:0098803,1.424444391399237e-4,0.9999627444462427,23,37,respiratory chain complex,CC,0.04470618722406506
GO:0000786,1.6076211393239176e-4,0.9999612910385942,22,33,nucleosome,CC,0.04882760270098176
GO:0005839,1.6489471107342015e-4,0.9999795004637305,13,17,proteasome core complex,CC,0.04928781435275516
GO:0003735,1.2719361678025475e-5,0.9999944859020633,62,121,structural constituent of ribosome,MF,0.0074849468674655535
GO:0044432,8.222706642633356e-7,1,196,507,NA,NA,8.602321599301597e-4
GO:0044455,1.9776537384964424e-5,0.9999918034069941,53,105,NA,NA,0.009800315144638553
GO:0044447,3.5663595824723456e-5,0.999991843205369,21,36,NA,NA,0.015877187101932904
GO:0044445,4.409739092705475e-5,0.9999777916753535,74,162,NA,NA,0.017668041883986553
GO:0034622,1.4189534175984962e-4,0.9999033817682393,186,509,NA,NA,0.04470618722406506
