GOterm,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,bh_adjust
GO:0055082,8.235660691878786e-8,1,110,291,intracellular chemical homeostasis,BP,3.189176493245442e-4
GO:0006082,8.467889366590841e-8,1,160,469,organic acid metabolic process,BP,3.189176493245442e-4
GO:0043436,2.4279262555959386e-7,1,156,462,oxoacid metabolic process,BP,6.806919049409827e-4
GO:0019748,2.530318801225043e-7,0.9999999379084142,34,60,secondary metabolic process,BP,6.806919049409827e-4
GO:0048878,3.434305827075811e-7,1,158,464,chemical homeostasis,BP,8.083926628708074e-4
GO:0019752,6.372784628658827e-7,1,141,415,carboxylic acid metabolic process,BP,0.0012544364148671845
GO:0007519,6.719231897329547e-7,0.9999998009278385,38,76,skeletal muscle tissue development,BP,0.0012544364148671845
GO:0015718,7.327704616610391e-7,0.9999998336474215,29,50,monocarboxylic acid transport,BP,0.0012544364148671845
GO:0042593,8.793088233928937e-7,0.9999996797324192,50,110,glucose homeostasis,BP,0.0013798553711092984
GO:0044281,9.703762158078516e-7,0.9999996049455324,270,884,small molecule metabolic process,BP,0.0014056272707598193
GO:0007517,1.2599225259580763e-6,0.9999994401890949,70,171,muscle organ development,BP,0.001581706739087769
GO:0014706,1.4016143969912327e-6,0.9999994100074603,62,148,striated muscle tissue development,BP,0.001649612544358869
GO:0060537,1.6651336243956888e-6,0.9999992769687706,65,158,muscle tissue development,BP,0.0018444783106467775
GO:1901615,2.149773534179516e-6,0.9999992888302099,80,205,organic hydroxy compound metabolic process,BP,0.0022490214123408038
GO:0060538,3.1434051180518642e-6,0.9999988405805733,46,102,skeletal muscle organ development,BP,0.003115445356738666
GO:0072080,3.894987115689981e-6,0.9999991609802046,24,41,nephron tubule development,BP,0.0035962331338631544
GO:0033500,4.160077731818097e-6,0.9999983630731153,50,115,carbohydrate homeostasis,BP,0.0035962331338631544
GO:0001657,4.20143003265835e-6,0.9999990902496882,24,41,ureteric bud development,BP,0.0035962331338631544
GO:0001823,7.342137406934926e-6,0.9999983206201933,24,42,mesonephros development,BP,0.005277400000179208
GO:0072163,7.342137406934926e-6,0.9999983206201933,24,42,mesonephric epithelium development,BP,0.005277400000179208
GO:0072164,7.342137406934926e-6,0.9999983206201933,24,42,mesonephric tubule development,BP,0.005277400000179208
GO:0071322,7.733461479516313e-6,0.9999978473791844,29,56,cellular response to carbohydrate stimulus,BP,0.005277400000179208
GO:0071331,8.12726886544512e-6,0.9999979466900712,26,48,cellular response to hexose stimulus,BP,0.005277400000179208
GO:0071333,8.12726886544512e-6,0.9999979466900712,26,48,cellular response to glucose stimulus,BP,0.005277400000179208
GO:0071326,1.335069116457247e-5,0.9999964759007502,26,49,cellular response to monosaccharide stimulus,BP,0.007856464541252006
GO:0009749,1.6411124881531066e-5,0.9999939842250994,39,87,response to glucose,BP,0.009089349783650339
GO:0072078,1.825915223650095e-5,0.9999964987972709,19,31,nephron tubule morphogenesis,BP,0.00982394559330141
GO:0022612,2.0403163095391204e-5,0.9999919394861132,44,99,gland morphogenesis,BP,0.010384107141873291
GO:0034284,2.1435508324785504e-5,0.999991761297555,41,94,response to monosaccharide,BP,0.010496192450184143
GO:0001678,2.2129720939880898e-5,0.9999938955819652,26,50,intracellular glucose homeostasis,BP,0.010496192450184143
GO:0060485,2.2295560406105133e-5,0.9999913165008554,42,96,mesenchyme development,BP,0.010496192450184143
