sep=	
Culture:	en-US
Date pattern short:	M/d/yyyy
Time pattern long:	h:mm:ss tt
Decimal separator:	.
Software version:	1.0.4

File location:	C:\Users\dcone\OneDrive\Documents\Putnam Lab\E5 Project\Data\Larval Respiration\20201113\11132020_SDR 710_Run3_P_A6.csv
File creation time:	11/13/2020 11:16:31 AM
SDR name:	SDR-710
Serial number	SEBX0007000710
MUX channel	ON - 02

PARAMETERS
Sig LED current	040
Ref LED current	075
Frequency	060
Sending interval	0000
Pulse lenght	06
Red REF comp.	ON
Temperature comp.	ON

FIRMWARE
ver.4.039.A3.ST	04/30/07, 09:14:36

SETTINGS
Barometric pressure [hPa]:	1013.25
Temperature [°C]:	25.00
Salinity [‰]:	34.00
Organisms per chamber:	6
Chamber volume [µL]:	80.00
Oxygen unit:	millimolPerLiter

TREATMENTS
ID	Name	Color
X	Not set	#ff0e0ebe

CALIBRATION
Wells	A1	A2	A3	A4	A5	A6	B1	B2	B3	B4	B5	B6	C1	C2	C3	C4	C5	C6	D1	D2	D3	D4	D5	D6
Phase low [°]:	54.76	54.76	54.76	54.76	54.76	54.76	54.76	54.76	54.76	54.76	54.76	54.76	54.76	54.76	54.76	54.76	54.76	54.76	54.76	54.76	54.76	54.76	54.76	54.76
Phase high [°]:	47.47	47.47	47.47	47.47	47.47	47.47	47.47	47.47	47.47	47.47	47.47	47.47	47.47	47.47	47.47	47.47	47.47	47.47	47.47	47.47	47.47	47.47	47.47	47.47
Temp. low [°C]:	24.80	24.80	24.80	24.80	24.80	24.80	24.80	24.80	24.80	24.80	24.80	24.80	24.80	24.80	24.80	24.80	24.80	24.80	24.80	24.80	24.80	24.80	24.80	24.80
Temp. high [°C]:	24.80	24.80	24.80	24.80	24.80	24.80	24.80	24.80	24.80	24.80	24.80	24.80	24.80	24.80	24.80	24.80	24.80	24.80	24.80	24.80	24.80	24.80	24.80	24.80
Treatment ID	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X
Normalization factor	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000


Date [DD-MM-YYYY]	Time [HH:MM:SS]	Time stamp	Relative time [HH:MM:SS]	A1 [Phase]	A2 [Phase]	A3 [Phase]	A4 [Phase]	A5 [Phase]	A6 [Phase]	B1 [Phase]	B2 [Phase]	B3 [Phase]	B4 [Phase]	B5 [Phase]	B6 [Phase]	C1 [Phase]	C2 [Phase]	C3 [Phase]	C4 [Phase]	C5 [Phase]	C6 [Phase]	D1 [Phase]	D2 [Phase]	D3 [Phase]	D4 [Phase]	D5 [Phase]	D6 [Phase]	A1 [Amplitude]	A2 [Amplitude]	A3 [Amplitude]	A4 [Amplitude]	A5 [Amplitude]	A6 [Amplitude]	B1 [Amplitude]	B2 [Amplitude]	B3 [Amplitude]	B4 [Amplitude]	B5 [Amplitude]	B6 [Amplitude]	C1 [Amplitude]	C2 [Amplitude]	C3 [Amplitude]	C4 [Amplitude]	C5 [Amplitude]	C6 [Amplitude]	D1 [Amplitude]	D2 [Amplitude]	D3 [Amplitude]	D4 [Amplitude]	D5 [Amplitude]	D6 [Amplitude]	A1 [Oxygen]	A2 [Oxygen]	A3 [Oxygen]	A4 [Oxygen]	A5 [Oxygen]	A6 [Oxygen]	B1 [Oxygen]	B2 [Oxygen]	B3 [Oxygen]	B4 [Oxygen]	B5 [Oxygen]	B6 [Oxygen]	C1 [Oxygen]	C2 [Oxygen]	C3 [Oxygen]	C4 [Oxygen]	C5 [Oxygen]	C6 [Oxygen]	D1 [Oxygen]	D2 [Oxygen]	D3 [Oxygen]	D4 [Oxygen]	D5 [Oxygen]	D6 [Oxygen]
11/13/2020	11:16:26 AM	132497757862935326	0:00:00	48.02	48.83	45.88	49.14	50.51	47.71	49.21	47.73	49.27	48.10	47.78	48.53	47.37	48.12	48.45	46.61	48.05	48.44	47.40	47.87	47.55	47.58	46.56	47.06	50497	51271	50201	58135	58592	55358	51348	54432	49262	53702	56443	59127	55651	55242	47552	56346	54879	53620	47238	49294	56718	52454	54426	55973	0.1880	0.1621	0.2621	0.1524	0.1115	0.1982	0.1503	0.1976	0.1484	0.1854	0.1959	0.1716	0.2096	0.1848	0.1741	0.2358	0.1870	0.1744	0.2086	0.1929	0.2036	0.2026	0.2376	0.2202
11/13/2020	11:16:41 AM	132497758012942634	0:00:15	46.79	46.83	45.60	47.81	49.55	47.54	47.64	46.17	47.16	47.64	47.59	47.57	46.14	47.04	47.05	45.52	47.60	46.67	46.55	46.23	46.37	46.20	46.05	46.22	50639	51409	51723	57609	58611	55319	51302	53649	49347	54227	56971	59049	55939	55913	48258	56026	55139	51979	47484	49488	57949	52500	55107	55773	0.2295	0.2281	0.2724	0.1949	0.1399	0.2039	0.2006	0.2515	0.2168	0.2006	0.2022	0.2029	0.2526	0.2209	0.2205	0.2754	0.2019	0.2337	0.2380	0.2494	0.2443	0.2504	0.2559	0.2497
11/13/2020	11:16:56 AM	132497758162942356	0:00:30	48.15	47.98	46.14	48.87	49.91	47.80	48.54	46.76	48.37	48.38	47.61	47.95	46.90	47.38	48.21	46.10	47.64	47.97	46.95	47.21	46.88	46.79	46.05	46.89	50638	51272	51219	58378	58489	55347	50606	53966	48743	53983	56507	59081	56025	55487	47794	55826	55228	54149	47201	48714	56805	52156	54855	57378	0.1838	0.1893	0.2526	0.1608	0.1291	0.1953	0.1713	0.2306	0.1767	0.1764	0.2016	0.1903	0.2257	0.2093	0.1818	0.2540	0.2006	0.1897	0.2240	0.2151	0.2264	0.2295	0.2559	0.2261
11/13/2020	11:17:11 AM	132497758312950826	0:00:45	47.25	48.19	45.97	48.33	49.52	48.00	48.50	46.43	47.58	47.88	47.63	48.36	47.11	47.88	48.39	46.97	47.75	47.59	46.77	47.01	46.81	47.08	46.60	46.74	50605	51351	50741	58064	58846	55178	50870	54224	49114	53687	56561	59199	55944	55396	46439	55681	55472	54009	47370	49247	56889	52341	55726	55851	0.2137	0.1825	0.2588	0.1780	0.1408	0.1887	0.1725	0.2422	0.2026	0.1926	0.2009	0.1770	0.2185	0.1926	0.1760	0.2233	0.1969	0.2022	0.2302	0.2219	0.2288	0.2195	0.2362	0.2313
11/13/2020	11:17:26 AM	132497758462953981	0:01:00	47.75	48.29	45.85	49.55	49.96	48.57	48.61	46.79	48.53	48.63	47.35	47.94	47.46	48.05	48.46	46.41	47.86	48.03	47.19	47.19	47.13	47.35	46.76	46.92	51223	51468	49740	57500	58644	55190	51572	53799	49661	53350	56418	59463	55894	55498	46434	55910	55160	53707	47370	49238	56667	52396	54793	55883	0.1969	0.1793	0.2632	0.1399	0.1276	0.1703	0.1690	0.2295	0.1716	0.1684	0.2103	0.1906	0.2066	0.1870	0.1738	0.2429	0.1933	0.1877	0.2157	0.2157	0.2178	0.2103	0.2306	0.2250
11/13/2020	11:17:41 AM	132497758612967038	0:01:15	47.71	47.68	45.44	47.55	48.56	47.87	47.78	46.13	47.69	47.75	47.35	47.82	47.27	47.97	47.96	46.09	47.36	47.41	47.14	46.94	46.39	46.75	46.70	46.55	50988	51274	48587	59033	58193	55073	50459	53250	48923	53632	56253	59271	56038	53403	46741	56094	55284	53789	47371	49451	56188	54030	54681	55776	0.1982	0.1992	0.2784	0.2036	0.1706	0.1929	0.1959	0.2530	0.1989	0.1969	0.2103	0.1946	0.2130	0.1897	0.1900	0.2544	0.2100	0.2083	0.2175	0.2243	0.2436	0.2309	0.2327	0.2380
11/13/2020	11:17:56 AM	132497758762969940	0:01:30	48.06	48.50	46.31	49.90	49.02	48.36	49.41	46.54	48.73	48.77	47.45	48.90	47.95	48.55	48.99	47.14	48.61	48.25	47.71	47.35	48.35	47.33	46.99	47.57	50668	51751	51622	57897	58873	55836	50360	53608	50000	54048	55779	59123	56403	55410	47049	56159	55736	53862	47307	49254	57988	52336	55059	55948	0.1867	0.1725	0.2465	0.1294	0.1562	0.1770	0.1442	0.2383	0.1652	0.1640	0.2069	0.1599	0.1903	0.1709	0.1571	0.2175	0.1690	0.1806	0.1982	0.2103	0.1773	0.2110	0.2226	0.2029
11/13/2020	11:18:11 AM	132497758912962201	0:01:45	48.00	49.38	47.17	49.59	52.51	49.52	51.03	46.46	48.53	49.57	48.79	49.22	48.03	49.03	49.70	46.93	46.43	48.67	48.62	47.52	48.14	48.24	48.52	48.03	50976	50812	49051	59321	58344	55395	50312	54449	50208	53932	57083	58820	56212	55769	47142	58056	58030	55420	47080	49084	58299	52577	55082	55777	0.1887	0.1451	0.2164	0.1387	0.0562	0.1408	0.0966	0.2411	0.1716	0.1393	0.1633	0.1500	0.1877	0.1558	0.1354	0.2247	0.2422	0.1671	0.1687	0.2046	0.1841	0.1809	0.1719	0.1877
11/13/2020	11:18:26 AM	132497759062978926	0:02:00	47.43	48.04	45.60	48.60	49.25	48.15	48.55	45.83	47.49	48.19	47.86	47.83	46.99	47.83	48.00	45.98	47.87	47.55	46.90	46.53	46.77	46.92	46.22	46.67	50537	50872	50673	58091	58138	55857	51327	53906	49630	54481	56050	59456	55849	55410	46551	55620	55451	52133	47552	49260	58243	52592	55108	55724	0.2076	0.1874	0.2724	0.1693	0.1491	0.1838	0.1709	0.2639	0.2056	0.1825	0.1933	0.1943	0.2226	0.1943	0.1887	0.2584	0.1929	0.2036	0.2257	0.2387	0.2302	0.2250	0.2497	0.2337
11/13/2020	11:18:41 AM	132497759212974127	0:02:15	46.57	48.04	46.11	49.04	50.03	48.12	48.79	46.22	47.60	48.16	47.47	46.71	46.53	47.65	47.24	44.41	47.91	47.88	46.61	47.30	47.27	46.88	47.34	46.93	50898	50838	51188	56919	58294	55945	50485	54219	48910	54044	55380	59149	55023	55531	49053	57478	55176	55460	47057	49481	57460	52321	54832	56491	0.2373	0.1874	0.2537	0.1555	0.1255	0.1848	0.1633	0.2497	0.2019	0.1835	0.2063	0.2323	0.2387	0.2002	0.2140	0.3182	0.1916	0.1926	0.2358	0.2120	0.2130	0.2264	0.2106	0.2247
11/13/2020	11:18:56 AM	132497759362976101	0:02:30	47.37	49.50	46.11	49.22	50.92	48.37	49.54	47.30	48.16	48.67	47.74	48.46	47.96	48.74	48.39	46.95	48.34	48.01	47.18	47.71	47.27	47.47	46.90	47.18	50988	51412	50643	57929	58075	55404	50488	54173	49195	54466	56156	58920	55942	53788	46768	55492	55605	54115	47719	49480	56268	52741	54733	55498	0.2096	0.1414	0.2537	0.1500	0.0997	0.1767	0.1402	0.2120	0.1835	0.1671	0.1972	0.1738	0.1900	0.1649	0.1760	0.2240	0.1777	0.1884	0.2161	0.1982	0.2130	0.2063	0.2257	0.2161
