"","GO_ID","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","GOSlim_bin","aspect"
"1","GO:0007154",0.00333860762063887,1,1,1,"cell communication","BP","other biological processes","P"
"2","GO:0006506",0.00289837730347049,1,1,1,"GPI anchor biosynthetic process","BP","protein metabolism","P"
"3","GO:0006811",0.00275305663552847,1,1,1,"ion transport","BP","transport","P"
"4","GO:0006378",0.00516730346765567,1,1,1,"mRNA polyadenylation","BP","RNA metabolism","P"
"5","GO:0007023",0.00615038865191909,1,1,1,"post-chaperonin tubulin folding pathway","BP","protein metabolism","P"
"6","GO:0006457",2.61260745465729e-05,1,2,2,"protein folding","BP","protein metabolism","P"
"7","GO:0006355",0.00298835661868681,1,1,1,"regulation of DNA-templated transcription","BP","RNA metabolism","P"
"8","GO:0008380",0.00639625200526989,1,1,1,"RNA splicing","BP","RNA metabolism","P"
"9","GO:0006814",0.00275748700873033,1,1,1,"sodium ion transport","BP","transport","P"
"10","GO:0006614",2.11178670293608e-05,1,2,2,"SRP-dependent cotranslational protein targeting to membrane","BP","transport","P"
"11","GO:0007021",0.00615038865191909,1,1,1,"tubulin complex assembly","BP","cell organization and biogenesis","P"
"12","GO:0005737",1.17314434929459e-07,1,3,3,"cytoplasm","CC","other cellular component","C"
"13","GO:0005783",0.00606323804732561,1,1,1,"endoplasmic reticulum","CC","ER/Golgi","C"
"14","GO:0005789",0.00289837730347049,1,1,1,"endoplasmic reticulum membrane","CC","ER/Golgi","C"
"15","GO:0016021",3.79987714191931e-08,1,3,3,"integral component of membrane","CC","other membranes","C"
"16","GO:0016020",8.61832133749544e-06,1,2,2,"membrane","CC","other membranes","C"
"17","GO:0005849",0.00516730346765567,1,1,1,"mRNA cleavage factor complex","CC","nucleus","C"
"18","GO:0005634",1.84562587011885e-05,1,2,2,"nucleus","CC","nucleus","C"
"19","GO:0008250",0.00611548056742078,1,1,1,"oligosaccharyltransferase complex","CC","ER/Golgi","C"
"20","GO:0016272",0.00606323804732561,1,1,1,"prefoldin complex","CC","cytosol","C"
"21","GO:0005840",0.00588166380067727,1,1,1,"ribosome","CC","translational apparatus","C"
"22","GO:0005786",0.00607193479744653,1,1,1,"signal recognition particle, endoplasmic reticulum targeting","CC","translational apparatus","C"
"23","GO:0005667",0.00298835661868681,1,1,1,"transcription regulator complex","CC","nucleus","C"
"24","GO:0001518",0.00275748700873033,1,1,1,"voltage-gated sodium channel complex","CC","plasma membrane","C"
"25","GO:0008312",2.11178670293608e-05,1,2,2,"7S RNA binding","MF","nucleic acid binding activity","F"
"26","GO:0005524",0.00282110281604121,1,1,1,"ATP binding","MF","other molecular function","F"
"27","GO:0016887",0.00282110281604121,1,1,1,"ATP hydrolysis activity","MF","other molecular function","F"
"28","GO:0004176",0.00514347356764982,1,1,1,"ATP-dependent peptidase activity","MF","other molecular function","F"
"29","GO:0042626",0.00282110281604121,1,1,1,"ATPase-coupled transmembrane transporter activity","MF","transporter activity","F"
"30","GO:0004536",0.00366260841526577,1,1,1,"deoxyribonuclease activity","MF","other molecular function","F"
"31","GO:0003700",0.00298835661868681,1,1,1,"DNA-binding transcription factor activity","MF","transcription regulatory activity","F"
"32","GO:0005230",0.00452342083080926,1,1,1,"extracellular ligand-gated ion channel activity","MF","transporter activity","F"
"33","GO:0003924",1.8483101538982e-05,1,2,2,"GTPase activity","MF","other molecular function","F"
"34","GO:0004386",0.00382723717273603,1,1,1,"helicase activity","MF","other molecular function","F"
"35","GO:0008201",0.00606323804732561,1,1,1,"heparin binding","MF","other molecular function","F"
"36","GO:0016787",0.00275305663552847,1,1,1,"hydrolase activity","MF","other molecular function","F"
"37","GO:0005216",0.00275305663552847,1,1,1,"ion channel activity","MF","transporter activity","F"
"38","GO:0050750",0.00606323804732561,1,1,1,"low-density lipoprotein particle receptor binding","MF","signal transduction activity","F"
"39","GO:0003729",2.89058134106048e-05,1,2,2,"mRNA binding","MF","nucleic acid binding activity","F"
"40","GO:0003676",1.1860631053165e-05,1,2,2,"nucleic acid binding","MF","nucleic acid binding activity","F"
"41","GO:0005337",0.00316390764889948,1,1,1,"nucleoside transmembrane transporter activity","MF","transporter activity","F"
"42","GO:0005515",0.00318800270513602,1,1,1,"protein binding","MF","other molecular function","F"
"43","GO:0008479",0.0039050453402172,1,1,1,"queuine tRNA-ribosyltransferase activity","MF","other molecular function","F"
"44","GO:0004252",0.00514347356764982,1,1,1,"serine-type endopeptidase activity","MF","other molecular function","F"
"45","GO:0003735",0.00588166380067727,1,1,1,"structural constituent of ribosome","MF","other molecular function","F"
"46","GO:0003743",0.00491780656832643,1,1,1,"translation initiation factor activity","MF","nucleic acid binding activity","F"
"47","GO:0004888",0.00452342083080926,1,1,1,"transmembrane signaling receptor activity","MF","signal transduction activity","F"
"48","GO:0005248",0.00275748700873033,1,1,1,"voltage-gated sodium channel activity","MF","transporter activity","F"
"49","NA;NA",0,1,22,22,NA,NA,NA,NA
"50","GO:0005515;NA",9.84554234990828e-08,1,3,3,NA,NA,NA,NA
"51","GO:0055085;NA",7.64848347548537e-06,1,2,2,NA,NA,NA,NA
"52","GO:0005509;NA",1.7300767992737e-05,1,2,2,NA,NA,NA,NA
"53","GO:0005525;NA",1.8483101538982e-05,1,2,2,NA,NA,NA,NA
"54","GO:0051082;NA",2.61260745465729e-05,1,2,2,NA,NA,NA,NA
"55","GO:0007034;GO:0007034",2.69477530103079e-05,1,2,2,NA,NA,NA,NA
