"","GO_ID","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","GOSlim_bin","aspect"
"1","GO:0006207",0.0448873059785908,1,1,1,"'de novo' pyrimidine nucleobase biosynthetic process","BP","other metabolic processes","P"
"2","GO:0006816",0.0464639467808888,1,1,1,"calcium ion transport","BP","transport","P"
"3","GO:0005975",0.0438906868501911,1,1,1,"carbohydrate metabolic process","BP","other metabolic processes","P"
"4","GO:0007154",0.0464639467808888,1,1,1,"cell communication","BP","other biological processes","P"
"5","GO:0007166",0.0411360859802338,1,1,1,"cell surface receptor signaling pathway","BP","signal transduction","P"
"6","GO:0007186",9.9688900367889e-48,1,39,39,"G protein-coupled receptor signaling pathway","BP","signal transduction","P"
"7","GO:0031047",0.0496570155370801,1,1,1,"gene silencing by RNA","BP","other metabolic processes","P"
"8","GO:0006751",0.00290855699506981,1,2,2,"glutathione catabolic process","BP","other metabolic processes","P"
"9","GO:0006886",0.0405540238487514,1,1,1,"intracellular protein transport","BP","transport","P"
"10","GO:0006811",0,1,10,10,"ion transport","BP","transport","P"
"11","GO:0001822",0.0389830586513635,1,1,1,"kidney development","BP","developmental processes","P"
"12","GO:0046373",0.0464408739875197,1,1,1,"L-arabinose metabolic process","BP","other metabolic processes","P"
"13","GO:0006629",0.000238691960468862,1,3,3,"lipid metabolic process","BP","other metabolic processes","P"
"14","GO:0007018",5.49851174784754e-09,1,6,6,"microtubule-based movement","BP","other biological processes","P"
"15","GO:0007275",0.00437460002903599,1,2,2,"multicellular organism development","BP","developmental processes","P"
"16","GO:0006813",1.67620717284254e-08,1,6,6,"potassium ion transport","BP","transport","P"
"17","GO:0006486",3.77292211792082e-09,1,7,7,"protein glycosylation","BP","protein metabolism","P"
"18","GO:0051260",0.000147332976199493,1,3,3,"protein homooligomerization","BP","cell organization and biogenesis","P"
"19","GO:0006508",7.98575103915638e-13,1,9,9,"proteolysis","BP","protein metabolism","P"
"20","GO:0006221",0.0448873059785908,1,1,1,"pyrimidine nucleotide biosynthetic process","BP","other metabolic processes","P"
"21","GO:0006355",7.05106968774116e-09,1,7,7,"regulation of DNA-templated transcription","BP","RNA metabolism","P"
"22","GO:0006979",9.22088322189848e-07,1,5,5,"response to oxidative stress","BP","stress response","P"
"23","GO:0007165",0.00244958573195599,1,2,2,"signal transduction","BP","signal transduction","P"
"24","GO:0006814",1.08622886575002e-05,1,4,4,"sodium ion transport","BP","transport","P"
"25","GO:0007286",0.0496570155370801,1,1,1,"spermatid development","BP","other biological processes","P"
"26","GO:0016192",0.0405540238487514,1,1,1,"vesicle-mediated transport","BP","transport","P"
"27","GO:0005737",0.0003195213711101,1,3,3,"cytoplasm","CC","other cellular component","C"
"28","GO:0005576",1.51217209743317e-05,1,4,4,"extracellular region","CC","non-structural extracellular","C"
"29","GO:0016021",4.15635173663637e-19,1,15,15,"integral component of membrane","CC","other membranes","C"
"30","GO:0016020",1.12698659691724e-30,1,23,23,"membrane","CC","other membranes","C"
"31","GO:0005634",0.000292710196418491,1,3,3,"nucleus","CC","nucleus","C"
"32","GO:0005891",0.00232388116418062,1,2,2,"voltage-gated calcium channel complex","CC","plasma membrane","C"
"33","GO:0008076",0.000147332976199493,1,3,3,"voltage-gated potassium channel complex","CC","plasma membrane","C"
"34","GO:0001518",0.0456135333654634,1,1,1,"voltage-gated sodium channel complex","CC","plasma membrane","C"
"35","GO:0004114",0.00265225307000645,1,2,2,"3',5'-cyclic-nucleotide phosphodiesterase activity","MF","other molecular function","F"
"36","GO:0008376",7.4187590773841e-07,1,5,5,"acetylgalactosaminyltransferase activity","MF","other molecular function","F"
"37","GO:0005524",1.99728301041125e-25,1,19,19,"ATP binding","MF","other molecular function","F"
"38","GO:0016887",0.0438906868501911,1,1,1,"ATP hydrolysis activity","MF","other molecular function","F"
"39","GO:0042626",0.0438906868501911,1,1,1,"ATPase-coupled transmembrane transporter activity","MF","transporter activity","F"
"40","GO:0005262",2.68207735493961e-07,1,5,5,"calcium channel activity","MF","transporter activity","F"
"41","GO:0005509",0,1,10,10,"calcium ion binding","MF","other molecular function","F"
"42","GO:0005432",0.0464639467808888,1,1,1,"calcium:sodium antiporter activity","MF","transporter activity","F"
"43","GO:0004089",0.00485849861262589,1,2,2,"carbonate dehydratase activity","MF","other molecular function","F"
"44","GO:0004096",0.0372024838399534,1,1,1,"catalase activity","MF","other molecular function","F"
"45","GO:0003824",0.000166270913827398,1,3,3,"catalytic activity","MF","other molecular function","F"
"46","GO:0008061",0.0438906868501911,1,1,1,"chitin binding","MF","other molecular function","F"
"47","GO:0005507",0.0422892950127407,1,1,1,"copper ion binding","MF","other molecular function","F"
"48","GO:0004127",0.0448873059785908,1,1,1,"cytidylate kinase activity","MF","kinase activity","F"
"49","GO:0004144",0.000186548890692276,1,3,3,"diacylglycerol O-acyltransferase activity","MF","other molecular function","F"
"50","GO:0003677",2.90041452861457e-19,1,16,16,"DNA binding","MF","nucleic acid binding activity","F"
"51","GO:0003700",2.27459734790099e-05,1,4,4,"DNA-binding transcription factor activity","MF","transcription regulatory activity","F"
"52","GO:0000981",1.67232880316547e-13,1,11,11,"DNA-binding transcription factor activity, RNA polymerase II-specific","MF",NA,NA
"53","GO:0009055",0.000435382883492915,1,3,3,"electron transfer activity","MF","other molecular function","F"
"54","GO:0005230",4.78735474532223e-08,1,6,6,"extracellular ligand-gated ion channel activity","MF","transporter activity","F"
"55","GO:0050660",0.00352449188443068,1,2,2,"flavin adenine dinucleotide binding","MF","other molecular function","F"
"56","GO:0008417",0.000255326393173315,1,3,3,"fucosyltransferase activity","MF","other molecular function","F"
"57","GO:0004930",2.02985942763047e-45,1,37,37,"G protein-coupled receptor activity","MF","signal transduction activity","F"
"58","GO:0004602",0.00607690042329409,1,2,2,"glutathione peroxidase activity","MF","other molecular function","F"
"59","GO:0005525",0.00377656131046472,1,2,2,"GTP binding","MF","other molecular function","F"
"60","GO:0003924",0.000185142894058589,1,3,3,"GTPase activity","MF","other molecular function","F"
"61","GO:0005085",0.00150821987839542,1,2,2,"guanyl-nucleotide exchange factor activity","MF","enzyme regulator activity","F"
"62","GO:0020037",5.64133155439714e-11,1,8,8,"heme binding","MF","other molecular function","F"
