"","GO_ID","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","GOSlim_bin","aspect"
"1","GO:0009308",3.81352830850983e-05,1,2,2,"amine metabolic process","BP","other metabolic processes","P"
"2","GO:0006310",0.0123677540504643,1,1,1,"DNA recombination","BP","DNA metabolism","P"
"3","GO:0006352",2.42852887184726e-06,1,3,3,"DNA-templated transcription initiation","BP","RNA metabolism","P"
"4","GO:0006888",0.00377274678355479,1,1,1,"endoplasmic reticulum to Golgi vesicle-mediated transport","BP","transport","P"
"5","GO:0007186",0.0096167611612109,1,1,1,"G protein-coupled receptor signaling pathway","BP","signal transduction","P"
"6","GO:0006886",0.00377274678355479,1,1,1,"intracellular protein transport","BP","transport","P"
"7","GO:0000281",0.0101607872250905,1,1,1,"mitotic cytokinesis","BP","cell cycle and proliferation","P"
"8","GO:0009249",0.0135340601908271,1,1,1,"protein lipoylation","BP","protein metabolism","P"
"9","GO:0001522",0.00579823180142029,1,1,1,"pseudouridine synthesis","BP","RNA metabolism","P"
"10","GO:0006355",0.000140659187063059,1,2,2,"regulation of DNA-templated transcription","BP","RNA metabolism","P"
"11","GO:0006364",0.0119592709569282,1,1,1,"rRNA processing","BP","RNA metabolism","P"
"12","GO:0007165",0.00983359088995544,1,1,1,"signal transduction","BP","signal transduction","P"
"13","GO:0016020",6.19685832462765e-05,1,2,2,"membrane","CC","other membranes","C"
"14","GO:0005874",0.0101607872250905,1,1,1,"microtubule","CC","cytoskeleton","C"
"15","GO:0000786",0,1,30,30,"nucleosome","CC","other cellular component","C"
"16","GO:0005634",0.00754521161056048,1,1,1,"nucleus","CC","nucleus","C"
"17","GO:0005665",0.0157983899259422,1,1,1,"RNA polymerase II, core complex","CC","nucleus","C"
"18","GO:0005819",0.0101607872250905,1,1,1,"spindle","CC","cytoskeleton","C"
"19","GO:0005524",5.43360970778509e-09,1,4,4,"ATP binding","MF","other molecular function","F"
"20","GO:0016887",0.00841034752798082,1,1,1,"ATP hydrolysis activity","MF","other molecular function","F"
"21","GO:0005509",0.010868257070416,1,1,1,"calcium ion binding","MF","other molecular function","F"
"22","GO:0005507",3.81352830850983e-05,1,2,2,"copper ion binding","MF","other molecular function","F"
"23","GO:0003677",0,1,36,36,"DNA binding","MF","nucleic acid binding activity","F"
"24","GO:0003700",0.000166911668776375,1,2,2,"DNA-binding transcription factor activity","MF","transcription regulatory activity","F"
"25","GO:0000981",0.012244256861861,1,1,1,"DNA-binding transcription factor activity, RNA polymerase II-specific","MF",NA,NA
"26","GO:0003899",0.0157983899259422,1,1,1,"DNA-directed 5'-3' RNA polymerase activity","MF","other molecular function","F"
"27","GO:0050660",6.40133887187917e-05,1,2,2,"flavin adenine dinucleotide binding","MF","other molecular function","F"
"28","GO:0004930",0.0096167611612109,1,1,1,"G protein-coupled receptor activity","MF","signal transduction activity","F"
"29","GO:0005525",0.000144794086832148,1,2,2,"GTP binding","MF","other molecular function","F"
"30","GO:0003924",0.000144794086832148,1,2,2,"GTPase activity","MF","other molecular function","F"
"31","GO:0004518",0.000192387959083827,1,2,2,"nuclease activity","MF","other molecular function","F"
"32","GO:0003676",1.1945580010597e-06,1,3,3,"nucleic acid binding","MF","nucleic acid binding activity","F"
"33","GO:0016614",6.40133887187917e-05,1,2,2,"oxidoreductase activity, acting on CH-OH group of donors","MF","other molecular function","F"
"34","GO:0008131",3.81352830850983e-05,1,2,2,"primary amine oxidase activity","MF","other molecular function","F"
"35","GO:0005515",8.76348289079028e-05,1,2,2,"protein binding","MF","other molecular function","F"
"36","GO:0004672",0.000110303309610452,1,2,2,"protein kinase activity","MF","kinase activity","F"
"37","GO:0048038",3.81352830850983e-05,1,2,2,"quinone binding","MF","other molecular function","F"
"38","GO:0003723",7.84148103970516e-05,1,2,2,"RNA binding","MF","nucleic acid binding activity","F"
"39","GO:0003714",0.0169083583908739,1,1,1,"transcription corepressor activity","MF","transcription regulatory activity","F"
"40","GO:0022857",7.37667935560689e-07,1,3,3,"transmembrane transporter activity","MF","transporter activity","F"
"41","GO:0004842",0.00847954530568214,1,1,1,"ubiquitin-protein transferase activity","MF","other molecular function","F"
"42","GO:0008270",1.15043695927637e-06,1,3,3,"zinc ion binding","MF","other molecular function","F"
"43","GO:0005515;NA",0,1,13,13,NA,NA,NA,NA
"44","GO:0006334;NA",0,1,27,27,NA,NA,NA,NA
"45","NA;NA",0,1,49,49,NA,NA,NA,NA
"46","GO:0055114;NA",3.71019858022977e-11,1,5,5,NA,NA,NA,NA
"47","GO:0003677;NA",8.98939246102515e-09,1,4,4,NA,NA,NA,NA
"48","GO:0005524;NA",5.87960986955765e-07,1,3,3,NA,NA,NA,NA
"49","GO:0046982;NA",2.42852887184726e-06,1,3,3,NA,NA,NA,NA
"50","GO:0055085;NA",8.84508582759843e-05,1,2,2,NA,NA,NA,NA
"51","GO:0016020;NA",9.05947455417975e-05,1,2,2,NA,NA,NA,NA
"52","GO:0006468;NA",0.000110303309610452,1,2,2,NA,NA,NA,NA
"53","GO:0016021;NA",0.000120992453387297,1,2,2,NA,NA,NA,NA
"54","GO:0003676;NA",0.000132109107130538,1,2,2,NA,NA,NA,NA
"55","NA;GO:0003677;GO:0005634",0.000147978961124602,1,2,2,NA,NA,NA,NA
"56","GO:0006355;NA",0.000151241062521214,1,2,2,NA,NA,NA,NA
"57","GO:0016818;NA",0.000192387959083827,1,2,2,NA,NA,NA,NA
"58","GO:0006351;NA",0.00022512199278355,1,2,2,NA,NA,NA,NA
"59","GO:0004869;NA",0.000270997215488011,1,2,2,NA,NA,NA,NA
"60","GO:0030127;NA",0.00377274678355479,1,1,1,NA,NA,NA,NA
"61","GO:0006464;GO:0005524;GO:0006464;GO:0016874",0.00518255141006607,1,1,1,NA,NA,NA,NA
"62","GO:0009982;NA",0.00579823180142029,1,1,1,NA,NA,NA,NA
"63","GO:0046332;NA",0.00609983819615803,1,1,1,NA,NA,NA,NA
"64","GO:0045892;NA",0.00754521161056048,1,1,1,NA,NA,NA,NA
"65","GO:0055085;GO:0005524;GO:0016887",0.00841034752798082,1,1,1,NA,NA,NA,NA
"66","GO:0016567;GO:0000398;GO:0000974;GO:0006281;GO:0061630",0.00847954530568214,1,1,1,NA,NA,NA,NA
"67","GO:0070403;NA",0.00915440330252813,1,1,1,NA,NA,NA,NA
"68","GO:0022857;GO:0016020;GO:0016021;GO:0022857",0.00924766233969032,1,1,1,NA,NA,NA,NA
"69","GO:0016020;GO:0005765;GO:0005773;GO:0015809;GO:0016021;GO:0051453",0.00927902430858542,1,1,1,NA,NA,NA,NA
"70","GO:0016020;GO:0005765;GO:0016021",0.00971610896345818,1,1,1,NA,NA,NA,NA
"71","GO:0040001;NA",0.0101607872250905,1,1,1,NA,NA,NA,NA
"72","GO:0005634;NA",0.0102665650434095,1,1,1,NA,NA,NA,NA
"73","GO:0043565;NA",0.0103020793928959,1,1,1,NA,NA,NA,NA
"74","GO:0005544;NA",0.010868257070416,1,1,1,NA,NA,NA,NA
"75","GO:0006355;GO:0000978;GO:0003700;GO:0005634;GO:0006357",0.0111140699236079,1,1,1,NA,NA,NA,NA
"76","GO:0016787;NA",0.0111906519520968,1,1,1,NA,NA,NA,NA
"77","GO:0006355;GO:0003677;GO:0005634;GO:0006355",0.0113257152703474,1,1,1,NA,NA,NA,NA
"78","GO:0008168;NA",0.0119592709569282,1,1,1,NA,NA,NA,NA
"79","GO:0015074;NA",0.0123677540504643,1,1,1,NA,NA,NA,NA
"80","NA;GO:0016020",0.0133824638830328,1,1,1,NA,NA,NA,NA
"81","GO:0016602;NA",0.0134906609463453,1,1,1,NA,NA,NA,NA
"82","GO:0033819;NA",0.0135340601908271,1,1,1,NA,NA,NA,NA
"83","GO:0007264;GO:0003924;GO:0005525;GO:0007264",0.01430387077708,1,1,1,NA,NA,NA,NA
"84","GO:0019843;GO:0019843",0.0145718884253204,1,1,1,NA,NA,NA,NA
"85","GO:0005515;GO:0005634",0.016652899383635,1,1,1,NA,NA,NA,NA
"86","GO:1903507;GO:0003714",0.0169083583908739,1,1,1,NA,NA,NA,NA
