"","GO_ID","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","GOSlim_bin","aspect"
"1","GO:0005975",1.03948120346236e-05,1,6,6,"carbohydrate metabolic process","BP","other metabolic processes","P"
"2","GO:0019752",0.0134044463697082,1,2,2,"carboxylic acid metabolic process","BP","other metabolic processes","P"
"3","GO:0006812",0.00343507264819404,1,3,3,"cation transport","BP","transport","P"
"4","GO:0007155",0.000233651888592679,1,5,5,"cell adhesion","BP","cell adhesion","P"
"5","GO:0007166",3.45614124088872e-05,1,7,7,"cell surface receptor signaling pathway","BP","signal transduction","P"
"6","GO:0007267",0.0115353143931352,1,3,3,"cell-cell signaling","BP","cell-cell signaling","P"
"7","GO:0006821",0.0243699283107325,1,2,2,"chloride transport","BP","transport","P"
"8","GO:0009190",0.00730922185567516,1,3,3,"cyclic nucleotide biosynthetic process","BP","other metabolic processes","P"
"9","GO:0006310",1.40744325584023e-07,1,8,8,"DNA recombination","BP","DNA metabolism","P"
"10","GO:0006281",0.0160119943276824,1,2,2,"DNA repair","BP","stress response","P"
"11","GO:0006351",0.00488333429042879,1,3,3,"DNA-templated transcription","BP","RNA metabolism","P"
"12","GO:0007186",4.69740796061981e-25,1,31,31,"G protein-coupled receptor signaling pathway","BP","signal transduction","P"
"13","GO:0009247",0.00159648426397916,1,3,3,"glycolipid biosynthetic process","BP","other metabolic processes","P"
"14","GO:0006506",0.0245032038146655,1,2,2,"GPI anchor biosynthetic process","BP","protein metabolism","P"
"15","GO:0007156",0.00387480749579705,1,5,5,"homophilic cell adhesion via plasma membrane adhesion molecules","BP","cell adhesion","P"
"16","GO:0006886",8.9351758345406e-05,1,5,5,"intracellular protein transport","BP","transport","P"
"17","GO:0006811",9.54383019526418e-11,1,13,13,"ion transport","BP","transport","P"
"18","GO:0006629",0.00676827616738648,1,3,3,"lipid metabolic process","BP","other metabolic processes","P"
"19","GO:0030001",0.0228355081733493,1,2,2,"metal ion transport","BP","transport","P"
"20","GO:0007018",0.00310605307158444,1,3,3,"microtubule-based movement","BP","other biological processes","P"
"21","GO:0006298",0.000233994197565479,1,5,5,"mismatch repair","BP","stress response","P"
