"","GO_ID","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","GOSlim_bin","aspect"
"1","GO:0006207",0.00360299304061345,1,4,4,"'de novo' pyrimidine nucleobase biosynthetic process","BP","other metabolic processes","P"
"2","GO:0015986",0.000112253763898342,1,8,8,"ATP synthesis coupled proton transport","BP","transport","P"
"3","GO:0009058",3.39165114260208e-09,1,15,15,"biosynthetic process","BP","other metabolic processes","P"
"4","GO:0006816",0.010337713305613,1,3,3,"calcium ion transport","BP","transport","P"
"5","GO:0005975",1.09428222935669e-08,1,14,14,"carbohydrate metabolic process","BP","other metabolic processes","P"
"6","GO:0006812",0.00224945093991232,1,5,5,"cation transport","BP","transport","P"
"7","GO:0007154",0.010337713305613,1,3,3,"cell communication","BP","other biological processes","P"
"8","GO:0007166",3.36049014212039e-06,1,8,8,"cell surface receptor signaling pathway","BP","signal transduction","P"
"9","GO:0006520",0.0158547233449799,1,3,3,"cellular amino acid metabolic process","BP","other metabolic processes","P"
"10","GO:0060271",0.0260100741980109,1,3,3,"cilium assembly","BP","cell organization and biogenesis","P"
"11","GO:0007010",0.000391050120106638,1,6,6,"cytoskeleton organization","BP","cell organization and biogenesis","P"
"12","GO:0032508",0.0030281043902897,1,4,4,"DNA duplex unwinding","BP","DNA metabolism","P"
"13","GO:0006310",0.000483415215189897,1,6,6,"DNA recombination","BP","DNA metabolism","P"
"14","GO:0006281",5.88789342170378e-05,1,8,8,"DNA repair","BP","stress response","P"
"15","GO:0006260",2.62698423414258e-05,1,8,8,"DNA replication","BP","DNA metabolism","P"
"16","GO:0006270",0.0030281043902897,1,4,4,"DNA replication initiation","BP","DNA metabolism","P"
"17","GO:0006352",0.0490457968097903,1,3,3,"DNA-templated transcription, initiation","BP","RNA metabolism","P"
"18","GO:0006635",0.0146972098780909,1,3,3,"fatty acid beta-oxidation","BP","other metabolic processes","P"
"19","GO:0007186",4.82547905175565e-43,1,81,81,"G protein-coupled receptor signaling pathway","BP","signal transduction","P"
"20","GO:0006096",0.0252707279941471,1,3,3,"glycolytic process","BP","other metabolic processes","P"
"21","GO:0006183",0.035650757508544,1,3,3,"GTP biosynthetic process","BP","other metabolic processes","P"
"22","GO:0007156",0.0107299730300887,1,3,3,"homophilic cell adhesion via plasma membrane adhesion molecules","BP","cell adhesion","P"
"23","GO:0120009",0.00950023675431747,1,4,4,"intermembrane lipid transfer","BP",NA,NA
"24","GO:0006886",4.65589889466779e-16,1,27,27,"intracellular protein transport","BP","transport","P"
"25","GO:0006811",3.4699066746331e-17,1,25,25,"ion transport","BP","transport","P"
"26","GO:0016226",0.0144776711694459,1,4,4,"iron-sulfur cluster assembly","BP","other metabolic processes","P"
"27","GO:0001822",0.036750157791641,1,2,2,"kidney development","BP","developmental processes","P"
"28","GO:0006629",7.23637276064389e-06,1,10,10,"lipid metabolic process","BP","other metabolic processes","P"
"29","GO:0030001",0.032343660437397,1,3,3,"metal ion transport","BP","transport","P"
"30","GO:0000226",0.0137821089529571,1,3,3,"microtubule cytoskeleton organization","BP","cell organization and biogenesis","P"
"31","GO:0007018",4.01350643210801e-23,1,32,32,"microtubule-based movement","BP","other biological processes","P"
