"","GO_ID","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","GOSlim_bin","aspect"
"1","GO:0006207",0.00461462688151314,1,2,2,"'de novo' pyrimidine nucleobase biosynthetic process","BP","other metabolic processes","P"
"2","GO:0006915",0.00456459001013371,1,2,2,"apoptotic process","BP","death","P"
"3","GO:0005975",0.00426958110783994,1,2,2,"carbohydrate metabolic process","BP","other metabolic processes","P"
"4","GO:0007166",0.00338694561806412,1,2,2,"cell surface receptor signaling pathway","BP","signal transduction","P"
"5","GO:0007059",0.0050852758528289,1,2,2,"chromosome segregation","BP","other biological processes","P"
"6","GO:0006281",0.000328626647995164,1,3,3,"DNA repair","BP","stress response","P"
"7","GO:0006351",0.00302001607365933,1,2,2,"DNA-templated transcription","BP","RNA metabolism","P"
"8","GO:0006888",0.00403834793685741,1,2,2,"endoplasmic reticulum to Golgi vesicle-mediated transport","BP","transport","P"
"9","GO:0007186",1.76500850615183e-12,1,10,10,"G protein-coupled receptor signaling pathway","BP","signal transduction","P"
"10","GO:0120009",0.00522401155848458,1,2,2,"intermembrane lipid transfer","BP",NA,NA
"11","GO:0006886",3.78910520732691e-08,1,6,6,"intracellular protein transport","BP","transport","P"
"12","GO:0034220",0.00443961517966152,1,2,2,"ion transmembrane transport","BP","transport","P"
"13","GO:0006811",5.2174143547126e-07,1,5,5,"ion transport","BP","transport","P"
"14","GO:0006629",0.000323604156934232,1,3,3,"lipid metabolic process","BP","other metabolic processes","P"
"15","GO:0030001",0.000224203816669039,1,3,3,"metal ion transport","BP","transport","P"
"16","GO:0006298",0.00382477278491143,1,2,2,"mismatch repair","BP","stress response","P"
"17","GO:0000398",0.00344130463944906,1,2,2,"mRNA splicing, via spliceosome","BP","RNA metabolism","P"
"18","GO:0007275",0.00450125049748093,1,2,2,"multicellular organism development","BP","developmental processes","P"
"19","GO:0006813",0.000254866511925338,1,3,3,"potassium ion transport","BP","transport","P"
"20","GO:0006470",2.37410771308881e-05,1,4,4,"protein dephosphorylation","BP","protein metabolism","P"
"21","GO:0006486",2.13431895119794e-12,1,10,10,"protein glycosylation","BP","protein metabolism","P"
"22","GO:0006508",4.51587522517022e-09,1,7,7,"proteolysis","BP","protein metabolism","P"
"23","GO:0006355",8.21443859348096e-15,1,12,12,"regulation of DNA-templated transcription","BP","RNA metabolism","P"
"24","GO:0006396",0.00372447970589876,1,2,2,"RNA processing","BP","RNA metabolism","P"
"25","GO:0007165",0.000265320987057633,1,3,3,"signal transduction","BP","signal transduction","P"
"26","GO:0006412",0.00541967830418532,1,2,2,"translation","BP","protein metabolism","P"
