"","GO_ID","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","GOSlim_bin","aspect"
"1","GO:0006207",0.00818325094393604,1,3,3,"'de novo' pyrimidine nucleobase biosynthetic process","BP","other metabolic processes","P"
"2","GO:0009058",3.84961674220066e-10,1,14,14,"biosynthetic process","BP","other metabolic processes","P"
"3","GO:0006816",0.0279144389143322,1,2,2,"calcium ion transport","BP","transport","P"
"4","GO:0005975",2.01752734510932e-09,1,13,13,"carbohydrate metabolic process","BP","other metabolic processes","P"
"5","GO:0006812",0.00246681921874767,1,4,4,"cation transport","BP","transport","P"
"6","GO:0007155",0.0428656869529023,1,2,2,"cell adhesion","BP","cell adhesion","P"
"7","GO:0007154",0.0279144389143322,1,2,2,"cell communication","BP","other biological processes","P"
"8","GO:0007166",2.76925690518032e-06,1,7,7,"cell surface receptor signaling pathway","BP","signal transduction","P"
"9","GO:0006520",0.0322330275195135,1,2,2,"cellular amino acid metabolic process","BP","other metabolic processes","P"
"10","GO:0060271",0.0126695393562361,1,3,3,"cilium assembly","BP","cell organization and biogenesis","P"
"11","GO:0003341",0.0498642429079714,1,2,2,"cilium movement","BP",NA,NA
"12","GO:0007010",8.7065510479418e-05,1,6,6,"cytoskeleton organization","BP","cell organization and biogenesis","P"
"13","GO:0016311",0.0498522835750241,1,2,2,"dephosphorylation","BP","other metabolic processes","P"
"14","GO:0032508",0.00103233613692227,1,4,4,"DNA duplex unwinding","BP","DNA metabolism","P"
"15","GO:0006310",0.000400823201090764,1,5,5,"DNA recombination","BP","DNA metabolism","P"
"16","GO:0006281",8.60040648747073e-06,1,8,8,"DNA repair","BP","stress response","P"
"17","GO:0006260",3.5213791836347e-06,1,8,8,"DNA replication","BP","DNA metabolism","P"
"18","GO:0006270",0.00103233613692227,1,4,4,"DNA replication initiation","BP","DNA metabolism","P"
"19","GO:0006351",0.0252586658814169,1,3,3,"DNA-templated transcription","BP","RNA metabolism","P"
"20","GO:0006352",0.0254399440362818,1,3,3,"DNA-templated transcription initiation","BP","RNA metabolism","P"
"21","GO:0006635",0.00666623067805944,1,3,3,"fatty acid beta-oxidation","BP","other metabolic processes","P"
"22","GO:0007186",2.14437757786781e-27,1,42,42,"G protein-coupled receptor signaling pathway","BP","signal transduction","P"
"23","GO:0006096",0.0122784854482716,1,3,3,"glycolytic process","BP","other metabolic processes","P"
"24","GO:0007156",0.00486617817114049,1,3,3,"homophilic cell adhesion via plasma membrane adhesion molecules","BP","cell adhesion","P"
"25","GO:0120009",0.00371118886005484,1,4,4,"intermembrane lipid transfer","BP",NA,NA
"26","GO:0006891",0.0357168126228256,1,2,2,"intra-Golgi vesicle-mediated transport","BP","transport","P"
"27","GO:0006886",3.54988438329482e-18,1,26,26,"intracellular protein transport","BP","transport","P"
"28","GO:0006811",2.23916734516641e-11,1,14,14,"ion transport","BP","transport","P"
"29","GO:0016226",0.00591454176390977,1,4,4,"iron-sulfur cluster assembly","BP","other metabolic processes","P"
"30","GO:0006629",5.13354957721645e-05,1,7,7,"lipid metabolic process","BP","other metabolic processes","P"
"31","GO:0000226",0.00624471634457911,1,3,3,"microtubule cytoskeleton organization","BP","cell organization and biogenesis","P"
"32","GO:0007018",6.70545879124221e-22,1,26,26,"microtubule-based movement","BP","other biological processes","P"
"33","GO:0006298",0.0243607444120291,1,2,2,"mismatch repair","BP","stress response","P"
"34","GO:0000278",0.00394361093158441,1,4,4,"mitotic cell cycle","BP","cell cycle and proliferation","P"
"35","GO:0000398",3.03470888359162e-07,1,12,12,"mRNA splicing, via spliceosome","BP","RNA metabolism","P"
"36","GO:0007275",2.41894229094856e-05,1,8,8,"multicellular organism development","BP","developmental processes","P"
"37","GO:0006807",0.017768331758206,1,3,3,"nitrogen compound metabolic process","BP","other metabolic processes","P"
"38","GO:0006139",0.00085548864275198,1,4,4,"nucleobase-containing compound metabolic process","BP","other metabolic processes","P"
"39","GO:0006857",0.00784773132922589,1,3,3,"oligopeptide transport","BP","transport","P"
"40","GO:0009312",0.0472530559456267,1,2,2,"oligosaccharide biosynthetic process","BP","other metabolic processes","P"
"41","GO:0006098",0.0380594594407717,1,2,2,"pentose-phosphate shunt","BP","other metabolic processes","P"
"42","GO:0046854",0.00066534606992793,1,5,5,"phosphatidylinositol phosphate biosynthetic process","BP","other metabolic processes","P"
"43","GO:0008654",0.0191313576378499,1,3,3,"phospholipid biosynthetic process","BP","other metabolic processes","P"
"44","GO:0015914",0.0005594392519616,1,4,4,"phospholipid transport","BP","transport","P"
"45","GO:0006813",7.11825463365612e-07,1,9,9,"potassium ion transport","BP","transport","P"
"46","GO:0006470",0.042089173323926,1,2,2,"protein dephosphorylation","BP","protein metabolism","P"
"47","GO:0006457",1.27939159534569e-13,1,21,21,"protein folding","BP","protein metabolism","P"
"48","GO:0006486",1.6303593760428e-12,1,19,19,"protein glycosylation","BP","protein metabolism","P"
"49","GO:0051260",0.00154823240266924,1,4,4,"protein homooligomerization","BP","cell organization and biogenesis","P"
"50","GO:0006487",0.000827004235505677,1,5,5,"protein N-linked glycosylation","BP","protein metabolism","P"
"51","GO:0000413",8.77675168757776e-06,1,9,9,"protein peptidyl-prolyl isomerization","BP","protein metabolism","P"
"52","GO:0006468",2.54311715142568e-05,1,6,6,"protein phosphorylation","BP","protein metabolism","P"
"53","GO:0015031",0.0120205590003359,1,3,3,"protein transport","BP","transport","P"
"54","GO:0016567",0.00706423853138373,1,3,3,"protein ubiquitination","BP","protein metabolism","P"
"55","GO:0006508",2.11626928708963e-14,1,20,20,"proteolysis","BP","protein metabolism","P"
"56","GO:0015986",1.7507151446243e-05,1,8,8,"proton motive force-driven ATP synthesis","BP","transport","P"
"57","GO:0001522",0.0398897191669445,1,2,2,"pseudouridine synthesis","BP","RNA metabolism","P"
"58","GO:0043113",0.046165554580467,1,2,2,"receptor clustering","BP","signal transduction","P"
"59","GO:0006355",2.98184141166706e-10,1,15,15,"regulation of DNA-templated transcription","BP","RNA metabolism","P"
"60","GO:0009966",0.0116331853559088,1,3,3,"regulation of signal transduction","BP","signal transduction","P"
"61","GO:0006357",2.30503177414123e-05,1,8,8,"regulation of transcription by RNA polymerase II","BP","RNA metabolism","P"
"62","GO:0031123",0.0313763031625051,1,2,2,"RNA 3'-end processing","BP","RNA metabolism","P"
"63","GO:0001510",4.63054129357487e-08,1,11,11,"RNA methylation","BP","RNA metabolism","P"
"64","GO:0006396",0.0418398483933467,1,2,2,"RNA processing","BP","RNA metabolism","P"
"65","GO:0006364",0.049029683107122,1,2,2,"rRNA processing","BP","RNA metabolism","P"
"66","GO:0006465",0.00250585973560339,1,5,5,"signal peptide processing","BP","protein metabolism","P"
"67","GO:0007165",7.75290251230572e-05,1,7,7,"signal transduction","BP","signal transduction","P"
"68","GO:0006814",0.00681232139515083,1,3,3,"sodium ion transport","BP","transport","P"
"69","GO:0000245",0.0176645557797146,1,3,3,"spliceosomal complex assembly","BP","RNA metabolism","P"
"70","GO:0000387",0.00748606683200481,1,4,4,"spliceosomal snRNP assembly","BP","RNA metabolism","P"
"71","GO:0006614",0.00566365454944885,1,4,4,"SRP-dependent cotranslational protein targeting to membrane","BP","transport","P"
"72","GO:0000723",0.0266393781407733,1,2,2,"telomere maintenance","BP","DNA metabolism","P"
"73","GO:0006366",0.00660514653265029,1,4,4,"transcription by RNA polymerase II","BP","RNA metabolism","P"
"74","GO:0006412",7.46362730319782e-15,1,26,26,"translation","BP","protein metabolism","P"
"75","GO:0006413",0.0125113947097225,1,3,3,"translational initiation","BP","protein metabolism","P"
"76","GO:0006099",0.0142085760804553,1,3,3,"tricarboxylic acid cycle","BP","other metabolic processes","P"
"77","GO:0008033",0.0480882178577602,1,2,2,"tRNA processing","BP","RNA metabolism","P"
"78","GO:0002098",0.000753874200298985,1,5,5,"tRNA wobble uridine modification","BP","RNA metabolism","P"
"79","GO:0006511",1.45960354848637e-10,1,16,16,"ubiquitin-dependent protein catabolic process","BP","protein metabolism","P"
"80","GO:0016192",2.51570025495594e-12,1,18,18,"vesicle-mediated transport","BP","transport","P"
"81","GO:0005885",9.00408283163195e-05,1,7,7,"Arp2/3 protein complex","CC","cytoskeleton","C"
"82","GO:0030131",0.0259339744744421,1,2,2,"clathrin adaptor complex","CC","other membranes","C"
"83","GO:0030130",0.0147473938614072,1,3,3,"clathrin coat of trans-Golgi network vesicle","CC","ER/Golgi","C"
"84","GO:0005737",4.58818155565754e-25,1,39,39,"cytoplasm","CC","other cellular component","C"
