"","GO_ID","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","GOSlim_bin","aspect"
"1","GO:0006021",0.00675679574419161,1,1,1,"inositol biosynthetic process","BP","other metabolic processes","P"
"2","GO:0006811",0.00708268876884597,1,1,1,"ion transport","BP","transport","P"
"3","GO:0006468",0.00724035311611617,1,1,1,"protein phosphorylation","BP","protein metabolism","P"
"4","GO:0006508",6.61049436957767e-05,1,2,2,"proteolysis","BP","protein metabolism","P"
"5","GO:0000723",4.95001796769863e-08,1,4,4,"telomere maintenance","BP","DNA metabolism","P"
"6","GO:0006511",0.00756803972045114,1,1,1,"ubiquitin-dependent protein catabolic process","BP","protein metabolism","P"
"7","GO:0016021",0.000121584750089112,1,2,2,"integral component of membrane","CC","other membranes","C"
"8","GO:0016020",0.00708268876884597,1,1,1,"membrane","CC","other membranes","C"
"9","GO:0005634",0.00657772860457981,1,1,1,"nucleus","CC","nucleus","C"
"10","GO:0005685",0.0044681697122746,1,1,1,"U1 snRNP","CC","nucleus","C"
"11","GO:0004190",6.78504198344853e-05,1,2,2,"aspartic-type endopeptidase activity","MF","other molecular function","F"
"12","GO:0005524",6.69612730807394e-12,1,6,6,"ATP binding","MF","other molecular function","F"
"13","GO:0016887",0.0154267938112397,1,1,1,"ATP hydrolysis activity","MF","other molecular function","F"
"14","GO:0042626",0.0154267938112397,1,1,1,"ATPase-coupled transmembrane transporter activity","MF","transporter activity","F"
"15","GO:0005509",0.000235418181994916,1,2,2,"calcium ion binding","MF","other molecular function","F"
"16","GO:0004198",0.00648063249325686,1,1,1,"calcium-dependent cysteine-type endopeptidase activity","MF","other molecular function","F"
"17","GO:0004843",0.00756803972045114,1,1,1,"cysteine-type deubiquitinase activity","MF","other molecular function","F"
"18","GO:0003677",0.000118290829305915,1,2,2,"DNA binding","MF","nucleic acid binding activity","F"
"19","GO:0003678",4.95001796769863e-08,1,4,4,"DNA helicase activity","MF","other molecular function","F"
"20","GO:0003700",2.8752579346605e-05,1,2,2,"DNA-binding transcription factor activity","MF","transcription regulatory activity","F"
"21","GO:0003899",0.0164951382825377,1,1,1,"DNA-directed 5'-3' RNA polymerase activity","MF","other molecular function","F"
"22","GO:0003924",0.00663328212972033,1,1,1,"GTPase activity","MF","other molecular function","F"
"23","GO:0004386",0.0152729369181876,1,1,1,"helicase activity","MF","other molecular function","F"
"24","GO:0004512",0.00675679574419161,1,1,1,"inositol-3-phosphate synthase activity","MF","other molecular function","F"
"25","GO:0005216",0.00708268876884597,1,1,1,"ion channel activity","MF","transporter activity","F"
"26","GO:0005506",0.00591633620938874,1,1,1,"iron ion binding","MF","other molecular function","F"
"27","GO:0031418",0.00591633620938874,1,1,1,"L-ascorbic acid binding","MF","other molecular function","F"
"28","GO:0000287",0.00724035311611617,1,1,1,"magnesium ion binding","MF","other molecular function","F"
"29","GO:0003729",0.0044681697122746,1,1,1,"mRNA binding","MF","nucleic acid binding activity","F"
"30","GO:0003676",0.000138650913489848,1,2,2,"nucleic acid binding","MF","nucleic acid binding activity","F"
"31","GO:0016705",0.00591633620938874,1,1,1,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","MF","other molecular function","F"
"32","GO:0005515",0,1,10,10,"protein binding","MF","other molecular function","F"
"33","GO:0004672",0.0167926567001432,1,1,1,"protein kinase activity","MF","kinase activity","F"
"34","GO:0004674",0.000118692498596871,1,2,2,"protein serine/threonine kinase activity","MF","kinase activity","F"
"35","GO:0004725",0.000127170999527059,1,2,2,"protein tyrosine phosphatase activity","MF","other molecular function","F"
"36","GO:0008138",0.00583743489578804,1,1,1,"protein tyrosine/serine/threonine phosphatase activity","MF","other molecular function","F"
"37","GO:0003723",0.00657772860457981,1,1,1,"RNA binding","MF","nucleic acid binding activity","F"
"38","GO:0004842",0.016792971219148,1,1,1,"ubiquitin-protein transferase activity","MF","other molecular function","F"
"39","GO:0005515;NA",0,1,13,13,NA,NA,NA,NA
"40","NA;NA",0,1,44,44,NA,NA,NA,NA
"41","GO:0006281;NA",4.95001796769863e-08,1,4,4,NA,NA,NA,NA
"42","GO:0007165;NA",2.05543875895039e-07,1,3,3,NA,NA,NA,NA
"43","GO:0055085;NA",9.0043656256678e-07,1,3,3,NA,NA,NA,NA
"44","GO:0006355;NA",2.8752579346605e-05,1,2,2,NA,NA,NA,NA
"45","GO:0035556;NA",3.3033493695688e-05,1,2,2,NA,NA,NA,NA
"46","GO:0035091;NA",4.46065047510894e-05,1,2,2,NA,NA,NA,NA
"47","GO:0006508;NA",5.32041641319367e-05,1,2,2,NA,NA,NA,NA
"48","GO:0046872;NA",0.000104433637285773,1,2,2,NA,NA,NA,NA
"49","GO:0008270;NA",0.000140864675370354,1,2,2,NA,NA,NA,NA
"50","GO:0006468;NA",0.000244696630183028,1,2,2,NA,NA,NA,NA
"51","GO:0005085;NA",0.000255978512999054,1,2,2,NA,NA,NA,NA
"52","GO:0016020;NA",0.00350384468831714,1,1,1,NA,NA,NA,NA
"53","NA;GO:0000799;GO:0003682;GO:0007076;GO:0008270;GO:0044547;GO:0072587",0.00409110200011629,1,1,1,NA,NA,NA,NA
"54","GO:0006376;NA",0.0044681697122746,1,1,1,NA,NA,NA,NA
"55","GO:0003676;NA",0.00583743489578804,1,1,1,NA,NA,NA,NA
"56","GO:0016311;NA",0.00583743489578804,1,1,1,NA,NA,NA,NA
"57","GO:0055114;NA",0.00591633620938874,1,1,1,NA,NA,NA,NA
"58","GO:0004842;GO:0004842",0.00609643534090137,1,1,1,NA,NA,NA,NA
"59","GO:0006397;NA",0.00657772860457981,1,1,1,NA,NA,NA,NA
"60","GO:0005525;NA",0.00663328212972033,1,1,1,NA,NA,NA,NA
"61","GO:0008654;GO:0004512;GO:0006021;GO:0008654",0.00675679574419161,1,1,1,NA,NA,NA,NA
"62","GO:0006351;NA",0.00712625197859346,1,1,1,NA,NA,NA,NA
"63","GO:0016579;NA",0.00756803972045114,1,1,1,NA,NA,NA,NA
"64","GO:0008234;NA",0.00796198301071813,1,1,1,NA,NA,NA,NA
"65","GO:0008270;GO:0003676",0.00837620019750441,1,1,1,NA,NA,NA,NA
"66","NA;GO:0016021",0.0114654237567685,1,1,1,NA,NA,NA,NA
"67","GO:0006351;GO:0003677;GO:0003899;GO:0006366",0.0164951382825377,1,1,1,NA,NA,NA,NA
"68","GO:0016887;NA",0.0165512322792848,1,1,1,NA,NA,NA,NA
"69","GO:0003677;NA",0.016792971219148,1,1,1,NA,NA,NA,NA
"70","GO:0006470;NA",0.016792971219148,1,1,1,NA,NA,NA,NA
